relative_path,method,output_path,boxes_processed,runtime_seconds,status
day4/members/klaus/08_0554.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/08_0554.webp,0,0.509021,ok
day4/members/klaus/09_0320.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/09_0320.webp,1,0.449781,ok
day4/members/klaus/11_0401.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/11_0401.webp,6,0.495426,ok
day4/members/klaus/12_0118.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/12_0118.webp,7,0.478979,ok
day4/members/klaus/12_0644.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/12_0644.webp,8,0.528008,ok
day4/members/klaus/13_0393.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/13_0393.webp,8,0.531777,ok
day4/members/klaus/13_0503.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/13_0503.webp,6,0.554734,ok
day4/members/klaus/14_0224.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/14_0224.webp,9,0.548187,ok
day4/members/klaus/14_0702.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/klaus/14_0702.webp,0,0.408722,ok
day4/members/luca/08_0034.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/08_0034.webp,0,0.403591,ok
day4/members/luca/08_0054.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/08_0054.webp,2,0.493878,ok
day4/members/luca/10_0077.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/10_0077.webp,1,0.491930,ok
day4/members/luca/10_0115.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/10_0115.webp,1,0.517876,ok
day4/members/luca/11_0464.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/11_0464.webp,6,0.506775,ok
day4/members/luca/11_0578.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/11_0578.webp,6,0.480143,ok
day4/members/luca/14_0018.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/14_0018.webp,6,0.521183,ok
day4/members/luca/14_0559.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/14_0559.webp,1,0.487121,ok
day4/members/luca/17_0685.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/17_0685.webp,0,0.434362,ok
day4/members/luca/18_0257.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/18_0257.webp,1,0.424689,ok
day4/members/luca/18_0521.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/18_0521.webp,0,0.435223,ok
day4/members/luca/18_0590.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/18_0590.webp,5,0.430752,ok
day4/members/onanong/10_0182.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/10_0182.webp,3,0.503915,ok
day4/members/onanong/11_0635.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/11_0635.webp,5,0.505675,ok
day4/members/onanong/11_0656.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/11_0656.webp,7,0.531005,ok
day4/members/onanong/12_0450.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/12_0450.webp,0,0.439410,ok
day4/members/onanong/13_0378.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/13_0378.webp,6,0.476625,ok
day4/members/onanong/14_0177.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/14_0177.webp,6,0.513405,ok
day4/members/onanong/15_0191.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/15_0191.webp,1,0.480961,ok
day4/members/onanong/15_0400.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/15_0400.webp,2,0.467338,ok
day4/members/stevan/10_0044.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/10_0044.webp,4,0.493920,ok
day4/members/stevan/10_0227.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/10_0227.webp,4,0.473619,ok
day4/members/stevan/10_0629.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/10_0629.webp,4,0.469318,ok
day4/members/stevan/10_0720.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/10_0720.webp,7,0.462266,ok
day4/members/stevan/11_0074.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/11_0074.webp,7,0.490915,ok
day4/members/stevan/11_0365.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/11_0365.webp,5,0.455576,ok
day4/members/stevan/13_0149.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/13_0149.webp,4,0.450357,ok
day4/members/stevan/13_0462.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/13_0462.webp,5,0.485353,ok
day4/members/stevan/13_0714.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/13_0714.webp,4,0.465102,ok
day4/members/werner/08_0208.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/08_0208.webp,1,0.488055,ok
day4/members/werner/08_0337.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/08_0337.webp,2,0.476166,ok
day4/members/werner/09_0017.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/09_0017.webp,0,0.500572,ok
day4/members/werner/10_0441.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/10_0441.webp,0,0.481314,ok
day4/members/werner/11_0358.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/11_0358.webp,6,0.460664,ok
day4/members/werner/12_0528.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/12_0528.webp,3,0.486874,ok
day4/members/werner/13_0537.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/13_0537.webp,5,0.492997,ok
day4/members/werner/14_0045.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/14_0045.webp,5,0.474847,ok
day4/members/werner/18_0362.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0362.webp,0,0.465062,ok
day4/members/werner/18_0672.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0672.webp,3,0.525043,ok
day1/members/allie/08_0276.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/08_0276.webp,3,0.40767,ok
day1/members/allie/09_0160.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/09_0160.webp,4,0.410817,ok
day1/members/allie/09_0273.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/09_0273.webp,6,0.462333,ok
day1/members/allie/09_0647.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/09_0647.webp,3,0.475628,ok
day1/members/allie/09_0673.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/09_0673.webp,2,0.505991,ok
day1/members/allie/10_0099.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/10_0099.webp,4,0.454374,ok
day1/members/allie/10_0296.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/10_0296.webp,4,0.439376,ok
day1/members/allie/10_0339.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/10_0339.webp,5,0.41564,ok
day1/members/allie/10_0546.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/10_0546.webp,7,0.442541,ok
day1/members/allie/12_0272.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/12_0272.webp,3,0.454909,ok
day1/members/allie/14_0135.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/14_0135.webp,5,0.430131,ok
day1/members/allie/15_0458.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/15_0458.webp,1,0.443858,ok
day1/members/allie/18_0412.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/allie/18_0412.webp,3,0.410493,ok
day1/members/bjorn/09_0300.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/09_0300.webp,6,0.509267,ok
day1/members/bjorn/09_0318.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/09_0318.webp,0,0.428245,ok
day1/members/bjorn/10_0088.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/10_0088.webp,4,0.466116,ok
day1/members/bjorn/10_0130.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/10_0130.webp,5,0.426739,ok
day1/members/bjorn/10_0501.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/10_0501.webp,7,0.450586,ok
day1/members/bjorn/11_0116.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/11_0116.webp,4,0.413612,ok
day1/members/bjorn/12_0196.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/12_0196.webp,0,0.432969,ok
day1/members/bjorn/14_0017.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/14_0017.webp,0,0.445875,ok
day1/members/bjorn/15_0004.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/15_0004.webp,4,0.438673,ok
day1/members/bjorn/15_0586.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/15_0586.webp,0,0.429013,ok
day1/members/bjorn/18_0134.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/18_0134.webp,2,0.443692,ok
day1/members/bjorn/18_0340.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/18_0340.webp,0,0.379027,ok
day1/members/bjorn/18_0660.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/18_0660.webp,0,0.380944,ok
day1/members/bjorn/19_0016.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/bjorn/19_0016.webp,0,0.385798,ok
day1/members/cathal/08_0346.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/08_0346.webp,0,0.403403,ok
day1/members/cathal/09_0001.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/09_0001.webp,5,0.505219,ok
day1/members/cathal/10_0676.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/10_0676.webp,5,0.418386,ok
day1/members/cathal/10_0708.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/10_0708.webp,5,0.40986,ok
day1/members/cathal/11_0405.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/11_0405.webp,1,0.474425,ok
day1/members/cathal/11_0477.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/11_0477.webp,0,0.471645,ok
day1/members/cathal/12_0342.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/12_0342.webp,4,0.476585,ok
day1/members/cathal/13_0040.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/13_0040.webp,1,0.535923,ok
day1/members/cathal/14_0484.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/14_0484.webp,1,0.40875,ok
day1/members/cathal/14_0490.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/14_0490.webp,8,0.486127,ok
day1/members/cathal/14_0708.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/14_0708.webp,6,0.433707,ok
day1/members/cathal/15_0162.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/15_0162.webp,4,0.435766,ok
day1/members/cathal/15_0298.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/15_0298.webp,4,0.47418,ok
day1/members/cathal/18_0317.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/cathal/18_0317.webp,1,0.459497,ok
day1/members/florian/08_0341.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/08_0341.webp,0,0.398608,ok
day1/members/florian/08_0717.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/08_0717.webp,5,0.478316,ok
day1/members/florian/09_0596.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/09_0596.webp,0,0.386863,ok
day1/members/florian/10_0419.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/10_0419.webp,7,0.426114,ok
day1/members/florian/11_0210.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/11_0210.webp,2,0.45181,ok
day1/members/florian/11_0219.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/11_0219.webp,3,0.453006,ok
day1/members/florian/13_0133.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/13_0133.webp,1,0.448221,ok
day1/members/florian/15_0199.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/15_0199.webp,4,0.49363,ok
day1/members/florian/15_0647.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/15_0647.webp,0,0.42562,ok
day1/members/florian/16_0525.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/16_0525.webp,1,0.463587,ok
day1/members/florian/17_0649.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/17_0649.webp,6,0.469222,ok
day1/members/florian/18_0042.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/18_0042.webp,5,0.445031,ok
day1/members/florian/18_0275.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/18_0275.webp,3,0.440197,ok
day1/members/florian/18_0328.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/18_0328.webp,0,0.413556,ok
day1/members/florian/18_0375.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/18_0375.webp,0,0.436956,ok
day1/members/florian/19_0244.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/19_0244.webp,0,0.416886,ok
day1/members/florian/20_0151.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/florian/20_0151.webp,0,0.385333,ok
day1/members/klaus/09_0114.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/09_0114.webp,5,0.521273,ok
day1/members/klaus/09_0268.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/09_0268.webp,7,0.48395,ok
day1/members/klaus/10_0063.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/10_0063.webp,1,0.472866,ok
day1/members/klaus/10_0589.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/10_0589.webp,9,0.452465,ok
day1/members/klaus/11_0523.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/11_0523.webp,2,0.568186,ok
day1/members/klaus/12_0400.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/12_0400.webp,0,0.339226,ok
day1/members/klaus/12_0632.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/12_0632.webp,2,0.393085,ok
day1/members/klaus/15_0547.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/15_0547.webp,0,0.429959,ok
day1/members/klaus/16_0531.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/16_0531.webp,1,0.421341,ok
day1/members/klaus/17_0002.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/17_0002.webp,1,0.445828,ok
day1/members/klaus/17_0206.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/17_0206.webp,2,0.435206,ok
day1/members/klaus/17_0521.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/klaus/17_0521.webp,4,0.428005,ok
day1/members/luca/08_0069.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/08_0069.webp,0,0.372068,ok
day1/members/luca/08_0225.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/08_0225.webp,2,0.43218,ok
day1/members/luca/08_0716.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/08_0716.webp,2,0.472253,ok
day1/members/luca/11_0691.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/11_0691.webp,1,0.460189,ok
day1/members/luca/12_0078.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/12_0078.webp,0,0.351015,ok
day1/members/luca/12_0168.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/12_0168.webp,0,0.419029,ok
day1/members/luca/12_0202.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/12_0202.webp,1,0.44333,ok
day1/members/luca/13_0044.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/13_0044.webp,1,0.409552,ok
day1/members/luca/14_0698.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/14_0698.webp,3,0.430463,ok
day1/members/luca/15_0236.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/15_0236.webp,3,0.427169,ok
day1/members/luca/15_0372.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/15_0372.webp,3,0.451948,ok
day1/members/luca/18_0040.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/18_0040.webp,1,0.495688,ok
day1/members/luca/19_0006.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/luca/19_0006.webp,2,0.4242,ok
day1/members/onanong/08_0572.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/08_0572.webp,2,0.424638,ok
day1/members/onanong/08_0611.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/08_0611.webp,1,0.403957,ok
day1/members/onanong/10_0201.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/10_0201.webp,4,0.42866,ok
day1/members/onanong/10_0422.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/10_0422.webp,2,0.411423,ok
day1/members/onanong/11_0119.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/11_0119.webp,0,0.368902,ok
day1/members/onanong/14_0049.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/14_0049.webp,1,0.460446,ok
day1/members/onanong/14_0406.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/14_0406.webp,6,0.497224,ok
day1/members/onanong/14_0681.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/14_0681.webp,4,0.407833,ok
day1/members/onanong/15_0060.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/15_0060.webp,4,0.459715,ok
day1/members/onanong/16_0577.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/16_0577.webp,1,0.42632,ok
day1/members/onanong/17_0253.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/17_0253.webp,0,0.375513,ok
day1/members/onanong/17_0468.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/17_0468.webp,1,0.414408,ok
day1/members/onanong/18_0512.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/18_0512.webp,1,0.444345,ok
day1/members/onanong/19_0261.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/19_0261.webp,0,0.355793,ok
day1/members/onanong/19_0481.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/onanong/19_0481.webp,0,0.399176,ok
day1/members/stevan/08_0330.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/08_0330.webp,0,0.417133,ok
day1/members/stevan/08_0631.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/08_0631.webp,0,0.442764,ok
day1/members/stevan/10_0179.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/10_0179.webp,4,0.425909,ok
day1/members/stevan/10_0250.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/10_0250.webp,4,0.434075,ok
day1/members/stevan/11_0011.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/11_0011.webp,6,0.418177,ok
day1/members/stevan/11_0456.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/11_0456.webp,0,0.341247,ok
day1/members/stevan/17_0340.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/17_0340.webp,1,0.361442,ok
day1/members/stevan/18_0014.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/18_0014.webp,6,0.432443,ok
day1/members/stevan/18_0567.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/18_0567.webp,4,0.435736,ok
day1/members/stevan/18_0597.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/18_0597.webp,3,0.424775,ok
day1/members/stevan/18_0660.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/18_0660.webp,0,0.40629,ok
day1/members/stevan/19_0205.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/stevan/19_0205.webp,0,0.434537,ok
day1/members/tien/08_0068.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/tien/08_0068.webp,0,0.442323,ok
day1/members/tien/08_0310.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/tien/08_0310.webp,3,0.365856,ok
day1/members/tien/08_0483.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/tien/08_0483.webp,0,0.434593,ok
day1/members/tien/09_0404.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/tien/09_0404.webp,0,0.367643,ok
day1/members/tien/10_0032.webp,layered_blur_downscale_noise,outputs/03_anonymisation/02_deterministic_baselines/layered_obfuscation_images/day1/members/tien/10_0032.webp,4,0.391447,ok
