case_id,relative_path,raw_path,raw_exists,raw_sha256,image_width,image_height,participant_id,day_id,timestamp_id,box_source,box_count,boxes_json,rp_output_path,diffusion_output_path
locked500_0135,day1/members/florian/15_0647.webp,data/castle2024/raw/day1/members/florian/15_0647.webp,True,44b3ed609a1790c4362022bdc4259617dc7b272e42bbce4cd1f11468e655dcd6,3840,2160,florian,day1,15_0647,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/15_0647.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/15_0647.webp
locked500_0136,day2/members/klaus/12_0531.webp,data/castle2024/raw/day2/members/klaus/12_0531.webp,True,9d14769aa32fc47778a9c2fd2ee1558e708e5534f1b031f445e091108215597b,3840,2160,klaus,day2,12_0531,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/12_0531.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/12_0531.webp
locked500_0137,day1/members/bjorn/15_0586.webp,data/castle2024/raw/day1/members/bjorn/15_0586.webp,True,7cb440e6e73655467c8bb76e50d89fc322b7972c5e941397d1d4c982e32a3677,3840,2160,bjorn,day1,15_0586,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/15_0586.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/15_0586.webp
locked500_0138,day1/members/bjorn/09_0318.webp,data/castle2024/raw/day1/members/bjorn/09_0318.webp,True,1b350c29361a270ba530de351ea727f2d15b1f9550ef34ef0d2e18a575d4beca,3840,2160,bjorn,day1,09_0318,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/09_0318.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/09_0318.webp
locked500_0139,day3/members/allie/12_0148.webp,data/castle2024/raw/day3/members/allie/12_0148.webp,True,2e315d76bc53473cde22efe935c3d879a75ea4ac0b5e5f65d20fcf0232c9b55a,3840,2160,allie,day3,12_0148,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[2451,268,2577,410],[1015,518,1155,684],[3410,649,3550,860]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/12_0148.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/12_0148.webp
locked500_0140,day1/members/klaus/17_0521.webp,data/castle2024/raw/day1/members/klaus/17_0521.webp,True,e6e1b0b7698d885c5e312d4bdc9a7712bc8fe5e1246140b2bd5c13eb838bcef0,3840,2160,klaus,day1,17_0521,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[3058,1011,3219,1218],[1203,942,1392,1163],[3560,1682,3769,1996],[689,1066,866,1411]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/17_0521.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/17_0521.webp
locked500_0141,day2/members/luca/10_0586.webp,data/castle2024/raw/day2/members/luca/10_0586.webp,True,ca28fdd975d22f0aa1ecdb328b75f5e684923f0511575d65b7e1332a1aed4e8e,3840,2160,luca,day2,10_0586,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[885,882,1096,1082],[2454,902,2628,1124],[1590,851,1761,1044],[3302,1003,3428,1161]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/10_0586.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/10_0586.webp
locked500_0142,day4/members/onanong/11_0656.webp,data/castle2024/raw/day4/members/onanong/11_0656.webp,True,209504f78723614ad9a5183ca36fc83499224b919d6fe69ade9d345bb2ea8161,3840,2160,onanong,day4,11_0656,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,7,"[[790,269,932,449],[2761,675,3095,1085],[3527,262,3840,952],[2143,540,2287,707],[1211,248,1317,402],[2437,475,2542,587],[1639,359,1721,456]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/onanong/11_0656.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/11_0656.webp
locked500_0143,day1/members/onanong/17_0468.webp,data/castle2024/raw/day1/members/onanong/17_0468.webp,True,c43b627efa6e9a45afc10960df55a34ac41db7a55a1bde1cc21d5d4365202aa9,3840,2160,onanong,day1,17_0468,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[1169,601,1363,833]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/17_0468.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/17_0468.webp
locked500_0144,day2/members/werner/14_0229.webp,data/castle2024/raw/day2/members/werner/14_0229.webp,True,a90df8c670b1b9ad4d9c2173d726c9ea34360a01ef088190878d26c54daf8284,3840,2160,werner,day2,14_0229,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[637,0,829,115]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/14_0229.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/14_0229.webp
locked500_0145,day3/members/allie/18_0514.webp,data/castle2024/raw/day3/members/allie/18_0514.webp,True,fbe59dfc8ea26f93b36ce46b829151fb275db474289936aa76dcc7111588b241,3840,2160,allie,day3,18_0514,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[3230,169,3392,390],[176,681,327,859],[2263,269,2437,480],[993,493,1125,645],[1376,419,1572,694]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/18_0514.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/18_0514.webp
locked500_0146,day1/members/bjorn/10_0130.webp,data/castle2024/raw/day1/members/bjorn/10_0130.webp,True,1fd72dd0c95bb21f81d811954dc225a0823aa2cfd9cbdb866a3c59fbe4f41fb7,3840,2160,bjorn,day1,10_0130,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[3518,419,3616,566],[3396,1084,3701,1531],[2761,768,2834,860],[2539,859,2607,937],[1928,1042,2010,1123]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/10_0130.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0130.webp
locked500_0147,day2/members/onanong/16_0470.webp,data/castle2024/raw/day2/members/onanong/16_0470.webp,True,5cdcf9cfbe9763f722ff28bdff83c34619ed19e8895e9ca734a9af7daff0a927,3840,2160,onanong,day2,16_0470,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/16_0470.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/16_0470.webp
locked500_0148,day2/members/werner/20_0620.webp,data/castle2024/raw/day2/members/werner/20_0620.webp,True,7c104d57408a9c4163e8013111a86d86d469bf04d7d2bbd2ba392788961c570b,3840,2160,werner,day2,20_0620,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/20_0620.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/20_0620.webp
locked500_0149,day4/members/bjorn/08_0126.webp,data/castle2024/raw/day4/members/bjorn/08_0126.webp,True,cb414fa7491f5f8c751db3571e45a3bc29754b91fbf4fb8c908bc6b24a0e6846,3840,2160,bjorn,day4,08_0126,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/08_0126.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/08_0126.webp
locked500_0150,day1/members/allie/10_0296.webp,data/castle2024/raw/day1/members/allie/10_0296.webp,True,d56589d437865399ed6a4d125b060e318606340b86d1ca666807a0e4e1b328e4,3840,2160,allie,day1,10_0296,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[3095,1094,3223,1347],[2652,961,2751,1128],[2293,817,2377,914],[184,1071,284,1175]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0296.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0296.webp
locked500_0151,day1/members/tien/08_0310.webp,data/castle2024/raw/day1/members/tien/08_0310.webp,True,acdf01a3425b16814a22c71bef1939c2cfc8edbf0ca633807f0443732bc4725c,3840,2160,tien,day1,08_0310,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[1089,1889,1198,2023],[1656,1724,1737,1865],[915,1761,981,1841]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/08_0310.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/08_0310.webp
locked500_0152,day1/members/florian/18_0375.webp,data/castle2024/raw/day1/members/florian/18_0375.webp,True,806c2292eb564342a13687adf68095dcfd93c2cf76622b2e1bcd56594265a75b,3840,2160,florian,day1,18_0375,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/18_0375.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/18_0375.webp
locked500_0153,day1/members/bjorn/14_0017.webp,data/castle2024/raw/day1/members/bjorn/14_0017.webp,True,9f1e0e18c2c566b85218562e71bd33582df921303fcd85323fba63a70d023a79,3840,2160,bjorn,day1,14_0017,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/14_0017.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/14_0017.webp
locked500_0154,day4/members/luca/18_0521.webp,data/castle2024/raw/day4/members/luca/18_0521.webp,True,3ce68176ba5e07ce503336e18fbef54ca9d5548eb270af0917c932f281fbc844,3840,2160,luca,day4,18_0521,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/18_0521.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/18_0521.webp
locked500_0155,day3/members/onanong/12_0488.webp,data/castle2024/raw/day3/members/onanong/12_0488.webp,True,e73f8f48bdfab49c88492b566f994fa88e7aa4f2a2a01b6ee323ac8a36766666,3840,2160,onanong,day3,12_0488,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[1125,1093,1223,1208]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/onanong/12_0488.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/12_0488.webp
locked500_0156,day1/members/allie/10_0546.webp,data/castle2024/raw/day1/members/allie/10_0546.webp,True,89a21489caf471d631356d26216a69e710fed556e05db9d44aef811f478bcff3,3840,2160,allie,day1,10_0546,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,7,"[[3294,740,3421,927],[190,1095,303,1245],[2622,564,2715,687],[599,1070,684,1180],[953,1093,1040,1184],[0,1222,102,1517],[674,972,749,1053]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0546.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0546.webp
locked500_0157,day2/members/luca/20_0211.webp,data/castle2024/raw/day2/members/luca/20_0211.webp,True,0c8d9a50846887955d33dc44e794ac9a17c2049196138f379106c204b02f0051,3840,2160,luca,day2,20_0211,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[2551,484,2790,781],[2878,125,3025,305],[142,685,229,781],[454,198,530,282]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/20_0211.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/20_0211.webp
locked500_0158,day4/members/allie/11_0376.webp,data/castle2024/raw/day4/members/allie/11_0376.webp,True,95dc3a15e9423fe2f4b5bf52d1a798ba5718d27b97ab7cdb6ba15c01eba1c7e3,3840,2160,allie,day4,11_0376,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[530,1302,698,1512],[1907,990,2069,1185],[2800,935,2930,1113],[3514,694,3722,979],[1190,1175,1348,1340]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/11_0376.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/11_0376.webp
locked500_0159,day1/members/klaus/09_0268.webp,data/castle2024/raw/day1/members/klaus/09_0268.webp,True,ad2810806d551b63d7c324c91a278344b697dc3b4b33bfd3ff8ba4a2368f66be,3840,2160,klaus,day1,09_0268,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,7,"[[2867,1092,3046,1310],[776,651,1011,956],[2692,981,2811,1122],[1185,693,1300,833],[3629,1357,3840,1622],[2540,1007,2631,1133],[1565,780,1655,885]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/09_0268.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/09_0268.webp
locked500_0160,day1/members/tien/15_0093.webp,data/castle2024/raw/day1/members/tien/15_0093.webp,True,ab865a63e9b5cb8c5d7c791457083951e222e969e0155f79be39c24aa9588be8,3840,2160,tien,day1,15_0093,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[2972,616,3142,828],[1843,820,1971,979],[3202,180,3343,344],[1463,1011,1645,1220],[3595,428,3824,763]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/15_0093.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/15_0093.webp
locked500_0161,day3/members/florian/19_0282.webp,data/castle2024/raw/day3/members/florian/19_0282.webp,True,3c20f018c9be02516174e754f5ce746202d21294c50dee3681f3bda88b71be99,3840,2160,florian,day3,19_0282,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/19_0282.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/19_0282.webp
locked500_0162,day4/members/bjorn/12_0570.webp,data/castle2024/raw/day4/members/bjorn/12_0570.webp,True,345a34d35bfa4258ffacedb520b24609b2f3f9c3fad99ce903a1b639c5acc4fb,3840,2160,bjorn,day4,12_0570,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[895,110,1227,705]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/12_0570.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/12_0570.webp
locked500_0163,day1/members/cathal/15_0298.webp,data/castle2024/raw/day1/members/cathal/15_0298.webp,True,58aa490898da042e0d2016c686a26ae6949f2c9c3d55bc9e6a39688839214ab7,3840,2160,cathal,day1,15_0298,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[2097,136,2347,421],[1334,184,1530,464],[2764,90,2931,292],[224,505,561,902]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/15_0298.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/15_0298.webp
locked500_0164,day4/members/cathal/17_0524.webp,data/castle2024/raw/day4/members/cathal/17_0524.webp,True,69e22931f4d0768a5dc994a0a399fbd8ed19da95acf6e48fd8b66663f2b79aab,3840,2160,cathal,day4,17_0524,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/17_0524.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/17_0524.webp
locked500_0165,day4/members/luca/14_0018.webp,data/castle2024/raw/day4/members/luca/14_0018.webp,True,aa9638e517f83b93cd9e2e72829a4845e3469ef1b522ffa90a8b1f01b47da18f,3840,2160,luca,day4,14_0018,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[2066,1172,2213,1373],[87,1159,246,1354],[2590,1079,2817,1359],[1380,1126,1480,1264],[579,1148,711,1309],[1015,1151,1124,1277]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/14_0018.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/14_0018.webp
locked500_0166,day1/members/bjorn/10_0501.webp,data/castle2024/raw/day1/members/bjorn/10_0501.webp,True,a0a2b2ea00979c18666abe9e8a4b2c837ad42d58a6625ca2d696baa7e9b5b4c5,3840,2160,bjorn,day1,10_0501,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,7,"[[2862,796,2941,886],[1025,1520,1231,1795],[1908,731,1990,828],[2547,791,2623,877],[3562,690,3666,814],[3702,676,3811,834],[1831,1530,2096,2121]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/10_0501.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0501.webp
locked500_0167,day1/members/allie/15_0458.webp,data/castle2024/raw/day1/members/allie/15_0458.webp,True,28fc8e2813521f105b0b4a9533a20fb3138aa76e1685fcb1d1f144a61328082e,3840,2160,allie,day1,15_0458,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[3005,912,3363,1315]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/15_0458.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/15_0458.webp
locked500_0168,day4/members/klaus/14_0224.webp,data/castle2024/raw/day4/members/klaus/14_0224.webp,True,484c2cfcf764ce6f5191f548df9e7221e9f7efe46e89b123b6615ce3f735b2fc,3840,2160,klaus,day4,14_0224,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,9,"[[2829,605,2976,778],[942,768,1056,923],[1188,765,1295,886],[2379,636,2482,799],[1571,719,1647,814],[3624,859,3840,1422],[2274,654,2373,784],[675,795,832,973],[797,974,905,1197]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/klaus/14_0224.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/klaus/14_0224.webp
locked500_0169,day1/members/stevan/11_0011.webp,data/castle2024/raw/day1/members/stevan/11_0011.webp,True,30b9cb930a56f8cbe1880f92e0ed3119bf96d5f98b1efe7da89cd5b8192de799,3840,2160,stevan,day1,11_0011,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[3680,1145,3808,1307],[1689,1155,1783,1278],[2236,1238,2314,1332],[3544,1126,3639,1256],[2558,1266,2640,1370],[3410,1201,3496,1312]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/stevan/11_0011.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/stevan/11_0011.webp
locked500_0170,day1/members/cathal/13_0040.webp,data/castle2024/raw/day1/members/cathal/13_0040.webp,True,55f8ce94348ec60cc9e3021d99ce7199761cd74c1869f3c17d82953831060666,3840,2160,cathal,day1,13_0040,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[2600,695,3840,1464]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/13_0040.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/13_0040.webp
locked500_0171,day2/members/bjorn/20_0121.webp,data/castle2024/raw/day2/members/bjorn/20_0121.webp,True,6993784befce7af714d09a441171f51cf15cbe1139a64cfaf6aac58514d83d3a,3840,2160,bjorn,day2,20_0121,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[2822,495,3078,786],[1896,806,2117,1021],[3646,639,3840,1073],[885,834,981,948]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/bjorn/20_0121.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/bjorn/20_0121.webp
locked500_0172,day4/members/stevan/10_0044.webp,data/castle2024/raw/day4/members/stevan/10_0044.webp,True,563989b4bb829a520bfb6181886905375da44319cd92389a91b08479038107d2,3840,2160,stevan,day4,10_0044,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[1950,1080,2155,1320],[943,1203,1197,1477],[3497,1056,3840,1526],[3238,749,3311,827]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/10_0044.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/stevan/10_0044.webp
locked500_0173,day1/members/tien/13_0571.webp,data/castle2024/raw/day1/members/tien/13_0571.webp,True,bcc0e4a3dcb7ea7f4ac44587fb0b1d906e0059eb87c039f1de7e9b7b30830e22,3840,2160,tien,day1,13_0571,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[2347,1440,2577,1741],[1131,1508,1387,1819],[3382,1827,3450,1902]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/13_0571.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/13_0571.webp
locked500_0174,day1/members/tien/14_0211.webp,data/castle2024/raw/day1/members/tien/14_0211.webp,True,b69de2bbc335c616c55b6615203d4cb2b0d283daeb54cb101e6f8b6297ed9908,3840,2160,tien,day1,14_0211,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[587,701,785,946],[902,511,1011,675],[2545,47,2813,357],[2016,15,2143,150],[2377,21,2484,192],[1287,390,1407,534]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/14_0211.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/14_0211.webp
locked500_0175,day2/members/cathal/19_0198.webp,data/castle2024/raw/day2/members/cathal/19_0198.webp,True,7479d70c2439948132caf589c2d9cba07b6b1eb320f45f40266ebf2fe6b96b97,3840,2160,cathal,day2,19_0198,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/19_0198.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/19_0198.webp
locked500_0176,day3/members/stevan/18_0537.webp,data/castle2024/raw/day3/members/stevan/18_0537.webp,True,ac956ad074cfc812ed1864d05012c56e6d687b5f54feac17414b1eddd22a09a9,3840,2160,stevan,day3,18_0537,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[2160,1668,2474,2032],[2408,993,2516,1126],[1679,968,1788,1117],[3432,1164,3590,1329],[2825,1122,2929,1244],[1523,1299,1668,1521]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/18_0537.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/18_0537.webp
locked500_0177,day2/members/florian/12_0439.webp,data/castle2024/raw/day2/members/florian/12_0439.webp,True,b35838d1bf5b40072a01e0e16591c82997c6afdfc1779d2e641e9f7e106023e8,3840,2160,florian,day2,12_0439,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/12_0439.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/12_0439.webp
locked500_0178,day2/members/allie/11_0505.webp,data/castle2024/raw/day2/members/allie/11_0505.webp,True,25c0afd959c5a59b5e6b9923555e9ddcf5de3a8856a006d9f5f6606886a32051,3840,2160,allie,day2,11_0505,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[2109,388,2322,633],[2719,431,3045,816],[1766,534,1911,710],[440,688,539,803],[1353,536,1438,677],[855,558,967,713]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/11_0505.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/allie/11_0505.webp
locked500_0179,day3/members/stevan/08_0717.webp,data/castle2024/raw/day3/members/stevan/08_0717.webp,True,9a0346c8f962d728313e11e5c18b59df74baf579f0f4974c1d0f38cfca3b9d60,3840,2160,stevan,day3,08_0717,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[962,1110,1055,1221],[1564,1315,1747,1479],[1342,1099,1438,1222]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/08_0717.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/08_0717.webp
locked500_0180,day3/members/werner/08_0594.webp,data/castle2024/raw/day3/members/werner/08_0594.webp,True,e326f3b49f9864c9970618cf029152f2d3a1a925ac86aec25999e4a04053588c,3840,2160,werner,day3,08_0594,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[1277,534,1435,750],[2814,556,2981,755]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/werner/08_0594.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/werner/08_0594.webp
locked500_0181,day2/members/klaus/18_0665.webp,data/castle2024/raw/day2/members/klaus/18_0665.webp,True,2dd0e6461190d69de7a80f5e0e7f0bd0b6bdb8b4486830d88fd1a96478c8970a,3840,2160,klaus,day2,18_0665,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[3320,1036,3482,1231],[2119,838,2280,1049],[2579,1021,2707,1155]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/18_0665.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/18_0665.webp
locked500_0182,day4/members/allie/09_0451.webp,data/castle2024/raw/day4/members/allie/09_0451.webp,True,d1ad298efbb38f29721bdd9ce735e936147f17ce3bde19fee773b3351d3a9b81,3840,2160,allie,day4,09_0451,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[3487,860,3835,1317],[475,785,705,1043]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/09_0451.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/09_0451.webp
locked500_0183,day3/members/allie/10_0210.webp,data/castle2024/raw/day3/members/allie/10_0210.webp,True,35759633906f1f01b2b70832eff81347664fa9689a7d17b7d28fd4dfd3a51950,3840,2160,allie,day3,10_0210,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/10_0210.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/10_0210.webp
locked500_0184,day4/members/klaus/12_0644.webp,data/castle2024/raw/day4/members/klaus/12_0644.webp,True,2e44add693f96d86d1ad5d3ae3c8739e91a8502d3dec95a26fcdaa3f2395a370,3840,2160,klaus,day4,12_0644,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,8,"[[2770,807,2910,988],[661,738,844,969],[957,545,1091,709],[2157,743,2268,893],[1559,593,1640,710],[496,464,647,651],[1161,567,1260,675],[3407,1483,3667,2019]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/klaus/12_0644.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/klaus/12_0644.webp
locked500_0185,day2/members/allie/10_0243.webp,data/castle2024/raw/day2/members/allie/10_0243.webp,True,7c236c9c74bc41cf304a9b8f63b915b23a922305fb055c8bdb647be9116e2fab,3840,2160,allie,day2,10_0243,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[3074,1659,3455,2158],[2416,1679,2533,1823]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/10_0243.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/allie/10_0243.webp
locked500_0186,day3/members/stevan/17_0661.webp,data/castle2024/raw/day3/members/stevan/17_0661.webp,True,990390591b440e89c60223ba8222000a55916f9da920240b3733de0eb222a744,3840,2160,stevan,day3,17_0661,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,8,"[[688,1225,863,1443],[2619,1200,2803,1403],[602,1560,807,1822],[2392,1046,2501,1204],[1301,1167,1391,1275],[1733,1143,1840,1254],[2285,1051,2385,1164],[3716,1452,3840,1928]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/17_0661.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/17_0661.webp
