protocol_id,relative_path,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,event_key,selection_stratum,review_status
MM2_0126,day3/members/allie/15_0629.webp,8760f643a9846fcbccb6787f713a2bb9ba7756cc34c752f7a5bc4ba91e341577,3840,2160,allie,egocentric,allie,day3,day3/15/6,privacy_risk_enriched,reviewed
MM2_0127,day3/members/tien/15_0056.webp,d269c4280dfc5a81eb55674fa99ad03351613b30586b0161913496e105b9d2d6,3840,2160,tien,egocentric,tien,day3,day3/15/0,privacy_risk_enriched,reviewed
MM2_0128,day3/members/cathal/15_0532.webp,0abae63ce79cb67ef6f4941f9f140a06e61cdf2d9f900d575d95367b6d5323da,3840,2160,cathal,egocentric,cathal,day3,day3/15/5,privacy_risk_enriched,reviewed
MM2_0129,day3/members/allie/16_0001.webp,21211184d8029dc3bdd1609a372d2a7afbf39f464dd3f51bba4f51fe7c6fece7,3840,2160,allie,egocentric,allie,day3,day3/16/0,privacy_risk_enriched,reviewed
MM2_0130,day3/members/allie/16_0285.webp,ae81c99e2cf7fb131be4fb7cd9e4ef05e8998982f532c0998b29161c0a071678,3840,2160,allie,egocentric,allie,day3,day3/16/2,privacy_risk_enriched,reviewed
MM2_0131,day3/members/allie/16_0332.webp,ebe06db62c47a52237c2e66bfd986cea5fb41f6563e639d6f8c38a1fe42a78bb,3840,2160,allie,egocentric,allie,day3,day3/16/3,privacy_risk_enriched,reviewed
MM2_0132,day3/members/allie/16_0190.webp,380ba3449d6f0417751a187cc0256e909cf640673ff67fad13ab3be3dafbc207,3840,2160,allie,egocentric,allie,day3,day3/16/1,privacy_risk_enriched,reviewed
MM2_0133,day3/members/werner/17_0281.webp,c3ab4886435cef751934ecb5de5afe1ad18dbde60aaa81f3778ccaf050c9d19e,3840,2160,werner,egocentric,werner,day3,day3/17/2,privacy_risk_enriched,reviewed
MM2_0134,day3/members/tien/17_0068.webp,dc0e9b0db049e05c921b44007470af85f2cb25d15cebd66ee5365b2b8d8b2982,3840,2160,tien,egocentric,tien,day3,day3/17/0,privacy_risk_enriched,reviewed
MM2_0135,day3/members/onanong/17_0461.webp,fa8dc42fb4de68b0944663fd39d8d1e9c0765baee3fcb84d67134868d5b3d9bc,3840,2160,onanong,egocentric,onanong,day3,day3/17/4,privacy_risk_enriched,reviewed
MM2_0136,day3/members/allie/17_0539.webp,11e4e89105cdbac5c1718f7416dcb02fccba2dbf0addce8a32d0e373cff56ed4,3840,2160,allie,egocentric,allie,day3,day3/17/5,privacy_risk_enriched,reviewed
MM2_0137,day3/members/cathal/18_0312.webp,f9e38cc65abf36aa7f17fc46808335fd7787045fedeadce027e0ff8ccdc348bf,3840,2160,cathal,egocentric,cathal,day3,day3/18/3,privacy_risk_enriched,reviewed
MM2_0138,day3/members/onanong/18_0537.webp,0762b7f0b123aae905ed292ffae8f63be2a654c1ee497b2530c513b125b23db6,3840,2160,onanong,egocentric,onanong,day3,day3/18/5,privacy_risk_enriched,reviewed
MM2_0139,day3/members/onanong/18_0453.webp,b530e9b2958335ce94383a8ecb06c1640193113050e9cfa3f89accbfd9516a3b,3840,2160,onanong,egocentric,onanong,day3,day3/18/4,privacy_risk_enriched,reviewed
MM2_0140,day3/members/onanong/18_0711.webp,cc57f45f35f72b2bcb50cec23d544f5c2892a446b5142a551c3c69292ef7a9b3,3840,2160,onanong,egocentric,onanong,day3,day3/18/7,privacy_risk_enriched,reviewed
MM2_0141,day3/members/klaus/19_0688.webp,cacbaa6eb9d4d75236634c7ec699b1dce96a2be41e742872e744e063fae06379,3840,2160,klaus,egocentric,klaus,day3,day3/19/6,privacy_risk_enriched,reviewed
MM2_0142,day3/members/tien/19_0011.webp,95852032240ddc8afca1fe6e852e52071b7a8467de5f408cb581e124cff82013,3840,2160,tien,egocentric,tien,day3,day3/19/0,privacy_risk_enriched,reviewed
MM2_0143,day3/members/cathal/19_0118.webp,6424966e6c67e48afec5120c678d7f9e4c85b3d336bfdcbd789d324122b824e7,3840,2160,cathal,egocentric,cathal,day3,day3/19/1,privacy_risk_enriched,reviewed
MM2_0144,day3/members/onanong/19_0470.webp,85b2aea2c66b2ad93a07b1956e6edba26c7ff3adca17b08e53644b3e94385582,3840,2160,onanong,egocentric,onanong,day3,day3/19/4,privacy_risk_enriched,reviewed
MM2_0145,day3/members/cathal/20_0075.webp,516756a75cd77fb11931fe6fe4984f5c486f655ca4c48940028b6e4a816c7b5b,3840,2160,cathal,egocentric,cathal,day3,day3/20/0,privacy_risk_enriched,reviewed
MM2_0146,day3/members/cathal/20_0121.webp,3dc5aef18ad08e8ac0f548a5cb30670affb0d5faf3cebd5f0e593be527df505a,3840,2160,cathal,egocentric,cathal,day3,day3/20/1,privacy_risk_enriched,reviewed
MM2_0147,day3/members/florian/20_0618.webp,a9847b810413ce763c7c339915f6e60b370f2a0afe26492b9b26d4f733303bc1,3840,2160,florian,egocentric,florian,day3,day3/20/6,privacy_risk_enriched,reviewed
MM2_0148,day3/members/florian/20_0568.webp,dae458ec544c7b32dc41f4244e12a8c2f89616c0f79c8f24aefd0edb7253d531,3840,2160,florian,egocentric,florian,day3,day3/20/5,privacy_risk_enriched,reviewed
MM2_0149,day3/members/luca/08_0665.webp,dae8fa70ef378c1978a31862ccbba7d64c0a93c97a38e358c5c521cac34df8a4,3840,2160,luca,egocentric,luca,day3,day3/8/6,privacy_risk_enriched,reviewed
MM2_0150,day3/members/tien/08_0537.webp,42bb55cfd2993562e5798612aa24125570a07272a7b28968c1256839b1f5d96b,3840,2160,tien,egocentric,tien,day3,day3/8/5,privacy_risk_enriched,reviewed
MM2_0151,day3/members/klaus/08_0715.webp,44cc260e3e1c8482a2537dbe8ff2f45dea88b7eba6f9bf3806d2ed0015760f5f,3840,2160,klaus,egocentric,klaus,day3,day3/8/7,privacy_risk_enriched,reviewed
MM2_0152,day3/members/allie/08_0136.webp,3c94ddfd9cb7b999ec4c285f0a14d6d09cc1c638efe6046f28361ca1f7d73e94,3840,2160,allie,egocentric,allie,day3,day3/8/1,privacy_risk_enriched,reviewed
MM2_0153,day3/members/allie/09_0560.webp,80938a7befa0185ff51d4985cc6bd452cd68232bb7037dd06d1e4b45cf978c52,3840,2160,allie,egocentric,allie,day3,day3/9/5,privacy_risk_enriched,reviewed
MM2_0154,day3/members/luca/09_0095.webp,84d198074ab425f50c0333dabe873c3ba116584130567eb95a328bf2352b3a28,3840,2160,luca,egocentric,luca,day3,day3/9/0,privacy_risk_enriched,reviewed
MM2_0155,day3/members/cathal/09_0670.webp,fe772e767523e2cd997a05d59502f63971f5f61b0a23d14e7ddfc71e0c5c9515,3840,2160,cathal,egocentric,cathal,day3,day3/9/6,privacy_risk_enriched,reviewed
MM2_0156,day3/members/luca/09_0146.webp,906e5ce7c5cfad8d5f14d8f7773df08567110e4b4a183fc79d1a00cac52e79b4,3840,2160,luca,egocentric,luca,day3,day3/9/1,privacy_risk_enriched,reviewed
MM2_0157,day4/members/onanong/10_0147.webp,8df968799fd1e810868b5d2ffdb1f1e9d0d68ae62ca6dc568e420f431b5c780b,3840,2160,onanong,egocentric,onanong,day4,day4/10/1,privacy_risk_enriched,reviewed
MM2_0158,day4/members/cathal/10_0072.webp,9886b911142843016e06b551de15a20215221c652185985eca0d4dfdcae0b6b6,3840,2160,cathal,egocentric,cathal,day4,day4/10/0,privacy_risk_enriched,reviewed
MM2_0159,day4/members/klaus/10_0242.webp,9f6816296921747c84a1b460e037c4e15912bbd49242d09189c1a7867414d757,3840,2160,klaus,egocentric,klaus,day4,day4/10/2,privacy_risk_enriched,reviewed
MM2_0160,day4/members/florian/10_0522.webp,1ee184d52180e43f1388abce8c0393bb97a6a61c32603196ee2440fb6879be2f,3840,2160,florian,egocentric,florian,day4,day4/10/5,privacy_risk_enriched,reviewed
MM2_0161,day4/members/onanong/11_0304.webp,d9cc2e0ef2f94e3d567bfc302d5d644af838576a16d10526eda805f51cf97d69,3840,2160,onanong,egocentric,onanong,day4,day4/11/3,privacy_risk_enriched,reviewed
MM2_0162,day4/members/onanong/11_0222.webp,bf95ea1bb228a5c3178e7731b43582bd4ee9df97420a2cc64eadb4556f7f1523,3840,2160,onanong,egocentric,onanong,day4,day4/11/2,privacy_risk_enriched,reviewed
MM2_0163,day4/members/florian/11_0697.webp,4481081be5c4fce402dfb2990bd7dc3a9cc6aa49ce2c5a7a51745fda4236a1da,3840,2160,florian,egocentric,florian,day4,day4/11/6,privacy_risk_enriched,reviewed
MM2_0164,day4/members/onanong/11_0715.webp,52457b2526d56a1ecaead972e7ea378fc973374abfa4265c2c4265aa1609d920,3840,2160,onanong,egocentric,onanong,day4,day4/11/7,privacy_risk_enriched,reviewed
MM2_0165,day4/members/werner/12_0174.webp,34c34a6d5a44b87bb65f48c34adb5dc8b15056c77b36d7cd5b4c543ecb736d1e,3840,2160,werner,egocentric,werner,day4,day4/12/1,privacy_risk_enriched,reviewed
MM2_0166,day4/members/florian/12_0410.webp,966e846ace5cc079fb281b9e730f0e023580f74f0861d49f6a2ebdbf5aff6568,3840,2160,florian,egocentric,florian,day4,day4/12/4,privacy_risk_enriched,reviewed
MM2_0167,day4/members/stevan/12_0319.webp,06f27e0f4a983b72fe425f0eebcfd21baac76c97c838541474515266007d48f2,3840,2160,stevan,egocentric,stevan,day4,day4/12/3,privacy_risk_enriched,reviewed
MM2_0168,day4/members/allie/12_0597.webp,c29fe69deddae24ba7867e6cc074c55c153910f5d5b73fef9497a13e58b89b68,3840,2160,allie,egocentric,allie,day4,day4/12/5,privacy_risk_enriched,reviewed
MM2_0169,day4/members/florian/13_0556.webp,af104ff00012a1f0e42fdee9f486b689adc85722642a59dd142c7c3d2a5951e4,3840,2160,florian,egocentric,florian,day4,day4/13/5,privacy_risk_enriched,reviewed
MM2_0170,day4/members/florian/13_0095.webp,14ab7809f31075ee3455a7e0db201e3d3ffa01283f5ca6ba74d74076c098c529,3840,2160,florian,egocentric,florian,day4,day4/13/0,privacy_risk_enriched,reviewed
MM2_0171,day4/members/florian/13_0637.webp,39940502cf1bda9da3b675fcd98a919ca38fdb45a5c23eb66bbbed0b6d832842,3840,2160,florian,egocentric,florian,day4,day4/13/6,privacy_risk_enriched,reviewed
MM2_0172,day4/members/florian/13_0312.webp,6f61f8002608e46eb773da0e13694147952fe037ed2e45c9f61b604c23e9f1e8,3840,2160,florian,egocentric,florian,day4,day4/13/3,privacy_risk_enriched,reviewed
MM2_0173,day4/members/luca/14_0676.webp,472378b606998364a766e2b03d10ac6dfe75bfa93901bb4d0b3cee5e2f4339b6,3840,2160,luca,egocentric,luca,day4,day4/14/6,privacy_risk_enriched,reviewed
MM2_0174,day4/members/luca/14_0716.webp,73d10ced589fdf46eb1d33e0c696f6b0f2a906723f5d28b466e9edf5b3aecb54,3840,2160,luca,egocentric,luca,day4,day4/14/7,privacy_risk_enriched,reviewed
MM2_0175,day4/members/luca/14_0595.webp,c2020eb995d4d42bcfa1136737a3f052291a705a0d1bcc8162ddcea56c8b0f45,3840,2160,luca,egocentric,luca,day4,day4/14/5,privacy_risk_enriched,reviewed
MM2_0176,day4/members/florian/14_0275.webp,e1fbf144478409b7b8a00b818192a7a0b47b75c36fb72967b41c64c4d028df4c,3840,2160,florian,egocentric,florian,day4,day4/14/2,privacy_risk_enriched,reviewed
MM2_0177,day4/members/luca/15_0035.webp,bbba2dd39c6a7541d9cee6a667de8aa91f54853df952b76ae9ee0a07b16b37d1,3840,2160,luca,egocentric,luca,day4,day4/15/0,privacy_risk_enriched,reviewed
MM2_0178,day4/members/luca/15_0156.webp,9e328a5d82c5febb6e88a0bd65932a194b3e58cb3bbe4f5b372aaff2d79f0fbb,3840,2160,luca,egocentric,luca,day4,day4/15/1,privacy_risk_enriched,reviewed
MM2_0179,day4/members/allie/15_0359.webp,6ad3f412aee3783daf9c9f550b453e11255403238c9ecb3de47e5a774d64e557,3840,2160,allie,egocentric,allie,day4,day4/15/3,privacy_risk_enriched,reviewed
MM2_0180,day4/members/luca/15_0400.webp,59b554b438e12fe7e566edce15cde29bb0c79276c154dc8f220c20afd7811137,3840,2160,luca,egocentric,luca,day4,day4/15/4,privacy_risk_enriched,reviewed
MM2_0181,day4/members/cathal/17_0690.webp,8ddce2b51db2eba7161e32c185a123e6fc9acb1fd714fb29a35f81c1511b5b64,3840,2160,cathal,egocentric,cathal,day4,day4/17/6,privacy_risk_enriched,reviewed
MM2_0182,day4/members/cathal/17_0491.webp,ba7c30452aa3cb01300c04b67c5fd0017b0807ed1bf0b960cb749cc1d13a2b54,3840,2160,cathal,egocentric,cathal,day4,day4/17/4,privacy_risk_enriched,reviewed
MM2_0183,day4/members/cathal/18_0491.webp,65cb884390bca067ee3e7916ff08253447ace94d5774c37acfcb80fc0f6dbcbe,3840,2160,cathal,egocentric,cathal,day4,day4/18/4,privacy_risk_enriched,reviewed
MM2_0184,day4/members/klaus/18_0284.webp,07cbbe0bf0851d899f3bcabffd09fb59ad89526e00aedbeebbf41e3e611881b8,3840,2160,klaus,egocentric,klaus,day4,day4/18/2,privacy_risk_enriched,reviewed
MM2_0185,day4/members/klaus/18_0722.webp,3fe48a47cd7a6fb22f86513f382ee05b39f646c4282c660f65ee4ffa65560d3d,3840,2160,klaus,egocentric,klaus,day4,day4/18/7,privacy_risk_enriched,reviewed
MM2_0186,day4/members/florian/18_0190.webp,a5a306262968d3636404172fce64d6b3ffc27b6f0ca737f2daa2cf5b56a79682,3840,2160,florian,egocentric,florian,day4,day4/18/1,privacy_risk_enriched,reviewed
MM2_0187,day4/members/klaus/08_0708.webp,5391e14fbf3dbd4f1cbfbdf6fe730e365c91bd7d31ed16ae7fc1b3d76658c5c3,3840,2160,klaus,egocentric,klaus,day4,day4/8/7,privacy_risk_enriched,reviewed
MM2_0188,day4/members/allie/08_0148.webp,d0615e176a3e0e9906462c8d1c9d3c1a66c513ec5e32378e21fd465df3e5ced8,3840,2160,allie,egocentric,allie,day4,day4/8/1,privacy_risk_enriched,reviewed
MM2_0189,day4/members/bao/08_0661.webp,e6b20019bd54d2c4761ab72ea0563e4b73506397189d486b39e681323589bfbc,3840,2160,bao,egocentric,bao,day4,day4/8/6,privacy_risk_enriched,reviewed
MM2_0190,day4/members/allie/08_0440.webp,aae2617d9081bd6452944121cbf8e011db57a383d99dff9b3027fd5693ffb61d,3840,2160,allie,egocentric,allie,day4,day4/8/4,privacy_risk_enriched,reviewed
MM2_0191,day4/members/klaus/09_0177.webp,63098955bf502f625f8126582dc68d6e58ddaed505adab9f4cb9387f917c359e,3840,2160,klaus,egocentric,klaus,day4,day4/9/1,privacy_risk_enriched,reviewed
MM2_0192,day4/members/werner/09_0063.webp,af0898c28c17070bff29b8fbfea085856cac1a0f5563960dfcdb6afc54f48c99,3840,2160,werner,egocentric,werner,day4,day4/9/0,privacy_risk_enriched,reviewed
MM2_0193,day4/members/bao/09_0706.webp,059c5b684579f52954dd83e27c8923fcde890a0ca5385d72d9e830229f75a9bc,3840,2160,bao,egocentric,bao,day4,day4/9/7,privacy_risk_enriched,reviewed
MM2_0194,day4/members/bjorn/09_0278.webp,6984817eac4f618d260597f1f27962664246048a8f2e364631efd569e7766b65,3840,2160,bjorn,egocentric,bjorn,day4,day4/9/2,privacy_risk_enriched,reviewed
MM2_0195,day2/members/werner/13_0638.webp,55b099ba6b53038bcd0c177bdfc4aad7c7413bcac989a258c8b0f2f80ab28eb0,3840,2160,werner,egocentric,werner,day2,day2/13/6,privacy_risk_enriched,reviewed
MM2_0196,day2/members/allie/16_0630.webp,72c98d51d8ed4a16250f4ddabb1f3f642a849e947b7bf7c01490b40c040b071d,3840,2160,allie,egocentric,allie,day2,day2/16/6,privacy_risk_enriched,reviewed
MM2_0197,day2/members/bjorn/15_0164.webp,4fb95c667e9b38b8382b73e49720ba0bebb0813667011f3246713f199f8b4c4e,3840,2160,bjorn,egocentric,bjorn,day2,day2/15/1,privacy_risk_enriched,reviewed
MM2_0198,day2/members/bjorn/15_0006.webp,d609e74493c5b5c04fe9d9a9e323859b4e2ae645498b04e31e5bd62d8fdc0397,3840,2160,bjorn,egocentric,bjorn,day2,day2/15/0,privacy_risk_enriched,reviewed
MM2_0199,day2/members/florian/15_0574.webp,2d0ece4089f18826e84f40e03009cd10374e0808a4f7dbe6495a0fac6bb1ae19,3840,2160,florian,egocentric,florian,day2,day2/15/5,privacy_risk_enriched,reviewed
MM2_0200,day2/members/werner/13_0585.webp,531c108390cf54726a81caf2afa2547f223c3b75522a5a974673cec5191c31c4,3840,2160,werner,egocentric,werner,day2,day2/13/5,privacy_risk_enriched,reviewed
MM2_0201,day2/members/onanong/16_0261.webp,a7e5948fa29ed4eb9138b76123bc28786f8fcea167cc6ba788c2b5e320164e34,3840,2160,onanong,egocentric,onanong,day2,day2/16/2,privacy_risk_enriched,reviewed
MM2_0202,day1/members/klaus/10_0156.webp,4bb7e73c0524e458416081932b67ddb3ec465124338bb14108f4142638a90960,3840,2160,klaus,egocentric,klaus,day1,day1/10/1,hard_negative,reviewed
MM2_0203,day1/members/allie/11_0283.webp,64c5e3b23053a22ee034dd38e26625b64fb9b71eda07cd9ac1cf6a659f357a65,3840,2160,allie,egocentric,allie,day1,day1/11/2,hard_negative,reviewed
MM2_0204,day1/members/tien/12_0054.webp,7c8726bf76a0dd53634fdb7fb077d6075e76b4c2216170832ac3564658c1105c,3840,2160,tien,egocentric,tien,day1,day1/12/0,hard_negative,reviewed
MM2_0205,day1/members/onanong/13_0368.webp,0d2c08718abad01bfc0d94ad1bd579587b83b547245cd5ba66cf5a9350370283,3840,2160,onanong,egocentric,onanong,day1,day1/13/3,hard_negative,reviewed
MM2_0206,day1/members/bjorn/14_0517.webp,5aafe4bc94eefbda1a4f62d30fe289f2d9941f5ce5e8723cc32f373e5547cccc,3840,2160,bjorn,egocentric,bjorn,day1,day1/14/5,hard_negative,reviewed
MM2_0207,day1/members/klaus/15_0702.webp,53690e515281b8fd3b72e99f624d6a9b922caf0976900c5291aae97423c8b32d,3840,2160,klaus,egocentric,klaus,day1,day1/15/7,hard_negative,reviewed
MM2_0208,day1/members/klaus/16_0701.webp,96a79090bcb4118bdd03efddbf84fb26a96f715bf59c322344140a0a37fdc237,3840,2160,klaus,egocentric,klaus,day1,day1/16/7,hard_negative,reviewed
MM2_0209,day1/members/cathal/17_0621.webp,73bdd8d8af10e9b3be059cc966de7c9eb0ab84160e6ba12d42411b4ff5381c00,3840,2160,cathal,egocentric,cathal,day1,day1/17/6,hard_negative,reviewed
MM2_0210,day1/members/cathal/18_0367.webp,f89027173e42ddaf66e69d267f95e19cf1b23c22e586b340dd407d72f897e2d6,3840,2160,cathal,egocentric,cathal,day1,day1/18/3,hard_negative,reviewed
MM2_0211,day1/members/werner/19_0162.webp,f40692699932d1cc12b94c57feb6e2800a5f917176db5402b8a4cced08177008,3840,2160,werner,egocentric,werner,day1,day1/19/1,hard_negative,reviewed
MM2_0212,day1/members/bjorn/20_0408.webp,362d483d651ae64c32a571894c38f5e5805fbbf4cd76eecceca47317acd094f1,3840,2160,bjorn,egocentric,bjorn,day1,day1/20/4,hard_negative,reviewed
MM2_0213,day1/members/werner/08_0091.webp,bba7d8bbdb40a0a3d2ebc6dc3636f0259edb42344d4cbdba3dddec6d197acff3,3840,2160,werner,egocentric,werner,day1,day1/8/0,hard_negative,reviewed
MM2_0214,day1/members/cathal/09_0716.webp,1922944651a61cadea2ef6794038e1ad56a787d97c04d48639b546faa181b899,3840,2160,cathal,egocentric,cathal,day1,day1/9/7,hard_negative,reviewed
MM2_0215,day2/members/tien/10_0260.webp,71574e31f60819f4f71a93107ae6817e994548e16870ae4ab7eb8cc89515119c,3840,2160,tien,egocentric,tien,day2,day2/10/2,hard_negative,reviewed
MM2_0216,day2/members/klaus/11_0708.webp,09ffbc83169300164f949ca8bbe202be2f235252e435369190c9511987afcd62,3840,2160,klaus,egocentric,klaus,day2,day2/11/7,hard_negative,reviewed
MM2_0217,day2/members/luca/12_0426.webp,59f0c9cd56fd7d7aea65e70d3b5ffb6dc084b5ab25eff99c49c79e73921530d7,3840,2160,luca,egocentric,luca,day2,day2/12/4,hard_negative,reviewed
MM2_0218,day2/members/tien/13_0711.webp,5f625921885c55c1288cc58593906d38e619d77cede5e4c2ffe0b2ab6cdcd93f,3840,2160,tien,egocentric,tien,day2,day2/13/7,hard_negative,reviewed
MM2_0219,day2/members/onanong/14_0700.webp,01660ded686f69f817a62df05f8193c6ec33bbd906a71c585f58b4d03447df78,3840,2160,onanong,egocentric,onanong,day2,day2/14/7,hard_negative,reviewed
MM2_0220,day2/members/allie/15_0719.webp,5989eb15c062f0ef01ef66a37883026dff7579a54616952d4e19b8845ebf2ac8,3840,2160,allie,egocentric,allie,day2,day2/15/7,hard_negative,reviewed
MM2_0221,day2/members/cathal/16_0705.webp,9f63998958e7ecb5072c06b086e7569b6b8314ba2e2cf7bb0be8c20f1f934159,3840,2160,cathal,egocentric,cathal,day2,day2/16/7,hard_negative,reviewed
MM2_0222,day2/members/onanong/17_0653.webp,957443e9dc503edbc09990eaa40b17c58013d13ef985298825182f3cdc39ee30,3840,2160,onanong,egocentric,onanong,day2,day2/17/6,hard_negative,reviewed
MM2_0223,day2/members/cathal/18_0581.webp,6307169c7529ae1f5d8601d9fb263868ec989ae20cd51ed032df5adf1b08740a,3840,2160,cathal,egocentric,cathal,day2,day2/18/5,hard_negative,reviewed
MM2_0224,day2/members/tien/19_0715.webp,8871f3325989fa578126c62c58ef3c21ee2989f42ec19689e35a1ba456318e18,3840,2160,tien,egocentric,tien,day2,day2/19/7,hard_negative,reviewed
MM2_0225,day2/members/florian/20_0202.webp,55f9f00306e7468b88e554174ff2c25f72e6cbcfd7a15d9366685e8ce674907c,3840,2160,florian,egocentric,florian,day2,day2/20/2,hard_negative,reviewed
MM2_0226,day2/members/werner/08_0334.webp,ce6c67a9df67738eb8bb841359d29779edde414808e8f4a373675e35bfbc38b1,3840,2160,werner,egocentric,werner,day2,day2/8/3,hard_negative,reviewed
MM2_0227,day2/members/luca/09_0121.webp,fb292ba275bd1ecbbf00ccec15c5f372a9c507b81bce357273927bde2d6d696b,3840,2160,luca,egocentric,luca,day2,day2/9/1,hard_negative,reviewed
MM2_0228,day3/members/cathal/10_0712.webp,8636d53635256ede10e7929d41cd460aca5409c5015112803994278efe08cf3b,3840,2160,cathal,egocentric,cathal,day3,day3/10/7,hard_negative,reviewed
MM2_0229,day3/members/cathal/11_0455.webp,52d969c830ee823a2fa84fa5eae705499c7075870694853e0faf7bfba3229a50,3840,2160,cathal,egocentric,cathal,day3,day3/11/4,hard_negative,reviewed
MM2_0230,day3/members/allie/12_0708.webp,c8b1cba96f44cf3449407180ce9b100e387cbe1bec36e56dfbc2e045621c5ea5,3840,2160,allie,egocentric,allie,day3,day3/12/7,hard_negative,reviewed
MM2_0231,day3/members/cathal/13_0330.webp,7d9695e4dda584bd0c87e382544df575823865eaaf065988b6a6bd14b7f71c2d,3840,2160,cathal,egocentric,cathal,day3,day3/13/3,hard_negative,reviewed
MM2_0232,day3/members/florian/14_0653.webp,aa9400aa2ffdeb30b3f5de743f714eae6a81957f6fa1b940e4c5628d3e503c83,3840,2160,florian,egocentric,florian,day3,day3/14/6,hard_negative,reviewed
MM2_0233,day3/members/allie/15_0345.webp,667f980b1a7649d369e5626d2e3eb0179e9e9339a06d3b233b2b604eb9e89324,3840,2160,allie,egocentric,allie,day3,day3/15/3,hard_negative,reviewed
MM2_0234,day3/members/florian/16_0712.webp,3ac8d461d929ab98167aedf552f3ec0010386f4858f0a2316daa3659dbaaa126,3840,2160,florian,egocentric,florian,day3,day3/16/7,hard_negative,reviewed
MM2_0235,day3/members/onanong/17_0712.webp,c398471861b45b60027d059deb577e09165f157aba1e9ff7c7d628cb80371992,3840,2160,onanong,egocentric,onanong,day3,day3/17/7,hard_negative,reviewed
MM2_0236,day3/members/cathal/18_0174.webp,b1a005f506f35e9a28690f62bd21b741f5abf9c5d59cc84d42bd0df89463d990,3840,2160,cathal,egocentric,cathal,day3,day3/18/1,hard_negative,reviewed
MM2_0237,day3/members/florian/19_0720.webp,a0c05a2ef2fdebfb74494b3502b5d2da202390011fee3cc0631eb838a1bf0de8,3840,2160,florian,egocentric,florian,day3,day3/19/7,hard_negative,reviewed
MM2_0238,day3/members/stevan/20_0722.webp,afea76394b9b3f76ca00ef85275e40421cc75ebcac1a248c4280f45756114025,3840,2160,stevan,egocentric,stevan,day3,day3/20/7,hard_negative,reviewed
MM2_0239,day3/members/luca/08_0205.webp,ed5110909b71080e4681f7bf45e8f5bd98716b998daf89ba6df9abb2f183614e,3840,2160,luca,egocentric,luca,day3,day3/8/2,hard_negative,reviewed
MM2_0240,day3/members/klaus/09_0370.webp,8fe77936ea77bc96df2df0a53b876413cdb1d371b1b0acfce96e4ceae587c79e,3840,2160,klaus,egocentric,klaus,day3,day3/9/3,hard_negative,reviewed
MM2_0241,day4/members/florian/10_0495.webp,fc957006ac21316aa06c63c23f0577b70454f164319e90a862ee581ea99e1ba3,3840,2160,florian,egocentric,florian,day4,day4/10/4,hard_negative,reviewed
MM2_0242,day4/members/cathal/11_0445.webp,f600a239fa93bda7dee46843369e420ab98f96de23a0ef18073a55f234c04379,3840,2160,cathal,egocentric,cathal,day4,day4/11/4,hard_negative,reviewed
MM2_0243,day4/members/florian/12_0627.webp,bc6e664bb7e0597a327c54596a66ef00522982c96a9ee4559d163ea081a1e49c,3840,2160,florian,egocentric,florian,day4,day4/12/6,hard_negative,reviewed
MM2_0244,day4/members/florian/13_0284.webp,0376f7dddf07a39dcf1adfec96e9022ed4edd48abda7572d1705be5e41791356,3840,2160,florian,egocentric,florian,day4,day4/13/2,hard_negative,reviewed
MM2_0245,day4/members/florian/14_0024.webp,35c3c1568b5b00a55627c863f6283d1b48a73c058216d4253f07a3df86d699da,3840,2160,florian,egocentric,florian,day4,day4/14/0,hard_negative,reviewed
MM2_0246,day4/members/stevan/15_0504.webp,dfbcff004d4f0baee8d685e00faf7b857a7da37261fab946b936158d18e4fdc4,3840,2160,stevan,egocentric,stevan,day4,day4/15/5,hard_negative,reviewed
MM2_0247,day4/members/cathal/17_0557.webp,f4eca813ec040bf098023ce03ec74e667930115ed28a83db46a81bb41aa0d60c,3840,2160,cathal,egocentric,cathal,day4,day4/17/5,hard_negative,reviewed
MM2_0248,day4/members/klaus/18_0374.webp,b200fe893b4105c71cb81a383157c93fd15c51910484bfdc232bca12b438483b,3840,2160,klaus,egocentric,klaus,day4,day4/18/3,hard_negative,reviewed
MM2_0249,day4/members/klaus/08_0259.webp,16bbafb7c3abd6047a45f4446e967f329f24b7ecf1e03ebe69e140b4bc6357f0,3840,2160,klaus,egocentric,klaus,day4,day4/8/2,hard_negative,reviewed
MM2_0250,day4/members/bao/09_0349.webp,86c82c034e7c99fafbc5bea55306e839554bddfa1ebd63f1a74c26392e8f1c87,3840,2160,bao,egocentric,bao,day4,day4/9/3,hard_negative,reviewed
