relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_id,manual_review_status,manual_face_count,review_method,reviewed_face_boxes_json,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,condition_label,category_notes,category_review_status
day2/members/klaus/16_0134.webp,16_0134.webp,webp,316378,2487435285b3975a4811d331e438f587cb766669d8f9c5f4cac09404520852d0,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,16_0134,42,day2/members/klaus/16_0134.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":1922,""y1"":0,""x2"":2295,""y2"":207}]",single_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,single_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/werner/14_0301.webp,14_0301.webp,webp,328434,f78f92f3b8cfe4ab7598d3ebbb5b283b526a978b31a67038d8b5396218d252cd,3840,2160,werner,egocentric,werner,day1,ok,valid,day1,14_0301,42,day1/members/werner/14_0301.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":168,""y1"":412,""x2"":432,""y2"":765},{""x1"":1325,""y1"":394,""x2"":1529,""y2"":642},{""x1"":3024,""y1"":435,""x2"":3161,""y2"":609},{""x1"":2207,""y1"":366,""x2"":2405,""y2"":584}]",multi_face,mixed_scale,no,pending_review,no,no,yes,high,not_assessed_in_face_review,no,multi_face|mixed_scale|low_light_or_dim|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/klaus/18_0051.webp,18_0051.webp,webp,220538,f95e2110af37a81db550dfc6fc9594ee200dbfd5c7901e828144369ffae417f4,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,18_0051,42,day3/members/klaus/18_0051.webp,yes,6,manual reviewer-app verification by the project reviewers,"[{""x1"":2675,""y1"":589,""x2"":2815,""y2"":764},{""x1"":1322,""y1"":745,""x2"":1479,""y2"":929},{""x1"":662,""y1"":913,""x2"":855,""y2"":1136},{""x1"":2032,""y1"":704,""x2"":2211,""y2"":931},{""x1"":3301,""y1"":631,""x2"":3413,""y2"":773},{""x1"":0,""y1"":1145,""x2"":163,""y2"":1448}]",multi_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/cathal/19_0058.webp,19_0058.webp,webp,278498,91195e251dab89f190c16cc0ec9ec28ccc0ac022540a2b711480025389bbefe2,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,19_0058,42,day1/members/cathal/19_0058.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":78,""y1"":518,""x2"":488,""y2"":975}]",single_face,medium,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,single_face|medium|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/tien/19_0305.webp,19_0305.webp,webp,199118,3e8057a4573fd7dd679334809bdb665d053cd07941bab9b9347ea8baeb4e3302,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,19_0305,42,day1/members/tien/19_0305.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,no_face|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/luca/08_0441.webp,08_0441.webp,webp,163616,5abf731f99ebc0a9eb80c27baa18598f76661ef3359e42c1d107c9c009dccf97,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,08_0441,42,day4/members/luca/08_0441.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,no_face|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/allie/11_0674.webp,11_0674.webp,webp,322440,4dc2e84f34e2b245bdcdbe86ecc6239613ce8fa84b288f60d93a8c1ade18bb43,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,11_0674,42,day3/members/allie/11_0674.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":2434,""y1"":261,""x2"":2756,""y2"":637},{""x1"":1575,""y1"":605,""x2"":1662,""y2"":727}]",multi_face,mixed_scale,no,,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/allie/18_0721.webp,18_0721.webp,webp,134852,15b44b3339b0aa2528946e5c559b55bdc35cd4b1b74bb886728884164a9cd87d,3840,2160,allie,egocentric,allie,day2,ok,valid,day2,18_0721,42,day2/members/allie/18_0721.webp,yes,6,manual reviewer-app verification by the project reviewers,"[{""x1"":3470,""y1"":597,""x2"":3836,""y2"":1215},{""x1"":1448,""y1"":486,""x2"":1579,""y2"":677},{""x1"":861,""y1"":452,""x2"":1126,""y2"":805},{""x1"":1598,""y1"":442,""x2"":1735,""y2"":606},{""x1"":2054,""y1"":553,""x2"":2192,""y2"":731},{""x1"":3268,""y1"":625,""x2"":3479,""y2"":976}]",multi_face,mixed_scale,yes,pending_review,no,yes,yes,low,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/florian/09_0620.webp,09_0620.webp,webp,318292,5e19ad09eaa1ceb1b3e478b963ec740eb043ed5a25b1445918193f86674714ef,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,09_0620,42,day1/members/florian/09_0620.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/klaus/13_0029.webp,13_0029.webp,webp,323578,7fac7f40f19db9a2c721a060ac376362e810d5bad1650da37e9c6e7f3da64d1f,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,13_0029,42,day2/members/klaus/13_0029.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":2921,""y1"":123,""x2"":3096,""y2"":366},{""x1"":3339,""y1"":357,""x2"":3648,""y2"":840}]",multi_face,medium,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|medium|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/bjorn/09_0277.webp,09_0277.webp,webp,302738,3752887df84a9b040fe4f90601af87a3966338cb5a1f488d91d9e6c0ba34e45b,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,09_0277,42,day1/members/bjorn/09_0277.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":1585,""y1"":641,""x2"":1823,""y2"":930},{""x1"":563,""y1"":765,""x2"":898,""y2"":1165},{""x1"":2234,""y1"":512,""x2"":2358,""y2"":647},{""x1"":3179,""y1"":430,""x2"":3291,""y2"":567},{""x1"":3765,""y1"":403,""x2"":3836,""y2"":551}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/bjorn/17_0553.webp,17_0553.webp,webp,137388,d050b528eaa940b0b8b6158eb2c19fd0c89a60933459d3ac2f42db6a89057dca,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,17_0553,42,day1/members/bjorn/17_0553.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":1656,""y1"":662,""x2"":1816,""y2"":855},{""x1"":2503,""y1"":525,""x2"":2659,""y2"":713},{""x1"":3091,""y1"":327,""x2"":3223,""y2"":496},{""x1"":488,""y1"":842,""x2"":694,""y2"":1072},{""x1"":162,""y1"":1005,""x2"":612,""y2"":1374}]",multi_face,mixed_scale,no,pending_review,no,yes,yes,low,not_assessed_in_face_review,no,multi_face|mixed_scale|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/allie/18_0187.webp,18_0187.webp,webp,274968,081480a13df484a2259fb728ee01ef5cd70d6759062d2b8abd3e4c93a835e4d6,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,18_0187,42,day3/members/allie/18_0187.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":644,""y1"":949,""x2"":810,""y2"":1125},{""x1"":1164,""y1"":565,""x2"":1299,""y2"":701},{""x1"":1656,""y1"":178,""x2"":1838,""y2"":354},{""x1"":9,""y1"":1341,""x2"":210,""y2"":1773}]",multi_face,mixed_scale,yes,pending_review,yes,no,yes,medium,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|downward_egocentric|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/klaus/16_0621.webp,16_0621.webp,webp,198466,ebc8843e593c9cb752aa67885a7ae9ce5c2c4d0ca460ddafa2bc39821baf194b,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,16_0621,42,day1/members/klaus/16_0621.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":1831,""y1"":529,""x2"":2182,""y2"":1129}]",single_face,large,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,single_face|large|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/luca/18_0326.webp,18_0326.webp,webp,214122,853175d8492542438a17a5e7f03a792ee6de3ad584cda7b9509aed40afd2eb1d,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,18_0326,42,day2/members/luca/18_0326.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/onanong/12_0039.webp,12_0039.webp,webp,256056,25abdc15a292d3847893899d5562539d3aa45ec8201774db0fbe94beb7e16f21,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,12_0039,42,day4/members/onanong/12_0039.webp,yes,7,manual reviewer-app verification by the project reviewers,"[{""x1"":3368,""y1"":53,""x2"":3611,""y2"":351},{""x1"":1453,""y1"":148,""x2"":1596,""y2"":333},{""x1"":3091,""y1"":91,""x2"":3237,""y2"":288},{""x1"":2826,""y1"":22,""x2"":2944,""y2"":176},{""x1"":2123,""y1"":112,""x2"":2222,""y2"":223},{""x1"":1086,""y1"":453,""x2"":1241,""y2"":643},{""x1"":2524,""y1"":0,""x2"":2633,""y2"":110}]",multi_face,mixed_scale,yes,pending_review,no,no,yes,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|low_light_or_dim|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/onanong/10_0245.webp,10_0245.webp,webp,195928,5511c1e0262f4ed09c458ae5406cc1e6632cc4d9340ea1d74cd198ce8716f276,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,10_0245,42,day1/members/onanong/10_0245.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":3428,""y1"":1159,""x2"":3523,""y2"":1299},{""x1"":2404,""y1"":894,""x2"":2485,""y2"":985},{""x1"":3042,""y1"":1058,""x2"":3128,""y2"":1179},{""x1"":0,""y1"":1084,""x2"":88,""y2"":1269},{""x1"":399,""y1"":539,""x2"":427,""y2"":574}]",multi_face,mixed_scale,yes,pending_review,no,no,no,low,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/werner/17_0525.webp,17_0525.webp,webp,177242,5a24001a401b7285878fdf548bc427abe2e2d42834f482558891dc9844e87f74,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,17_0525,42,day2/members/werner/17_0525.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,,no,no,no,medium,not_assessed_in_face_review,no,no_face|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/allie/13_0338.webp,13_0338.webp,webp,314486,25eaec59ae7b0f46bbaee8880d4787200d7d763229789b73d9ea08520e079304,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,13_0338,42,day3/members/allie/13_0338.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/bjorn/10_0697.webp,10_0697.webp,webp,150088,842473a144132313f2658d46c7b6bbedd28b7da40fbc074d1ab23e4e3a32fb28,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,10_0697,42,day1/members/bjorn/10_0697.webp,yes,8,manual reviewer-app verification by the project reviewers,"[{""x1"":1735,""y1"":921,""x2"":1805,""y2"":1007},{""x1"":2440,""y1"":825,""x2"":2509,""y2"":905},{""x1"":2117,""y1"":852,""x2"":2176,""y2"":929},{""x1"":2845,""y1"":1084,""x2"":3027,""y2"":1387},{""x1"":0,""y1"":1637,""x2"":160,""y2"":2086},{""x1"":3114,""y1"":666,""x2"":3222,""y2"":791},{""x1"":1404,""y1"":1518,""x2"":1714,""y2"":1911},{""x1"":2976,""y1"":609,""x2"":3087,""y2"":756}]",multi_face,mixed_scale,yes,pending_review,yes,yes,no,low,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/onanong/14_0617.webp,14_0617.webp,webp,610144,fbfcf098b5b9f7afcc2c4a5774c3156f3f35b67cad5210a2977649fbfa3c5fca,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,14_0617,42,day2/members/onanong/14_0617.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":3178,""y1"":657,""x2"":3840,""y2"":1598}]",single_face,large,yes,pending_review,no,no,yes,low,not_assessed_in_face_review,no,single_face|large|edge_or_partial|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/werner/17_0607.webp,17_0607.webp,webp,276226,4febd5520ee1b423a914aebbf30d3ff34145530972fa007148a202fec87056fb,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,17_0607,42,day2/members/werner/17_0607.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":722,""y1"":762,""x2"":955,""y2"":1016},{""x1"":2183,""y1"":856,""x2"":2517,""y2"":1094}]",multi_face,small,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|small|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/bjorn/12_0576.webp,12_0576.webp,webp,216694,680895b210419a1502d37782a30596a1275d5e5c786afd07c158bf5d5953fca4,3840,2160,bjorn,egocentric,bjorn,day4,ok,valid,day4,12_0576,42,day4/members/bjorn/12_0576.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":2003,""y1"":548,""x2"":2103,""y2"":662},{""x1"":1696,""y1"":680,""x2"":1777,""y2"":772},{""x1"":998,""y1"":928,""x2"":1164,""y2"":1190},{""x1"":2314,""y1"":609,""x2"":2420,""y2"":717},{""x1"":2961,""y1"":613,""x2"":3098,""y2"":763}]",multi_face,small,no,pending_review,no,no,yes,medium,not_assessed_in_face_review,no,multi_face|small|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/allie/12_0329.webp,12_0329.webp,webp,212454,c683fdd0e42bbc69a82fca7b3dd4aab6ee5ae8c70c47c8070024eb2308bdcd58,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,12_0329,42,day1/members/allie/12_0329.webp,yes,3,manual reviewer-app verification by the project reviewers,"[{""x1"":1139,""y1"":821,""x2"":1342,""y2"":1068},{""x1"":2836,""y1"":479,""x2"":3220,""y2"":1007},{""x1"":0,""y1"":796,""x2"":155,""y2"":1087}]",multi_face,medium,yes,pending_review,no,no,yes,high,not_assessed_in_face_review,no,multi_face|medium|edge_or_partial|low_light_or_dim|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/tien/11_0410.webp,11_0410.webp,webp,252482,e192f4bf2b0e650fefe8e2d22265ea17615938e22a0ef37201814deceedb78d4,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,11_0410,42,day1/members/tien/11_0410.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":1551,""y1"":502,""x2"":1636,""y2"":568},{""x1"":93,""y1"":734,""x2"":702,""y2"":1383}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/florian/09_0271.webp,09_0271.webp,webp,328240,2d2f69449e85ca301652aad53814c362263f41fcda4275a77d0f492b87ff10c1,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,09_0271,42,day1/members/florian/09_0271.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":390,""y1"":447,""x2"":540,""y2"":622},{""x1"":3255,""y1"":91,""x2"":3440,""y2"":309},{""x1"":1192,""y1"":246,""x2"":1330,""y2"":409},{""x1"":0,""y1"":1037,""x2"":221,""y2"":1620}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/bjorn/20_0242.webp,20_0242.webp,webp,166494,c2b3821e5da405a2d933c2a235e077aea73bfc8dd7c0c98b4181b399e64ab8c1,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,20_0242,42,day1/members/bjorn/20_0242.webp,yes,3,manual reviewer-app verification by the project reviewers,"[{""x1"":2860,""y1"":310,""x2"":3166,""y2"":677},{""x1"":1596,""y1"":646,""x2"":1789,""y2"":920},{""x1"":1360,""y1"":981,""x2"":1445,""y2"":1065}]",multi_face,mixed_scale,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,multi_face|mixed_scale|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/luca/15_0276.webp,15_0276.webp,webp,178796,e53e7532941bab739e2b3d1fe0de921920b1b0ded91e61f69b44941979056f06,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,15_0276,42,day4/members/luca/15_0276.webp,yes,3,manual reviewer-app verification by the project reviewers,"[{""x1"":1512,""y1"":1237,""x2"":1550,""y2"":1282},{""x1"":1314,""y1"":1201,""x2"":1434,""y2"":1336},{""x1"":1807,""y1"":1427,""x2"":1866,""y2"":1493}]",multi_face,very_small_or_distant,no,pending_review,yes,no,no,low,not_assessed_in_face_review,no,multi_face|very_small_or_distant|downward_egocentric|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/onanong/17_0146.webp,17_0146.webp,webp,358728,d30c3b8d89d2c8ec1c3d80ee8572d6d32162265f45b82c71a7ce02f931caefc7,3840,2160,onanong,egocentric,onanong,day3,ok,valid,day3,17_0146,42,day3/members/onanong/17_0146.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":838,""y1"":348,""x2"":975,""y2"":536}]",single_face,small,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,single_face|small|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/allie/19_0096.webp,19_0096.webp,webp,89352,9ae6be3998e736dd6f75ea517cb478d67b9a56f276d5c884df16848bf726e7be,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,19_0096,42,day1/members/allie/19_0096.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,,no,yes,no,low,not_assessed_in_face_review,no,no_face|motion_blur_or_low_sharpness|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/luca/16_0111.webp,16_0111.webp,webp,462304,4cf9099ef43489c7ab6de1b6f7bf5b68b587db4e91fc4b07a00d09bc3c9160cf,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,16_0111,42,day2/members/luca/16_0111.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":649,""y1"":0,""x2"":861,""y2"":186},{""x1"":1336,""y1"":1148,""x2"":1378,""y2"":1203}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/allie/08_0010.webp,08_0010.webp,webp,200240,9f3ce3dce708f4798f4cbb2d2c30e8d99719ce77c56b057e945d86f4b74be3c5,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,08_0010,42,day4/members/allie/08_0010.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":2363,""y1"":0,""x2"":2900,""y2"":376}]",single_face,medium,yes,pending_review,no,no,no,medium,not_assessed_in_face_review,no,single_face|medium|edge_or_partial|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/klaus/18_0150.webp,18_0150.webp,webp,167882,5d17404e2290cced41966912f985dc8c95e168d40f83c06f430a0d773e1ef609,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,18_0150,42,day1/members/klaus/18_0150.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":1861,""y1"":453,""x2"":1987,""y2"":586},{""x1"":1043,""y1"":308,""x2"":1191,""y2"":478},{""x1"":2550,""y1"":578,""x2"":2693,""y2"":755},{""x1"":3113,""y1"":762,""x2"":3326,""y2"":1028},{""x1"":481,""y1"":377,""x2"":601,""y2"":602}]",multi_face,small,no,pending_review,no,yes,yes,medium,not_assessed_in_face_review,no,multi_face|small|motion_blur_or_low_sharpness|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/tien/10_0496.webp,10_0496.webp,webp,197302,3e7d07e0fa80ec1ea9f17e7df50148b56457ee7aafeba859d9c67af052b87094,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,10_0496,42,day1/members/tien/10_0496.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":2058,""y1"":1225,""x2"":2160,""y2"":1355},{""x1"":2897,""y1"":1334,""x2"":3001,""y2"":1492},{""x1"":0,""y1"":1752,""x2"":113,""y2"":1876},{""x1"":3500,""y1"":1386,""x2"":3636,""y2"":1606}]",multi_face,small,yes,pending_review,yes,no,no,medium,not_assessed_in_face_review,no,multi_face|small|edge_or_partial|downward_egocentric|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/florian/16_0639.webp,16_0639.webp,webp,211540,e89b26a9fe173228383a9e26d9a866c9626c5d85499ed78054eafccdb5e211cc,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,16_0639,42,day3/members/florian/16_0639.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,no_face|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/bjorn/08_0033.webp,08_0033.webp,webp,183456,4df9d9dbbfec3951911296c4598a587ef26bd0ae1c2600ed5f958261ad13a0f3,3840,2160,bjorn,egocentric,bjorn,day4,ok,valid,day4,08_0033,42,day4/members/bjorn/08_0033.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,no_face|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/cathal/10_0657.webp,10_0657.webp,webp,185730,6b3dad42ce8dcbd6dbfc6b14841badab21fee177cd45be954adcf8eb77239f99,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,10_0657,42,day1/members/cathal/10_0657.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":1127,""y1"":1057,""x2"":1245,""y2"":1189},{""x1"":3434,""y1"":337,""x2"":3553,""y2"":478},{""x1"":673,""y1"":956,""x2"":779,""y2"":1078},{""x1"":144,""y1"":1222,""x2"":292,""y2"":1407},{""x1"":621,""y1"":1117,""x2"":752,""y2"":1278}]",multi_face,small,no,pending_review,no,no,yes,low,not_assessed_in_face_review,no,multi_face|small|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/cathal/09_0688.webp,09_0688.webp,webp,295148,cc4ab1fa25ba68b5ced6ca618f313714c479f4bdf8a793ed86f21f1c4254d526,3840,2160,cathal,egocentric,cathal,day4,ok,valid,day4,09_0688,42,day4/members/cathal/09_0688.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":934,""y1"":1375,""x2"":1095,""y2"":1551},{""x1"":2578,""y1"":588,""x2"":2735,""y2"":740}]",multi_face,small,no,pending_review,yes,no,no,high,not_assessed_in_face_review,no,multi_face|small|downward_egocentric|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
