relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,view_type,participant_id,day_or_session_id,read_status,integrity_status,timestamp_id,camera_stream_id,day_id,blur_score,webp_blockiness_score,face_count,largest_face_size_px,min_face_size_px,occlusion_ratio_value,screen_score,text_score,small_face_flag,motion_blur_flag,extreme_pose_flag,downward_view_flag,visible_screen_flag,visible_text_flag,multiple_faces_flag,no_face_flag,blur_level,face_size,occlusion_ratio,webp_artefact_severity,condition_matches,face_priority_score,dominant_face_confidence,candidate_score,target_condition,label_source,label_confidence,reviewed_condition_label,official_use,challenge_condition,gold_overlap,gold_label_match,condition_label,selection_seed
day1/members/klaus/11_0035.webp,11_0035.webp,webp,149890,ac9bf9a3acd0d0efa75a890212fa88789dbec8889fbc3212598206c55bc87ed1,3840,2160,egocentric,klaus,day1,ok,valid,11_0035,klaus,day1,978.3476210647812,109.23151276276278,1,37.28,37.28,0.0,0.175,2.0,False,True,True,False,True,False,False,False,low,medium,low,low,"['motion_blur', 'extreme_pose', 'visible_screen']",0.0,0.923,-953.3476210647812,motion_blur,condition_specific_proxy,0.435,,,False,False,False,motion_blur,42
day1/members/cathal/19_0537.webp,19_0537.webp,webp,123722,44367db4098e76359922d2a88e386405cdcb7b126cd97dac6a40d04544ee3efd,3840,2160,egocentric,cathal,day1,ok,valid,19_0537,cathal,day1,1134.4027768475055,107.51068255755756,1,117.36,117.36,0.25,0.1517,3.0,False,True,True,True,True,False,False,False,low,large,medium,low,"['motion_blur', 'extreme_pose', 'downward_view', 'visible_screen']",0.0,0.996,-1109.4027768475055,motion_blur,condition_specific_proxy,0.739,,,False,False,False,motion_blur,42
day3/members/klaus/13_0311.webp,13_0311.webp,webp,429520,332732b8fdf08becbc352577995bf2e5a11890e82f8ad4f0fcb36bfa4404b681,3840,2160,egocentric,klaus,day3,ok,valid,13_0311,klaus,day3,1060.236352793492,111.7606288580247,4,31.21,22.24,0.0,0.0,9.0,True,True,False,False,False,False,True,False,low,medium,low,medium,"['small_face', 'motion_blur', 'multiple_faces']",0.0,0.977,-960.236352793492,motion_blur,condition_specific_proxy,0.457,,,False,False,False,motion_blur,42
day3/members/luca/12_0100.webp,12_0100.webp,webp,191690,39a5abb9b1d849a9f060b37a34b24cdbc8ed74dc56dfffcf6f70426c06d41753,3840,2160,egocentric,luca,day3,ok,valid,12_0100,luca,day3,1015.2778757819495,110.71946946946947,2,54.06,31.13,0.0,0.0,7.0,False,True,True,False,False,False,True,False,low,medium,low,medium,"['motion_blur', 'extreme_pose', 'multiple_faces']",0.0,0.899,-965.2778757819495,motion_blur,condition_specific_proxy,0.5,,,False,False,False,motion_blur,42
day3/members/stevan/18_0328.webp,18_0328.webp,webp,178940,4784ccd435bb3ca4e69c891ae9d161bdf16b8fd4d1519cbef42e56db8c96d45b,3840,2160,egocentric,stevan,day3,ok,valid,18_0328,stevan,day3,1295.249173388069,104.31345407907908,6,23.77,15.02,0.0,0.0,2.0,True,True,True,True,False,False,True,False,low,small,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.991,-1145.249173388069,motion_blur,condition_specific_proxy,0.804,,,False,False,False,motion_blur,42
day3/fixed/reading/16_0173.webp,16_0173.webp,webp,180670,964005cd7c78a1f2378310e1ed467a3429d6ae3044d90e6e41d5ab25516dbbec,3840,2160,exocentric,none,day3,ok,valid,16_0173,reading,day3,1079.4980420166537,111.66597847847848,1,73.0,73.0,0.0,0.1283,8.0,False,True,False,False,True,False,False,False,high,medium,low,medium,"['motion_blur', 'visible_screen']",,,-1054.4980420166537,motion_blur,condition_specific_proxy,0.571,,,,,,motion_blur,42
day3/members/luca/20_0330.webp,20_0330.webp,webp,172722,cb9a28b436fccae6a3f57dbeb625c3034f0a546e2bf59b27032d2c07ae96a988,3840,2160,egocentric,luca,day3,ok,valid,20_0330,luca,day3,895.5252833436891,108.5411036036036,1,73.0,73.0,0.0,0.0,3.0,False,True,False,False,False,False,False,False,high,medium,low,low,['motion_blur'],,,-870.5252833436891,motion_blur,condition_specific_proxy,0.429,,,,,,motion_blur,42
day4/fixed/kitchen/08_0090.webp,08_0090.webp,webp,262166,d15ba36ff8779ca9a14edd58fa0cf8b87ac2a9f7677838b5efb5aec73b9af421,3840,2160,exocentric,none,day4,ok,valid,08_0090,kitchen,day4,2937.165754718545,123.30630630630633,1,17.43,17.43,0.0,0.14,4.0,True,False,True,False,True,False,False,False,high,small,low,high,"['small_face', 'extreme_pose', 'visible_screen']",22.43,0.998,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day4/fixed/meeting/14_0525.webp,14_0525.webp,webp,268752,397f53d0f070309234ac130a1e4ee24d8d2db6ce4798dcda65a7304252bd09c9,3840,2160,exocentric,none,day4,ok,valid,14_0525,meeting,day4,2081.330169877743,111.147632007007,1,33.37,33.37,0.0,0.105,5.0,False,False,True,True,True,False,False,False,medium,medium,low,medium,"['extreme_pose', 'downward_view', 'visible_screen']",38.37,0.973,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day3/members/florian/13_0401.webp,13_0401.webp,webp,299368,c63664d05c49483bedcde25eaa03e0aaba1889b98b678632e0a853b7170ccf54,3840,2160,egocentric,florian,day3,ok,valid,13_0401,florian,day3,2376.0320570203994,124.76628190690693,4,46.58,32.62,0.0,0.0,4.0,False,False,True,True,False,False,True,False,high,medium,low,high,"['extreme_pose', 'downward_view', 'multiple_faces']",66.58,1.0,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day4/members/onanong/11_0003.webp,11_0003.webp,webp,257048,7650c46348b0d497e434b7fcd37a1b3a7a1ebb99b2fd99fb41efe643be3f4077,3840,2160,egocentric,onanong,day4,ok,valid,11_0003,onanong,day4,2237.977810767089,117.6240772022022,5,57.15,15.3,0.25,0.0,4.0,False,False,True,False,False,False,True,False,high,medium,medium,high,"['extreme_pose', 'multiple_faces']",82.15,0.903,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day2/fixed/living1/09_0101.webp,09_0101.webp,webp,281338,16ee65fba89d568a1b6d6d5fa2ad8f19cd4447dd1c24200c19e1d5424f282702,3840,2160,exocentric,none,day2,ok,valid,09_0101,living1,day2,2467.929598061309,113.16912224724724,1,16.96,16.96,0.0,0.28,1.0,True,False,True,True,True,False,False,False,high,small,low,medium,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen']",21.96,0.758,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/fixed/kitchen/17_0500.webp,17_0500.webp,webp,234900,15556a6e250123abacd0f8a520ef2e42679bcac72153dda4962a90197451c172,3840,2160,exocentric,none,day1,ok,valid,17_0500,kitchen,day1,2319.317692590803,117.6307713963964,1,14.57,14.57,0.0,0.0,2.0,True,False,True,False,False,False,False,False,high,small,low,high,"['small_face', 'extreme_pose']",19.57,0.999,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/members/florian/19_0460.webp,19_0460.webp,webp,277818,79427b0bbf7b03c8b72dba140d5ae51c014a6a2e391b435a64019747335269a8,3840,2160,egocentric,florian,day1,ok,valid,19_0460,florian,day1,2746.8708631913487,121.02576013513512,6,45.66,16.21,0.25,0.0,4.0,False,False,True,False,False,False,True,False,high,medium,medium,high,"['extreme_pose', 'multiple_faces']",75.66,1.0,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day3/members/onanong/17_0437.webp,17_0437.webp,webp,257520,eb4eb870ac98b1b0f4b7ee3ec54b0b8c66319e4a6d8de3a9b2b358f1ac1b8aae,3840,2160,egocentric,onanong,day3,ok,valid,17_0437,onanong,day3,2809.051150454088,119.42386136136136,4,45.35,26.26,0.0,0.28,7.0,False,False,True,True,True,False,True,False,high,medium,low,high,"['extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",65.35,0.99,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day3/fixed/kitchen/09_0191.webp,09_0191.webp,webp,248580,eb870d418808b8eb221d35b7712d2d6b0e2c85275fc9ede47e022dad471209c1,3840,2160,exocentric,none,day3,ok,valid,09_0191,kitchen,day3,2472.4198414622747,114.03905467967968,1,16.78,16.78,0.0,0.14,6.0,True,False,True,False,True,False,False,False,high,small,low,medium,"['small_face', 'extreme_pose', 'visible_screen']",21.78,0.997,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day4/members/allie/08_0024.webp,08_0024.webp,webp,145246,6ed73baa3494ab42e8cf94cfdd903feff7c39a91624ab0d436a0463fecd09cf5,3840,2160,egocentric,allie,day4,ok,valid,08_0024,allie,day4,1491.5927848217054,107.98855105105103,1,37.5,37.5,0.0,0.14,6.0,False,False,True,False,True,False,False,False,low,medium,low,low,"['extreme_pose', 'visible_screen']",42.5,0.997,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day2/members/florian/14_0095.webp,14_0095.webp,webp,241024,e1ace68e279f0a2b5cdbc21481f57b239b49bb65c063194356c4289a93a39e0b,3840,2160,egocentric,florian,day2,ok,valid,14_0095,florian,day2,2288.5544622997163,116.97211273773776,3,44.07,19.8,0.25,0.0,3.0,False,False,True,False,False,False,True,False,high,medium,medium,high,"['extreme_pose', 'multiple_faces']",59.07,1.0,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day3/fixed/living1/19_0299.webp,19_0299.webp,webp,301030,29ad2745b695639598c67ee0512472f58b1f5a17c5fd33db69f2aed938a923fe,3840,2160,exocentric,none,day3,ok,valid,19_0299,living1,day3,3012.132554570416,118.05912162162164,1,44.58,44.58,0.25,0.2683,4.0,False,False,True,True,True,False,False,False,high,medium,medium,high,"['extreme_pose', 'downward_view', 'visible_screen']",49.58,0.884,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day2/members/tien/11_0632.webp,11_0632.webp,webp,214310,9ea03f07f75e8ec2d387f49fa2ea22aec398db440829d2279fbdadee02f3ae60,3840,2160,egocentric,tien,day2,ok,valid,11_0632,tien,day2,1548.859252613395,115.6565628128128,1,61.69,61.69,0.0,0.07,3.0,False,False,True,False,False,False,False,False,low,medium,low,high,['extreme_pose'],66.69,0.991,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/members/onanong/14_0233.webp,14_0233.webp,webp,273548,7d0b10253007ac42f3896e1fdf84cf01bb3d7ab49e6290ef48cf2b999618897d,3840,2160,egocentric,onanong,day1,ok,valid,14_0233,onanong,day1,2504.5333822744865,113.9975287787788,4,36.58,20.59,0.25,0.0,0.0,False,False,True,False,False,False,True,False,high,medium,medium,medium,"['extreme_pose', 'multiple_faces']",56.58,0.997,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day1/members/luca/09_0244.webp,09_0244.webp,webp,268270,4eade19d89d77f238cbfad14d4691b248743b79df9427846933b4e90c83e461c,3840,2160,egocentric,luca,day1,ok,valid,09_0244,luca,day1,1906.3347595428809,118.29831393893896,5,42.86,17.51,0.25,0.0,3.0,False,False,True,True,False,False,True,False,medium,medium,medium,high,"['extreme_pose', 'downward_view', 'multiple_faces']",67.86,0.998,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day2/fixed/kitchen/19_0045.webp,19_0045.webp,webp,249362,22d948d2361b930a2b06aa7504eaf3d489fa8d0e7ee1eea3bbb28a91f8c4488e,3840,2160,exocentric,none,day2,ok,valid,19_0045,kitchen,day2,2401.262627291,114.08361486486488,2,17.69,10.18,0.0,0.1517,5.0,True,False,True,False,True,False,True,False,high,small,low,medium,"['small_face', 'extreme_pose', 'visible_screen', 'multiple_faces']",27.69,1.0,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day2/members/cathal/14_0169.webp,14_0169.webp,webp,223872,68203bec9489e93fa5b514506d6e84733cf411273bf62a0ae2756b08dc533d58,3840,2160,egocentric,cathal,day2,ok,valid,14_0169,cathal,day2,2133.720095506112,113.79285535535536,4,32.19,15.43,0.0,0.2917,7.0,False,False,True,False,True,False,True,False,medium,medium,low,medium,"['extreme_pose', 'visible_screen', 'multiple_faces']",52.19,0.996,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/members/bjorn/12_0456.webp,12_0456.webp,webp,277276,d9e4c55882eef9eba601a1f75b8385a7ab7966880125fa1442153456fd835487,3840,2160,egocentric,bjorn,day1,ok,valid,12_0456,bjorn,day1,2150.722348729933,115.8054147897898,3,59.51,31.58,0.0,0.28,4.0,False,False,True,False,True,False,True,False,medium,medium,low,high,"['extreme_pose', 'visible_screen', 'multiple_faces']",74.50999999999999,0.997,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day4/fixed/meeting/16_0571.webp,16_0571.webp,webp,254920,aa1321577d29c26fb7bce82c67e37431a76722bfd361a5d26b4206190e60bce7,3840,2160,exocentric,none,day4,ok,valid,16_0571,meeting,day4,1820.0842915508665,109.05921546546546,1,31.25,31.25,0.0,0.0817,3.0,True,False,True,True,False,False,False,False,medium,medium,low,low,"['small_face', 'extreme_pose', 'downward_view']",36.25,0.897,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day2/fixed/living2/14_0530.webp,14_0530.webp,webp,346274,53ed988eb4b545ee5fb6eeb2b3ee20aa555140041b27dfbc3b257cae62c66605,3840,2160,exocentric,none,day2,ok,valid,14_0530,living2,day2,2590.407114480985,107.79615553053054,1,9.2,9.2,0.0,0.245,4.0,True,False,True,False,True,False,False,False,high,small,low,low,"['small_face', 'extreme_pose', 'visible_screen']",14.2,0.994,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day2/members/werner/19_0134.webp,19_0134.webp,webp,181410,46df0f011a36a8f3ab2c97a53f0bbf254d7fb202fc25c4c90ac95c9890b2bec8,3840,2160,egocentric,werner,day2,ok,valid,19_0134,werner,day2,1528.554207916795,107.30482044544544,1,33.04,33.04,0.0,0.0,2.0,False,False,True,False,False,False,False,False,low,medium,low,low,['extreme_pose'],38.04,1.0,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day4/members/florian/10_0165.webp,10_0165.webp,webp,241368,9d70c2c703cd5915ddc0e41c120b659f85dac004a601aa561dd185ba3ffc077a,3840,2160,egocentric,florian,day4,ok,valid,10_0165,florian,day4,2326.2124415058825,113.93097785285286,1,23.87,23.87,0.25,0.14,4.0,True,False,True,False,True,False,False,False,high,small,medium,medium,"['small_face', 'extreme_pose', 'visible_screen']",28.87,0.798,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day2/members/tien/18_0606.webp,18_0606.webp,webp,164206,daea581545a03f3301a6c328f33acb70a8e692ab00578682e0b2b8bc560c43e4,3840,2160,egocentric,tien,day2,ok,valid,18_0606,tien,day2,1814.2577165307985,112.38017705205206,2,17.98,17.04,0.0,0.1517,4.0,True,False,True,True,True,False,True,False,medium,small,low,medium,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",27.98,1.0,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day2/members/onanong/11_0267.webp,11_0267.webp,webp,332890,99f7db0d703166262e6f56158349f0b41755c4a1149311b1fa640c72338a4736,3840,2160,egocentric,onanong,day2,ok,valid,11_0267,onanong,day2,2282.7231055691263,120.16838713713712,7,31.33,14.74,0.0,0.0,1.0,True,False,True,False,False,False,True,False,high,medium,low,high,"['small_face', 'extreme_pose', 'multiple_faces']",66.33,0.96,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/members/allie/18_0323.webp,18_0323.webp,webp,168174,6ff0ee8fdc4e89adab7d9ca8fc06b90b90f513a06597df0bd8f9d149d6c5b583,3840,2160,egocentric,allie,day1,ok,valid,18_0323,allie,day1,1791.3890527074902,102.20005943443444,5,76.56,23.76,0.25,0.1983,2.0,False,False,True,False,True,False,True,False,medium,medium,medium,low,"['extreme_pose', 'visible_screen', 'multiple_faces']",101.56,0.874,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day3/fixed/living2/13_0337.webp,13_0337.webp,webp,485230,be8bf6cf1e7402c29e6cbe8f87a8a07ab7a70c8553f414ef8dce79fc25e96b4d,3840,2160,exocentric,none,day3,ok,valid,13_0337,living2,day3,3025.0899223300894,107.74613676176176,1,162.78,162.78,0.25,0.0,4.0,False,False,True,True,False,False,False,False,high,large,medium,low,"['extreme_pose', 'downward_view']",167.78,0.778,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day4/fixed/kitchen/10_0544.webp,10_0544.webp,webp,231126,92bfb5315a5d15742b81372b104e2c074957e4eb74be0f966b2376279f0791c5,3840,2160,exocentric,none,day4,ok,valid,10_0544,kitchen,day4,2539.976871422452,118.1618337087087,1,19.31,19.31,0.0,0.1283,7.0,True,False,True,False,True,False,False,False,high,small,low,high,"['small_face', 'extreme_pose', 'visible_screen']",24.31,0.779,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/fixed/living1/20_0322.webp,20_0322.webp,webp,277568,3a5c6a87f315d860f65f18f5a8f93e51909a679d8b1a49213a0a350d21b4990b,3840,2160,exocentric,none,day1,ok,valid,20_0322,living1,day1,2899.001695902424,122.3895145145145,1,24.49,24.49,0.0,0.2217,4.0,True,False,True,True,True,False,False,False,high,small,low,high,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen']",29.49,0.792,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day1/members/klaus/14_0376.webp,14_0376.webp,webp,292778,11151707d3d0244340fa2397f459c8d0e1a902e89a701539152e69880e83362d,3840,2160,egocentric,klaus,day1,ok,valid,14_0376,klaus,day1,2427.3628605041827,113.59678428428428,7,50.37,15.17,0.25,0.28,6.0,False,False,True,False,True,False,True,False,high,medium,medium,medium,"['extreme_pose', 'visible_screen', 'multiple_faces']",85.37,0.999,1002.5,extreme_pose,mtcnn_refined_proxy,0.667,,,False,False,False,extreme_pose,42
day4/fixed/meeting/14_0238.webp,14_0238.webp,webp,262544,11758f4cb3bf813612e18b77c5616b2a9223d2723f8d406e6a649a25e2db54ac,3840,2160,exocentric,none,day4,ok,valid,14_0238,meeting,day4,2052.5945067205835,110.938892017017,1,36.43,36.43,0.0,0.0933,5.0,False,False,True,True,False,False,False,False,medium,medium,low,medium,"['extreme_pose', 'downward_view']",41.43,0.815,1000.0,extreme_pose,mtcnn_refined_proxy,1.0,,,False,False,False,extreme_pose,42
day3/members/florian/19_0104.webp,19_0104.webp,webp,320496,65098589c92fb1c7eb02c389a109dc6d2829188bd278a25871c04313f17eaf64,3840,2160,egocentric,florian,day3,ok,valid,19_0104,florian,day3,2777.6245515134674,117.93430930930931,1,34.71,34.71,0.0,0.0,3.0,False,False,False,True,False,False,False,False,high,medium,low,high,['downward_view'],39.71,0.809,1003.471,downward_view,mtcnn_refined_proxy,0.494,,,False,False,False,downward_view,42
day4/members/bao/13_0166.webp,13_0166.webp,webp,246586,3e909517e9550788b6fe5ac4e61e031481ca2e5cdb7ed2f7967def0fb316f481,3840,2160,egocentric,bao,day4,ok,valid,13_0166,bao,day4,1974.1980439278973,113.91696383883884,5,55.6,20.69,0.25,0.0,4.0,False,False,False,True,False,False,True,False,medium,medium,medium,medium,"['downward_view', 'multiple_faces']",80.6,0.969,1005.56,downward_view,mtcnn_refined_proxy,0.169,,,False,False,False,downward_view,42
day3/members/tien/08_0653.webp,08_0653.webp,webp,193344,638424aadebcb6c0f2eae155ca70a110e18e0c663ae62b2795f4d8e51b11ffea,3840,2160,egocentric,tien,day3,ok,valid,08_0653,tien,day3,1440.0051915791316,114.20884947447443,2,27.5,23.66,0.0,0.0,5.0,True,False,True,True,False,False,True,False,low,small,low,medium,"['small_face', 'extreme_pose', 'downward_view', 'multiple_faces']",37.5,0.996,1002.75,downward_view,mtcnn_refined_proxy,0.807,,,False,False,False,downward_view,42
day4/fixed/meeting/12_0612.webp,12_0612.webp,webp,268666,1521513da7cefe76fd11603a897afc410775232eddef82b4e4d169999a3d2c82,3840,2160,exocentric,none,day4,ok,valid,12_0612,meeting,day4,2052.380801212059,109.17698948948949,1,36.58,36.58,0.0,0.105,6.0,False,False,True,True,True,False,False,False,medium,medium,low,low,"['extreme_pose', 'downward_view', 'visible_screen']",41.58,0.764,1003.658,downward_view,mtcnn_refined_proxy,0.458,,,False,False,False,downward_view,42
day4/fixed/meeting/14_0009.webp,14_0009.webp,webp,276718,17f17aa7cda13dde3a0bee7b41ae73a35ecd0602916bdde7869517c059d0c749,3840,2160,exocentric,none,day4,ok,valid,14_0009,meeting,day4,2153.3714756430004,111.66288163163163,1,34.66,34.66,0.0,0.0933,4.0,False,False,True,True,False,False,False,False,medium,medium,low,medium,"['extreme_pose', 'downward_view']",39.66,0.815,1003.466,downward_view,mtcnn_refined_proxy,0.506,,,False,False,False,downward_view,42
day3/members/tien/08_0636.webp,08_0636.webp,webp,154940,361f3b7c6e630c3e887119e3909798ba2051f960c88247ca17f228b9535a48e9,3840,2160,egocentric,tien,day3,ok,valid,08_0636,tien,day3,1644.7305616190697,101.428272022022,4,39.62,31.91,0.0,0.0,6.0,False,False,False,True,False,False,True,False,medium,medium,low,low,"['downward_view', 'multiple_faces']",59.62,0.77,1003.962,downward_view,mtcnn_refined_proxy,0.398,,,False,False,False,downward_view,42
day2/members/onanong/13_0219.webp,13_0219.webp,webp,242092,708bfb208fa577ea87dd53b776e4081dfab507087617f7a9b7efa554c9870b7a,3840,2160,egocentric,onanong,day2,ok,valid,13_0219,onanong,day2,1793.7904870722682,119.16400775775776,2,51.33,44.72,0.0,0.0933,3.0,False,False,True,True,False,False,True,False,medium,medium,low,high,"['extreme_pose', 'downward_view', 'multiple_faces']",61.33,0.999,1005.133,downward_view,mtcnn_refined_proxy,0.217,,,False,False,False,downward_view,42
day4/fixed/meeting/10_0461.webp,10_0461.webp,webp,278652,41b597fdcc174657a8446f07576c3deebd69d92a2a65e3c79cae9721d3107039,3840,2160,exocentric,none,day4,ok,valid,10_0461,meeting,day4,2103.1016873797344,110.75259634634637,2,34.48,32.4,0.0,0.1167,7.0,False,False,True,True,True,False,True,False,medium,medium,low,medium,"['extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",44.48,0.972,1003.448,downward_view,mtcnn_refined_proxy,0.53,,,False,False,False,downward_view,42
day1/members/cathal/09_0270.webp,09_0270.webp,webp,248910,ec89148cfc216d57499dbe4f7e8d6a57e8907d453376b77d73b6e776b8b1c209,3840,2160,egocentric,cathal,day1,ok,valid,09_0270,cathal,day1,1814.4215822968429,111.3185842092092,5,32.75,17.52,0.0,0.0,3.0,False,False,True,True,False,False,True,False,medium,medium,low,medium,"['extreme_pose', 'downward_view', 'multiple_faces']",57.75,0.999,1003.275,downward_view,mtcnn_refined_proxy,0.602,,,False,False,False,downward_view,42
day3/members/luca/18_0289.webp,18_0289.webp,webp,174218,c2e500dcffe553b1246dead49932b10ac7952554d99dbb2303687cff758c1004,3840,2160,egocentric,luca,day3,ok,valid,18_0289,luca,day3,1503.1416224726925,122.4869087837838,5,33.57,21.31,0.0,0.1517,5.0,False,False,False,True,True,False,True,False,low,medium,low,high,"['downward_view', 'visible_screen', 'multiple_faces']",58.57,1.0,1003.357,downward_view,mtcnn_refined_proxy,0.566,,,False,False,False,downward_view,42
day3/members/stevan/20_0617.webp,20_0617.webp,webp,254108,3a568362e54c6a6cf188340bf14e036cabfb0e4eedd9daab20bfda66fc4141c8,3840,2160,egocentric,stevan,day3,ok,valid,20_0617,stevan,day3,2191.8468886545347,113.42359547047046,7,105.51,13.8,0.25,0.0,4.0,False,False,True,True,False,False,True,False,medium,large,medium,medium,"['extreme_pose', 'downward_view', 'multiple_faces']",140.51,0.998,1010.551,downward_view,mtcnn_refined_proxy,0.048,,,False,False,False,downward_view,42
day2/members/tien/18_0685.webp,18_0685.webp,webp,150796,cb4c192e0fa3603b0925147456538094dfc2dca509affcd2adf6337e42ba8f9b,3840,2160,egocentric,tien,day2,ok,valid,18_0685,tien,day2,1462.620978842783,114.87393643643642,1,19.47,19.47,0.0,0.0,1.0,True,False,True,True,False,False,False,False,low,small,low,high,"['small_face', 'extreme_pose', 'downward_view']",24.47,1.0,1001.947,downward_view,mtcnn_refined_proxy,0.904,,,False,False,False,downward_view,42
day2/members/cathal/19_0375.webp,19_0375.webp,webp,254566,08a11ed25a089d5264f8a753cf6ea3ee2bd8032d02070732358a08b04fe1eb5d,3840,2160,egocentric,cathal,day2,ok,valid,19_0375,cathal,day2,1872.7376047467844,122.21793668668668,1,59.26,59.26,0.0,0.0,2.0,False,False,True,True,False,False,False,False,medium,medium,low,high,"['extreme_pose', 'downward_view']",64.25999999999999,0.879,1005.926,downward_view,mtcnn_refined_proxy,0.133,,,False,False,False,downward_view,42
day1/members/allie/13_0703.webp,13_0703.webp,webp,238002,31c0434baf26442070427fdf5cca9f8310a704d2c59c8ad7d5fedfb89a58accd,3840,2160,egocentric,allie,day1,ok,valid,13_0703,allie,day1,1624.8073100837298,112.9592092092092,1,38.96,38.96,0.0,0.1517,1.0,False,False,True,True,True,False,False,False,medium,medium,low,medium,"['extreme_pose', 'downward_view', 'visible_screen']",43.96,1.0,1003.896,downward_view,mtcnn_refined_proxy,0.434,,,False,False,False,downward_view,42
day4/members/bjorn/11_0138.webp,11_0138.webp,webp,257456,8fa765bb28e6a3d5f71efdead3f55c93c417938c38a0829bd339a742fa07aa11,3840,2160,egocentric,bjorn,day4,ok,valid,11_0138,bjorn,day4,2093.357517802339,120.37144957457456,6,64.9,15.17,0.0,0.0,1.0,False,False,True,True,False,False,True,False,medium,medium,low,high,"['extreme_pose', 'downward_view', 'multiple_faces']",94.9,0.866,1006.49,downward_view,mtcnn_refined_proxy,0.096,,,False,False,False,downward_view,42
day1/members/luca/10_0409.webp,10_0409.webp,webp,160952,6bf760930cb3e5f0a6ddd91b961ad58f28137de22a43a6e25dc3ef611fa17e70,3840,2160,egocentric,luca,day1,ok,valid,10_0409,luca,day1,1347.7573311934657,117.0247904154154,2,16.75,14.17,0.0,0.0,5.0,True,False,True,True,False,False,True,False,low,small,low,high,"['small_face', 'extreme_pose', 'downward_view', 'multiple_faces']",26.75,0.997,1001.675,downward_view,mtcnn_refined_proxy,0.988,,,False,False,False,downward_view,42
day1/members/stevan/08_0583.webp,08_0583.webp,webp,186976,d9b53664f261ba93df913125bd1e3231b6852770603a7a11f00bb70642ba7bcd,3840,2160,egocentric,stevan,day1,ok,valid,08_0583,stevan,day1,1404.8168093834397,108.03073385885884,2,31.87,20.9,0.25,0.0,6.0,True,False,True,True,False,False,True,False,low,medium,medium,low,"['small_face', 'extreme_pose', 'downward_view', 'multiple_faces']",41.870000000000005,0.756,1003.187,downward_view,mtcnn_refined_proxy,0.614,,,False,False,False,downward_view,42
