egocentric_relative_path,file_name_ego,file_ext_ego,file_size_bytes_ego,checksum_sha256_ego,image_width_ego,image_height_ego,egocentric_stream_id,view_type_ego,egocentric_participant_id,day_or_session_id_ego,read_status_ego,integrity_status_ego,day_id,timestamp_id,exocentric_relative_path,file_name_exo,file_ext_exo,file_size_bytes_exo,checksum_sha256_exo,image_width_exo,image_height_exo,exocentric_stream_id,view_type_exo,participant_id,day_or_session_id_exo,read_status_exo,integrity_status_exo,pair_id
day2/members/luca/15_0553.webp,15_0553.webp,webp,148306,ea4e86b54b752cbcf9e2d70935ea2000bf9772ad8004a218a276cbb881a005c8,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,15_0553,day2/fixed/kitchen/15_0553.webp,15_0553.webp,webp,254590,2afb33ce5f90a0f540d5a904ec3bad38a2630b7a994d8f30ac3cd1c28e06eebc,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::15_0553::luca::kitchen
day2/members/florian/15_0571.webp,15_0571.webp,webp,427232,6748a0ab72ee2962cd89e610034eeb5c23e00e6762d3ff0699134d74e5e5c83e,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,15_0571,day2/fixed/kitchen/15_0571.webp,15_0571.webp,webp,264108,c3fe99ad1b8ca93d79810951ed0df9b3d2bd6439e4c74eef0898735febcb85d7,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::15_0571::florian::kitchen
day2/members/bjorn/16_0288.webp,16_0288.webp,webp,442616,9966382df5f6bc9e1e8140117fa2c975151af491e02cf6fa3db41b3feb1768df,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,16_0288,day2/fixed/kitchen/16_0288.webp,16_0288.webp,webp,250430,90a7abf78635295af63fe7877bd2ef2abdab7c030ab369aacb1f73d17da966f3,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::16_0288::bjorn::kitchen
day2/members/werner/16_0532.webp,16_0532.webp,webp,239078,3e79779966da7c12f8f9acc2f8d2afd49b24423dd259e18b5fc9c585aa5ba1a9,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,16_0532,day2/fixed/kitchen/16_0532.webp,16_0532.webp,webp,265574,804fcf52b2fe227ffe290a0bea6d3bf9634b658f3644ffbc8eafdb1d75b0f672,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::16_0532::werner::kitchen
day2/members/onanong/17_0001.webp,17_0001.webp,webp,142076,91d49238e1274394a10ea3f4df81ed0fbe7fab7c3c96e2eb98e7e7ac4e8e103f,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,17_0001,day2/fixed/kitchen/17_0001.webp,17_0001.webp,webp,255266,90712dbbb0f23c40b2484a2af7229d784d9d688cf56992e0d8b46564b0aecbb8,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::17_0001::onanong::kitchen
day2/members/florian/17_0087.webp,17_0087.webp,webp,245488,22e5473589cd74fae40cc1b285e235284169aab5e1ddcf58b51fa06be3e52e0d,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,17_0087,day2/fixed/kitchen/17_0087.webp,17_0087.webp,webp,264008,06c579ab4203f78a8e895331b1d2f2e9faec28e9a1d93d10bbd73e43699d9347,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::17_0087::florian::kitchen
day2/members/luca/19_0715.webp,19_0715.webp,webp,289080,fe904273c908d08f94284d5f849ea9a0c38262c21a986c43d03ce776f6aa8d21,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,19_0715,day2/fixed/kitchen/19_0715.webp,19_0715.webp,webp,267784,35a82ff376423a6fa4487d0a1dab1bf7b7c9a26b358335db97df0f0a957e7322,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::19_0715::luca::kitchen
day2/members/tien/20_0127.webp,20_0127.webp,webp,211626,bd5113e1ffdd6243dd86382b0c19f13c04f2d709e59ce77ac492d1380193b223,3840,2160,tien,egocentric,tien,day2,ok,valid,day2,20_0127,day2/fixed/kitchen/20_0127.webp,20_0127.webp,webp,253606,445ddac0b5fac5d9517848c8c6db4d4b43235c11a8f96062f958b2baafe85724,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::20_0127::tien::kitchen
day2/members/luca/08_0547.webp,08_0547.webp,webp,204922,8869dcc556915d52f8608511a2f293cc75e3aafd041a9c555c0bea8d323547ee,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,08_0547,day2/fixed/living1/08_0547.webp,08_0547.webp,webp,291706,8f8764f00ba3ce879b3deac0ac25cc27007792374ebdb53823e3db4b60228460,3840,2160,living1,exocentric,,day2,ok,valid,day2::08_0547::luca::living1
day2/members/klaus/12_0331.webp,12_0331.webp,webp,355858,ae13d6f11964c9a4d5f514f78847cb28e986742d6bfea25c7a4e131dd060b8ae,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,12_0331,day2/fixed/living1/12_0331.webp,12_0331.webp,webp,371450,c17c4a7eaf8f1528ec6735d71bb9b66f811a32e12d9a812c0039b1533c70ba70,3840,2160,living1,exocentric,,day2,ok,valid,day2::12_0331::klaus::living1
day2/members/werner/12_0579.webp,12_0579.webp,webp,456340,a57babcc2ffc425af35f30df0975960fbe11b1f3e5529f0db839b1ccd036c1aa,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,12_0579,day2/fixed/living1/12_0579.webp,12_0579.webp,webp,370596,ddd7288d5f2eb5051749ebc50830ca975777fa970b47d4c6c2193a4ee35b5eff,3840,2160,living1,exocentric,,day2,ok,valid,day2::12_0579::werner::living1
day2/members/werner/15_0205.webp,15_0205.webp,webp,303962,a869422a78157bfffa9fad485e053b26fd1afd85dc9e434dd1efeae92b447b62,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,15_0205,day2/fixed/living1/15_0205.webp,15_0205.webp,webp,290224,e5113fb22fea7c6997e9b969ca91c416f459d6b1469d7292a8b18a81a081ff41,3840,2160,living1,exocentric,,day2,ok,valid,day2::15_0205::werner::living1
day2/members/cathal/17_0049.webp,17_0049.webp,webp,292884,322101634e12014ef86a36714d629cdeb1fc448a423fb12877988623cb204739,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,17_0049,day2/fixed/living1/17_0049.webp,17_0049.webp,webp,303576,8c0f5b2319d53cb194e0ff30d5548b9b3763e48bc6b29c20e97a3f0a387920d8,3840,2160,living1,exocentric,,day2,ok,valid,day2::17_0049::cathal::living1
day2/members/klaus/17_0415.webp,17_0415.webp,webp,250318,c6d2d9847f5da6e9d0be57c8919d98ac36d8a98c575d8a0b42b31286d210ad0e,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,17_0415,day2/fixed/living1/17_0415.webp,17_0415.webp,webp,326210,5b415933551d0a39086428195e86971a9a65faa74086ce61694049a1083ad888,3840,2160,living1,exocentric,,day2,ok,valid,day2::17_0415::klaus::living1
day2/members/cathal/18_0360.webp,18_0360.webp,webp,180158,892a4ae9c30dce4834ee34f406432e157365896402a16dd428d3aa8b1f09956f,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,18_0360,day2/fixed/living1/18_0360.webp,18_0360.webp,webp,309436,d3e0472b4a33cbd6d35138be663ae2208f70f94765d89ddcb558dcb57a0e68a0,3840,2160,living1,exocentric,,day2,ok,valid,day2::18_0360::cathal::living1
day2/members/bjorn/19_0484.webp,19_0484.webp,webp,134442,a472d3b5577da8a7e40469277f683e561587ac6e11c50fe764886abaf42744ec,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,19_0484,day2/fixed/living1/19_0484.webp,19_0484.webp,webp,303816,5917a77041afe44fc95ef3c3ac7fc04efab2e39f87a01285322c7937283354b5,3840,2160,living1,exocentric,,day2,ok,valid,day2::19_0484::bjorn::living1
day2/members/cathal/20_0267.webp,20_0267.webp,webp,209670,824cf4e559f5a18c92fd42422d32978131a22d9e42a5df2bbdd469fc4a6eb754,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,20_0267,day2/fixed/living1/20_0267.webp,20_0267.webp,webp,304670,7b3368103d4353334ea99c63bde45116e78723a0d76645f8a8c32dca79f6077f,3840,2160,living1,exocentric,,day2,ok,valid,day2::20_0267::cathal::living1
day2/members/florian/20_0422.webp,20_0422.webp,webp,234952,9b8dbd30e8aba502465d2c6bc01a01a9511cc2d987ee75a39c2b5333c8006d9e,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,20_0422,day2/fixed/living1/20_0422.webp,20_0422.webp,webp,316080,c8da56c9cc1c843bb380cfa00cfa4ac09ac8fe8c62ae966f696d52040ae6b85b,3840,2160,living1,exocentric,,day2,ok,valid,day2::20_0422::florian::living1
day2/members/florian/10_0682.webp,10_0682.webp,webp,386704,85a44baef05ef1b5916b298e899e2be3cc37457d3babb8b2f8b24766abc9af0f,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,10_0682,day2/fixed/living2/10_0682.webp,10_0682.webp,webp,370238,fc76d921b40c8c0418cabb22d55ab7d349d9f6e814fdea226ca9917019d2b10e,3840,2160,living2,exocentric,,day2,ok,valid,day2::10_0682::florian::living2
day2/members/bjorn/12_0282.webp,12_0282.webp,webp,226878,4a821d52433c2370221220399eed86d5b43d886043401cbc625f2f71c6b35488,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,12_0282,day2/fixed/living2/12_0282.webp,12_0282.webp,webp,389958,3dce4eb960276026e86decb8640bbe14b0658c3648c6f336e2f35e65ef6573e4,3840,2160,living2,exocentric,,day2,ok,valid,day2::12_0282::bjorn::living2
day2/members/werner/12_0440.webp,12_0440.webp,webp,222104,7d6527cbd53e5acd4b47eccc30611bab3da8807954cad1ccf414769ab4b881d9,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,12_0440,day2/fixed/living2/12_0440.webp,12_0440.webp,webp,330574,ed79194837769cf17361601c4956c6c71cb00745d859842d49f20a7cba26d739,3840,2160,living2,exocentric,,day2,ok,valid,day2::12_0440::werner::living2
day2/members/allie/14_0571.webp,14_0571.webp,webp,188510,16a2e2ea0aa49366add87d504b0494d29278fc705c2ad5419c15462fd6bde994,3840,2160,allie,egocentric,allie,day2,ok,valid,day2,14_0571,day2/fixed/living2/14_0571.webp,14_0571.webp,webp,393974,4d0ba9e631f010b6772e008158230eb5d93aba21d97f135e550e13d6af007684,3840,2160,living2,exocentric,,day2,ok,valid,day2::14_0571::allie::living2
day2/members/allie/15_0083.webp,15_0083.webp,webp,203494,ad90dffddbd5359db41baa9608b26d2d86d749bea700b4d5d01c49ccd6c79b1d,3840,2160,allie,egocentric,allie,day2,ok,valid,day2,15_0083,day2/fixed/living2/15_0083.webp,15_0083.webp,webp,357882,d994302d6f2beb1ab13c2ba4d84b31bf0270ea0f3720f3d582389c417f7873ff,3840,2160,living2,exocentric,,day2,ok,valid,day2::15_0083::allie::living2
day2/members/werner/15_0333.webp,15_0333.webp,webp,304474,4bd6634b7ff8fa00ef6041239288b3bb922fd43edb95d22eb26cf87bd099c84a,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,15_0333,day2/fixed/living2/15_0333.webp,15_0333.webp,webp,310260,34b4373a1f86e03205f20b64297577f17f1c3c131ce69dc6c22965861f584a74,3840,2160,living2,exocentric,,day2,ok,valid,day2::15_0333::werner::living2
day2/members/florian/16_0562.webp,16_0562.webp,webp,138156,45ff3702ea11d7480f4376daf0fac03ec3b870c7994e8843c7fcecedf21aff42,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,16_0562,day2/fixed/living2/16_0562.webp,16_0562.webp,webp,273576,2330abf5647c2cac2ac298fff6d2451a7a6705eb175d3642cf234d533b0a8e6a,3840,2160,living2,exocentric,,day2,ok,valid,day2::16_0562::florian::living2
day2/members/luca/17_0047.webp,17_0047.webp,webp,581900,0f5a41244232259a15b645b6b7e93ab04e824f6b66e321516ae0ba33cd685bb9,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,17_0047,day2/fixed/living2/17_0047.webp,17_0047.webp,webp,279358,9d3be59e3ebdf786cd154c2679417576d109c4775362cff56165e9dd992ced2d,3840,2160,living2,exocentric,,day2,ok,valid,day2::17_0047::luca::living2
day2/members/tien/18_0094.webp,18_0094.webp,webp,102882,383ac7fd1576fbe6c07452ace2560482bcdea0e8de95c347a151278b4a86b2f7,3840,2160,tien,egocentric,tien,day2,ok,valid,day2,18_0094,day2/fixed/living2/18_0094.webp,18_0094.webp,webp,279550,030ac0e8b66e35aef95eee936747ad718e1f26ee715cb0600315f595129ae29e,3840,2160,living2,exocentric,,day2,ok,valid,day2::18_0094::tien::living2
day2/members/cathal/18_0377.webp,18_0377.webp,webp,134196,46bf352c7b5c21d9f13fff9a28b239b49b428966178c7adf527d3d20eb6e7f2d,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,18_0377,day2/fixed/living2/18_0377.webp,18_0377.webp,webp,280360,371fa8d18a53f3ffedc524a612293645ac5cc0bd52fb3a7af1b770566856945e,3840,2160,living2,exocentric,,day2,ok,valid,day2::18_0377::cathal::living2
day2/members/werner/20_0182.webp,20_0182.webp,webp,372748,df6fffa5b411493c6f13087fdccc4278e445b459e2a4de3bc45870c98d3b2130,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,20_0182,day2/fixed/living2/20_0182.webp,20_0182.webp,webp,268816,e4a6d6f271da7376fe5791ee7ad1f60b6ae76f5e4010e53d8a8de5dd076f8737,3840,2160,living2,exocentric,,day2,ok,valid,day2::20_0182::werner::living2
day2/members/cathal/10_0311.webp,10_0311.webp,webp,170038,337a0356195c57e04ea04a8d84852c18e2c4469bc47391e815cdf799bd0278e9,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,10_0311,day2/fixed/meeting/10_0311.webp,10_0311.webp,webp,273412,1cba95c8ed6a5f1acee7f8ed2a7d1e1d82bddb351777376dffec469bc1fa5c7a,3840,2160,meeting,exocentric,,day2,ok,valid,day2::10_0311::cathal::meeting
day2/members/florian/11_0008.webp,11_0008.webp,webp,302674,96b91a5c95ed8e00cbe5b2b5aa14d6799bfcb5234188ec4b6e1e2b1158196c50,3840,2160,florian,egocentric,florian,day2,ok,valid,day2,11_0008,day2/fixed/meeting/11_0008.webp,11_0008.webp,webp,258944,1b36a3450696331a0faa05e5574959ab5dc3d092be12fec5536f29115a1732a6,3840,2160,meeting,exocentric,,day2,ok,valid,day2::11_0008::florian::meeting
day2/members/luca/11_0117.webp,11_0117.webp,webp,354650,dcba1ff33755d5be6e11e956f77e260c9fdcf704f03ce4672c6cfb1fec38b789,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,11_0117,day2/fixed/meeting/11_0117.webp,11_0117.webp,webp,258858,599f6c811dd65b8a57191e24564f792b19eea8ac288f238549c0f141bf9d2253,3840,2160,meeting,exocentric,,day2,ok,valid,day2::11_0117::luca::meeting
day2/members/bjorn/11_0510.webp,11_0510.webp,webp,298964,af68f5de7f073710fc0baf59aa88cf9034c4e836513a91611089200062b4e4d5,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,11_0510,day2/fixed/meeting/11_0510.webp,11_0510.webp,webp,258552,d22bb42391f8183371059b8934f2326e1e434d8ad211027c2bd93798a38b04b8,3840,2160,meeting,exocentric,,day2,ok,valid,day2::11_0510::bjorn::meeting
day2/members/bjorn/12_0026.webp,12_0026.webp,webp,226886,f9f59e2dcc64d8f3399b9a9c66d0a4c03aeba6feeabec717942582bef3eac22a,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,12_0026,day2/fixed/meeting/12_0026.webp,12_0026.webp,webp,270096,11cf7aee1cd5dfa1c36fe97f20369f452a060c8b58fe86e9cf724dc9ed92a70b,3840,2160,meeting,exocentric,,day2,ok,valid,day2::12_0026::bjorn::meeting
day2/members/onanong/13_0151.webp,13_0151.webp,webp,160022,9cfc46e637a7b699252e974e53131abdb3938c0d3d92f3d8637987c2a24c1dc4,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,13_0151,day2/fixed/meeting/13_0151.webp,13_0151.webp,webp,258056,1bc1911a7124148b507f5f2598ef46f8bac055875ceb5856ecd4479349ef374b,3840,2160,meeting,exocentric,,day2,ok,valid,day2::13_0151::onanong::meeting
day2/members/onanong/14_0197.webp,14_0197.webp,webp,356368,8e1d014de960241cf125abdebab6756eb6dc06e1fbe87ba420fc19df97efce60,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,14_0197,day2/fixed/meeting/14_0197.webp,14_0197.webp,webp,256242,7ce1441896b308546e69519e4e59f6703f505743661ec552b0900df95a501eda,3840,2160,meeting,exocentric,,day2,ok,valid,day2::14_0197::onanong::meeting
day2/members/cathal/17_0513.webp,17_0513.webp,webp,244174,e970fd1db92ac563ca7ef65e39d9be16f48937a5baebc92327bb09030656e10b,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,17_0513,day2/fixed/meeting/17_0513.webp,17_0513.webp,webp,248270,5f19e84445209ac1dcf92dee38a6fd836bdbc7b091f12299b3fb64e1bd3fbbd5,3840,2160,meeting,exocentric,,day2,ok,valid,day2::17_0513::cathal::meeting
day2/members/cathal/20_0089.webp,20_0089.webp,webp,199686,1707dd3d5d7303b84bfac1885a4abc43cf99bc5e47fe432c193c5bce90ae48f3,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,20_0089,day2/fixed/meeting/20_0089.webp,20_0089.webp,webp,265728,cc7cafa3313f6db8dda71a6ed4daf884e97d7c8d8557f27e1f798c33064e7027,3840,2160,meeting,exocentric,,day2,ok,valid,day2::20_0089::cathal::meeting
day2/members/cathal/20_0669.webp,20_0669.webp,webp,187364,40a694540b1321b10cbfe5265a0d5bac7f6718cadbca35352b6e6216815d215f,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,20_0669,day2/fixed/meeting/20_0669.webp,20_0669.webp,webp,266888,e9a0bbbb94db8b2e17b135765ee3635a4ace1b6859d2df02ecb8bb771efb1f6d,3840,2160,meeting,exocentric,,day2,ok,valid,day2::20_0669::cathal::meeting
day2/members/onanong/12_0643.webp,12_0643.webp,webp,188508,46712e114c58b8d6edcad428bb8ca923c06fa1a0a0e7300236098b6952e67d22,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,12_0643,day2/fixed/reading/12_0643.webp,12_0643.webp,webp,173508,442b0e92e27615d453c77f0bb3d752902a124011b84a46d80c8b403437bd8ebb,3840,2160,reading,exocentric,,day2,ok,valid,day2::12_0643::onanong::reading
day2/members/klaus/14_0149.webp,14_0149.webp,webp,294656,108487f0d935ae42678a9e9bde263fe053486714cada2033d03bb0f51df94efe,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,14_0149,day2/fixed/reading/14_0149.webp,14_0149.webp,webp,171402,2e4e2676a79ad7806178a7a90317ae9bc058902189db2d664e3ee745a4e4997c,3840,2160,reading,exocentric,,day2,ok,valid,day2::14_0149::klaus::reading
day2/members/allie/16_0090.webp,16_0090.webp,webp,205832,5675704cbb6f3090860bdc212b9f2bc699344d4df9de3157b80258132cb24a51,3840,2160,allie,egocentric,allie,day2,ok,valid,day2,16_0090,day2/fixed/reading/16_0090.webp,16_0090.webp,webp,161326,d75f9a63c46d1ee58c540d2f5d3b43e288f2e446ece68217c6a04a98b7d639f4,3840,2160,reading,exocentric,,day2,ok,valid,day2::16_0090::allie::reading
day2/members/tien/18_0482.webp,18_0482.webp,webp,163518,11722dc63e350fb1a1725e79d1a0ebef9db641f260e6ffa4c7aef5737b632f19,3840,2160,tien,egocentric,tien,day2,ok,valid,day2,18_0482,day2/fixed/reading/18_0482.webp,18_0482.webp,webp,156680,8efe85eb2b8e6d609b8082631ef7e36854dbf38e33e044e4ec9cff4452611916,3840,2160,reading,exocentric,,day2,ok,valid,day2::18_0482::tien::reading
day2/members/tien/18_0534.webp,18_0534.webp,webp,181170,1bca7000585344c93a9356008fec64218dddf6afaa3a50d10cbbd6bdbc44e17c,3840,2160,tien,egocentric,tien,day2,ok,valid,day2,18_0534,day2/fixed/reading/18_0534.webp,18_0534.webp,webp,157730,5cdcefdb767159a598ca6c9bafa1af5f070c98fb6d9ed53110a2b4f0e44fbf3e,3840,2160,reading,exocentric,,day2,ok,valid,day2::18_0534::tien::reading
day2/members/klaus/20_0234.webp,20_0234.webp,webp,161156,b6cdbf7e609a3980ca5bc4033d03a2eaa35b31e7dc44f833d28b07d60ddebfd3,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,20_0234,day2/fixed/reading/20_0234.webp,20_0234.webp,webp,159658,f46b15f75dd82936c1879ddcf7c8e33e2486a151b23ea9a15f0b899216c34064,3840,2160,reading,exocentric,,day2,ok,valid,day2::20_0234::klaus::reading
day2/members/werner/20_0301.webp,20_0301.webp,webp,291516,98314a0d7658d347a30fb8e2ad1d67d45c3a9acfdabc61722ffbeb9c34483152,3840,2160,werner,egocentric,werner,day2,ok,valid,day2,20_0301,day2/fixed/reading/20_0301.webp,20_0301.webp,webp,160318,58e4fd9066634bacd823bcde607acbbd68791d389bdbea570ef39a91e23578ce,3840,2160,reading,exocentric,,day2,ok,valid,day2::20_0301::werner::reading
day3/members/allie/10_0335.webp,10_0335.webp,webp,239854,f9e652d5863fd43eb4abfeaa165d9bc56b21300dfef68101f40a8a2384a276b2,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,10_0335,day3/fixed/kitchen/10_0335.webp,10_0335.webp,webp,245112,3d31fbf171fdfcfdcff5f0f6e57a66b23c684d12bbb073eb2e7e9d79eb97b107,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::10_0335::allie::kitchen
day3/members/tien/11_0421.webp,11_0421.webp,webp,356064,6625097a60ecf8df834144c5814a2b60fc24ce9f71076a092d16d1506be7ac11,3840,2160,tien,egocentric,tien,day3,ok,valid,day3,11_0421,day3/fixed/kitchen/11_0421.webp,11_0421.webp,webp,275334,8dc1b3f9d17f21f4b287e8413a431275d1f603e83564f9207a12ee6af501bcfc,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::11_0421::tien::kitchen
day3/members/allie/11_0654.webp,11_0654.webp,webp,293606,492b1cb35baf5815fb1dac44b0877eaea378a9bb3691ab4776fb04c6aa1090dd,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,11_0654,day3/fixed/kitchen/11_0654.webp,11_0654.webp,webp,275258,2736cf34cc938c33f757de162605e4e73238f99b308c6f565a9cde0baca6acb8,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::11_0654::allie::kitchen
day3/members/bjorn/12_0289.webp,12_0289.webp,webp,149744,29844448b4093fa010603cbc587926342a863445c32d7f186ccf1dc285e67dee,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,12_0289,day3/fixed/kitchen/12_0289.webp,12_0289.webp,webp,294146,2759c13588c2d7bae82edba1a83c2db2c545234aae4f204d779e09d2cf9b4bdb,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::12_0289::bjorn::kitchen
day3/members/klaus/12_0349.webp,12_0349.webp,webp,332306,bac549e1c0a30d9fd396383f1b30f1bc838dfae493d7e2dddc56a9e984260543,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,12_0349,day3/fixed/kitchen/12_0349.webp,12_0349.webp,webp,297810,281381cbd393da2cbb84018ebfe5e59a207adc4b8d339e7098fb22c4c2f9a9c2,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::12_0349::klaus::kitchen
day3/members/luca/13_0169.webp,13_0169.webp,webp,331328,e892c6ee3f1f0a8eaf0aa7c327be071c178b2a23bff0cb4f11a8669c7c1f616c,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,13_0169,day3/fixed/kitchen/13_0169.webp,13_0169.webp,webp,287940,9b66582831e0a1fa093f7adbb94ae77d05eac0515fdf57362d8fa3977e34c56e,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::13_0169::luca::kitchen
day3/members/cathal/17_0218.webp,17_0218.webp,webp,226862,ac9d69b7f018deb13bf06800963c3ff5a5d69cae445a466e1c6ba7a6fda3472a,3840,2160,cathal,egocentric,cathal,day3,ok,valid,day3,17_0218,day3/fixed/kitchen/17_0218.webp,17_0218.webp,webp,257300,9433be38b8ccd42e1293317be145a600ce533d17ce3fa9c0a9eb03b2bcc26aae,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::17_0218::cathal::kitchen
day3/members/cathal/17_0224.webp,17_0224.webp,webp,227058,0410390974ed51393e30e7d465b8231d2b97ff32b277e7b7a2ae75ca00e9f2fd,3840,2160,cathal,egocentric,cathal,day3,ok,valid,day3,17_0224,day3/fixed/kitchen/17_0224.webp,17_0224.webp,webp,260160,3a66b2d7f8c1e71c70bff4b8546421fab69262291b2d2901f0526bdff72dd9fe,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::17_0224::cathal::kitchen
day3/members/onanong/17_0683.webp,17_0683.webp,webp,138926,c924e536925d7cba30ffd9db1b418e7cbaff1285f34a53b9907f773aac46a1b7,3840,2160,onanong,egocentric,onanong,day3,ok,valid,day3,17_0683,day3/fixed/kitchen/17_0683.webp,17_0683.webp,webp,252730,060646a9ef51192c7118cd191168dbad5236dbd79cf38a9a4e0f2c55df293202,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::17_0683::onanong::kitchen
day3/members/werner/17_0685.webp,17_0685.webp,webp,269660,3a82300d767e49bebd1b902b8e1f40b164cb033a237a726a54cff1ab35901983,3840,2160,werner,egocentric,werner,day3,ok,valid,day3,17_0685,day3/fixed/kitchen/17_0685.webp,17_0685.webp,webp,257592,7b8dc8b68f32abe10c49253dadce9c72edc784d23bb5912be04539b2a012e711,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::17_0685::werner::kitchen
day3/members/werner/18_0553.webp,18_0553.webp,webp,196560,7bc5e363ee7049da1a76a456c24aa1192a8d7eabbd2ee28698f31278ac093dbe,3840,2160,werner,egocentric,werner,day3,ok,valid,day3,18_0553,day3/fixed/kitchen/18_0553.webp,18_0553.webp,webp,252616,532af1e9367def460b371301424f8b5bb60f689a202ff176aa26a4d0bedc1ca4,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::18_0553::werner::kitchen
day3/members/florian/20_0623.webp,20_0623.webp,webp,310962,87d853b956d0cfe2945886264f27ac528afd4bec6439cff263f95a7218d67d05,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,20_0623,day3/fixed/kitchen/20_0623.webp,20_0623.webp,webp,268138,166fb7974d18985e9aa2a777fb59d63e7a595f407ce31f84c2858c8270b55a25,3840,2160,kitchen,exocentric,,day3,ok,valid,day3::20_0623::florian::kitchen
day3/members/klaus/09_0589.webp,09_0589.webp,webp,273694,af0990b863d50e66b867c0986068513f1640011e74176543f8879e9368a979fd,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,09_0589,day3/fixed/living1/09_0589.webp,09_0589.webp,webp,332012,d00109cf674f6960599a50919d0c850ece7f50db48f4e0c467d19697e5d56ce3,3840,2160,living1,exocentric,,day3,ok,valid,day3::09_0589::klaus::living1
day3/members/stevan/10_0654.webp,10_0654.webp,webp,235614,da1b79ae784c7d2adb3461cf83ecad0e1f5b75f2b3454616c1f0a6a117776252,3840,2160,stevan,egocentric,stevan,day3,ok,valid,day3,10_0654,day3/fixed/living1/10_0654.webp,10_0654.webp,webp,308726,5dfc6fb6ce68af140acc0744c8237ab7e132da89f123243a64e3ed3c3658865a,3840,2160,living1,exocentric,,day3,ok,valid,day3::10_0654::stevan::living1
day3/members/tien/11_0713.webp,11_0713.webp,webp,395088,a2cbd3596742f666836a93f1690f940428708f96537a6d60ebc5162f813c0e7f,3840,2160,tien,egocentric,tien,day3,ok,valid,day3,11_0713,day3/fixed/living1/11_0713.webp,11_0713.webp,webp,388954,082997fd45b68c8a29b9fde53683b6c64f61b6a707ee4f68e7b291750af2b5ce,3840,2160,living1,exocentric,,day3,ok,valid,day3::11_0713::tien::living1
