relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_path,condition_label,source_protocol,box_count,annotation_status,review_method,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,category_review_status,category_notes,ground_truth_face_count,predicted_face_count,matched_face_count,missed_face_count
day4/members/onanong/13_0378.webp,13_0378.webp,webp,170036,933a8e39043b45e2495cf2aaf866d91f78a5ab7ae2d208aa2a6d9ccbddc46e67,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,13_0378,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/onanong/13_0378.webp,multi_face|medium|clutter_medium,locked_500_anonymisation_oapr_manifest,6,reviewed,manual_reviewer_app,multi_face,medium,no,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",6,15,0,6
day4/members/onanong/14_0177.webp,14_0177.webp,webp,270992,2d33febaf7f312b49a1a96185d33b187fb6822542cce289379d2f1931738b90c,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,14_0177,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/onanong/14_0177.webp,multi_face|medium|clutter_high,locked_500_anonymisation_oapr_manifest,6,reviewed,manual_reviewer_app,multi_face,medium,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",6,17,0,6
day4/members/werner/11_0358.webp,11_0358.webp,webp,195382,9919100ce3fbc3e360e470d6a5821f54d5a9c3470af773dd5525706851e151c0,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,11_0358,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/werner/11_0358.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,6,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",6,11,0,6
day1/members/allie/10_0339.webp,10_0339.webp,webp,190536,2711ac7e5d7e1001c6c447ffa0b54d0e481da28ee5d9fdccdebe94fc9a8171f9,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,10_0339,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/allie/10_0339.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,12,0,5
day1/members/allie/14_0135.webp,14_0135.webp,webp,176114,0cbb743070887e7ae5d0730a3973e40eaba0363e69ef4cbad7847647ee7e4f5b,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,14_0135,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/allie/14_0135.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,17,0,5
day1/members/bjorn/10_0130.webp,10_0130.webp,webp,200798,1fd72dd0c95bb21f81d811954dc225a0823aa2cfd9cbdb866a3c59fbe4f41fb7,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,10_0130,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/bjorn/10_0130.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,14,0,5
day1/members/bjorn/15_0004.webp,15_0004.webp,webp,281404,4ce83bf84bd746a4d76fe91c1c567bdd25ea810c63dcc5b3cc2b52c6f401cb6e,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,15_0004,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/bjorn/15_0004.webp,multi_face|small|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,10,0,5
day1/members/cathal/09_0001.webp,09_0001.webp,webp,263330,078e750bdc8faf285602d747031719adc48556ade378ea3557d91c8526815a49,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,09_0001,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/cathal/09_0001.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,23,0,5
day1/members/cathal/10_0676.webp,10_0676.webp,webp,167920,2f75d813e187a4f3d0c36d6e87144b12b9001700eaf54a1c3d6b4a920b79fbc8,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,10_0676,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/cathal/10_0676.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,14,0,5
day1/members/cathal/10_0708.webp,10_0708.webp,webp,148378,0cf9f1b9145bcd16511c682011a015d6db7159f42300a4ab3afe6439a62d3fef,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,10_0708,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/cathal/10_0708.webp,multi_face|small|edge_or_partial|profile_or_occluded|low_light|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,yes,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,10,0,5
day1/members/florian/08_0717.webp,08_0717.webp,webp,248798,26135f3423cc71f0c85938d14b7f8e8c038783bbfa64047c9e00e1479861451d,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,08_0717,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/florian/08_0717.webp,multi_face|mixed_scale|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,no,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day1/members/florian/18_0042.webp,18_0042.webp,webp,213222,b63c8e079a4f148a0d4e83460c1bb71bfd397391d4f8cacddb0bf2c69080143a,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,18_0042,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/florian/18_0042.webp,multi_face|medium|edge_or_partial|profile_or_occluded|low_light|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,yes,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,10,0,5
day1/members/klaus/09_0114.webp,09_0114.webp,webp,314744,b48b4daccb9508f768b3833784e0f1dba9508cc17b1cb500ece07208178c799f,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,09_0114,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/klaus/09_0114.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,23,0,5
day1/members/tien/15_0093.webp,15_0093.webp,webp,307780,ab865a63e9b5cb8c5d7c791457083951e222e969e0155f79be39c24aa9588be8,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,15_0093,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/tien/15_0093.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,12,0,5
day1/members/werner/18_0011.webp,18_0011.webp,webp,213962,6524323d105ed8270f932874d18708c25779f76c3c148d3c98e1d23f2131d403,3840,2160,werner,egocentric,werner,day1,ok,valid,day1,18_0011,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/werner/18_0011.webp,multi_face|medium|low_light|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,no,no,no,no,yes,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,17,0,5
day2/members/bjorn/11_0031.webp,11_0031.webp,webp,306230,9e93638f2d7b2cd4c72e38fb71255bdf5c2ef03feb258d4767963c0195a27f23,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,11_0031,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/bjorn/11_0031.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,27,0,5
day2/members/klaus/10_0629.webp,10_0629.webp,webp,361346,2d01f4dd4c18753981a5f966029d4fe4ef59f2d8efb74b32ecbf8311565d5d97,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,10_0629,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/klaus/10_0629.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,24,0,5
day2/members/klaus/19_0493.webp,19_0493.webp,webp,288762,8cfb84784eb93e1082a1085e0932820326cbf49eeb839206d7b0ea25e143e7d8,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,19_0493,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/klaus/19_0493.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,25,0,5
day2/members/luca/11_0416.webp,11_0416.webp,webp,292030,27e090293156f55ac9ab6a2fc1ce6fff4668f204b4846c9fe321abef5645e5aa,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,11_0416,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/luca/11_0416.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,19,0,5
day2/members/luca/19_0633.webp,19_0633.webp,webp,268544,2d8ee5499247a80d0c7db1baa165a422ebaef57949994847a54a0e26aaf2c608,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,19_0633,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/luca/19_0633.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day2/members/onanong/10_0518.webp,10_0518.webp,webp,302800,cb88b8447b25585e4bf4c7b61976d111e77715af30d33173e53e41f6c1223513,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,10_0518,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/onanong/10_0518.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day2/members/onanong/12_0404.webp,12_0404.webp,webp,225082,ae949eb27e41c3eaba38fe6859f938cfbaa18b853d6e44bbfb6ef899c51e0c6a,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,12_0404,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/onanong/12_0404.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,6,0,5
day2/members/onanong/14_0193.webp,14_0193.webp,webp,330012,44b9837ef2cb8dcb118fa5c5694d489c828c6b1611a6dca91e39b9fd12ea0a58,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,14_0193,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/onanong/14_0193.webp,multi_face|medium|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,26,0,5
day2/members/tien/13_0604.webp,13_0604.webp,webp,261232,776ebf7413e5bcc6d98ccb532719464d748552c99e3c4437b332d816a8eeaa6f,3840,2160,tien,egocentric,tien,day2,ok,valid,day2,13_0604,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/tien/13_0604.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,8,0,5
day3/members/allie/18_0433.webp,18_0433.webp,webp,309236,84d5337f8646f05853ac6723ba719a1f92018ead5d4dfda0d5fd3d3d1fea801b,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,18_0433,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/allie/18_0433.webp,multi_face|small|low_light|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,no,yes,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day3/members/allie/18_0514.webp,18_0514.webp,webp,280942,fbe59dfc8ea26f93b36ce46b829151fb275db474289936aa76dcc7111588b241,3840,2160,allie,egocentric,allie,day3,ok,valid,day3,18_0514,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/allie/18_0514.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day3/members/bjorn/14_0678.webp,14_0678.webp,webp,277284,f32e8907b224e14cc2b57aad75b0ab387f8077f7b50f3bed2cd2544b257f3d86,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,14_0678,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/bjorn/14_0678.webp,multi_face|small|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,19,0,5
day3/members/bjorn/18_0629.webp,18_0629.webp,webp,190326,de34018e007775fa62a9d77ab76d402cafcde04e000878ffc2e5bae88e876353,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,18_0629,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/bjorn/18_0629.webp,multi_face|mixed_scale|profile_or_occluded|low_light|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,no,yes,no,no,yes,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,13,0,5
day3/members/bjorn/20_0140.webp,20_0140.webp,webp,123202,e9bcdfbd98651529826bc7bd4d0e4fed001941f56e2e9318636dc9b2ac26d58a,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,20_0140,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/bjorn/20_0140.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,10,0,5
day3/members/cathal/18_0053.webp,18_0053.webp,webp,203042,d19f251d9b7edc3ed5f7b3827b47c9b1fb1831878f9eefa5a687df2d16eab63f,3840,2160,cathal,egocentric,cathal,day3,ok,valid,day3,18_0053,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/cathal/18_0053.webp,multi_face|medium|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,16,0,5
day3/members/florian/20_0281.webp,20_0281.webp,webp,266640,221c70e699dd1209b2e3e7cc88418980d7a76b45d71fe03b34f6661ac37e4e6b,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,20_0281,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/florian/20_0281.webp,multi_face|small|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,yes,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,24,0,5
day3/members/klaus/18_0613.webp,18_0613.webp,webp,309366,35e857e166a5e0a81e09077c0983fb1821cb71897aa3e74cc3ed1f36d5dfe62a,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,18_0613,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/klaus/18_0613.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,14,0,5
day3/members/klaus/20_0128.webp,20_0128.webp,webp,137364,2cdb0eef86fd3c914e2b7213571bda736ced54a4eedd246c36d3a363e0dfaf48,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,20_0128,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/klaus/20_0128.webp,multi_face|small|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,6,0,5
day3/members/luca/17_0582.webp,17_0582.webp,webp,177054,677410e6c8497f6ea85ef88476bdcb5f5ad851288252457a316b74ac8218a35b,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,17_0582,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/luca/17_0582.webp,multi_face|small|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,5,0,5
day3/members/luca/18_0517.webp,18_0517.webp,webp,163316,de976cfae63174860c46d2c6e935c4a0796239ae39db59900f219a392095d97a,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,18_0517,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/luca/18_0517.webp,multi_face|small|edge_or_partial|profile_or_occluded|low_light|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,yes,yes,no,no,yes,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,8,0,5
day3/members/werner/20_0141.webp,20_0141.webp,webp,108128,ce2dcf3c72aaa89d62c2a88878619f9967e89cac8ce348a1317989a24b22e5b5,3840,2160,werner,egocentric,werner,day3,ok,valid,day3,20_0141,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/werner/20_0141.webp,single_face|small|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,small,no,no,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,12,0,5
day4/members/allie/11_0161.webp,11_0161.webp,webp,212810,0f0b4beb89d3615db247c40d4915dd2807fc4972b5916549f806b0884bb5ac84,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,11_0161,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/allie/11_0161.webp,multi_face|mixed_scale|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,no,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,21,0,5
day4/members/allie/11_0376.webp,11_0376.webp,webp,217630,95dc3a15e9423fe2f4b5bf52d1a798ba5718d27b97ab7cdb6ba15c01eba1c7e3,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,11_0376,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/allie/11_0376.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,16,0,5
day4/members/bao/12_0438.webp,12_0438.webp,webp,175154,dd0ae54b5f9e44a592632ed0c96af309c49f5e59a13b3a1b3741e882efe7b377,3840,2160,bao,egocentric,bao,day4,ok,valid,day4,12_0438,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/bao/12_0438.webp,multi_face|mixed_scale|profile_or_occluded|motion_blur_or_low_sharpness|clutter_low,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,no,yes,no,yes,no,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,7,0,5
day4/members/bjorn/10_0670.webp,10_0670.webp,webp,269382,39eb6f7311eaeefff0a8739f168ab9ccedadff1e969bfcbbb5410f4818afc0f4,3840,2160,bjorn,egocentric,bjorn,day4,ok,valid,day4,10_0670,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/bjorn/10_0670.webp,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,mixed_scale,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,15,0,5
day4/members/cathal/13_0418.webp,13_0418.webp,webp,331998,935eaf0aca273e49abbcf7da15468bfb4796aa892dea6511a26665b7e66beec5,3840,2160,cathal,egocentric,cathal,day4,ok,valid,day4,13_0418,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/cathal/13_0418.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual_reviewer_app,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",5,16,0,5
