relative_path,box_count,face_count_category,face_scale_category,manual_no_face,manual_single_face,manual_multi_face,manual_small_face,manual_medium_face,manual_large_face,manual_mixed_scale_face,manual_very_small_or_distant_face,manual_edge_or_partial_face,manual_profile_or_occluded_face,manual_downward_egocentric_view,manual_motion_blur_or_low_sharpness,manual_low_light_or_dim,manual_high_clutter,detected_box_count,pred_no_face,pred_single_face,pred_multi_face,pred_small_face,pred_medium_face,pred_large_face,pred_mixed_scale_face,pred_very_small_or_distant_face,pred_edge_or_partial_face,pred_profile_or_occluded_face,pred_downward_egocentric_view,pred_motion_blur_or_low_sharpness,pred_low_light_or_dim,pred_high_clutter,text_present,screen_present,no_text_screen_risk,multimodal_risk_state
day2/members/onanong/16_0470.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day2/members/werner/20_0620.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day4/members/bjorn/08_0126.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day1/members/allie/10_0296.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day1/members/tien/08_0310.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,
day1/members/florian/18_0375.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,
day1/members/bjorn/14_0017.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day4/members/luca/18_0521.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,
day3/members/onanong/12_0488.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,,,
day1/members/allie/10_0546.webp,7,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day2/members/luca/20_0211.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day4/members/allie/11_0376.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,,,
day1/members/klaus/09_0268.webp,7,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day1/members/tien/15_0093.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day3/members/florian/19_0282.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day4/members/bjorn/12_0570.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,
day1/members/cathal/15_0298.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,
day4/members/cathal/17_0524.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day4/members/luca/14_0018.webp,6,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,,
day1/members/bjorn/10_0501.webp,7,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,,,,
day1/members/allie/15_0458.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
day4/members/klaus/14_0224.webp,9,multi_face,large,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day1/members/stevan/11_0011.webp,6,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,,,
day1/members/cathal/13_0040.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,,,,
day2/members/bjorn/20_0121.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day4/members/stevan/10_0044.webp,4,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,,,,
day1/members/tien/13_0571.webp,3,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,,,,
day1/members/tien/14_0211.webp,6,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day2/members/cathal/19_0198.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,
day3/members/stevan/18_0537.webp,6,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,,,
day2/members/florian/12_0439.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day2/members/allie/11_0505.webp,6,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day3/members/stevan/08_0717.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day3/members/werner/08_0594.webp,2,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,
day2/members/klaus/18_0665.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,
day4/members/allie/09_0451.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day3/members/allie/10_0210.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day4/members/klaus/12_0644.webp,8,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day2/members/allie/10_0243.webp,2,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,,,,
day3/members/stevan/17_0661.webp,8,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day1/members/klaus/16_0531.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,
day2/members/luca/17_0249.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day2/members/cathal/14_0361.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,
day4/members/werner/14_0045.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day3/members/tien/11_0464.webp,1,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,
day3/members/werner/10_0468.webp,2,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day3/members/allie/12_0237.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day1/members/stevan/10_0250.webp,4,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day2/members/tien/18_0209.webp,2,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,
day2/members/allie/17_0331.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,,,,
day1/members/onanong/16_0577.webp,1,single_face,small,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,,,,
day2/members/allie/11_0188.webp,6,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,,,,
day3/members/stevan/20_0667.webp,6,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,,,,
day4/members/luca/18_0590.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,True,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,,,,
day1/members/onanong/18_0512.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,,,,
day2/members/tien/20_0019.webp,8,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day2/members/cathal/14_0312.webp,7,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day2/members/bjorn/19_0139.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,
day2/members/klaus/10_0219.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day2/members/onanong/14_0331.webp,3,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day1/members/luca/19_0006.webp,2,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,
day4/members/onanong/10_0182.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day3/members/onanong/16_0319.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,,,,
day2/members/werner/12_0480.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,
day1/members/tien/19_0050.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,
day3/members/florian/20_0698.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,,,
day3/members/cathal/08_0097.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day2/members/werner/20_0389.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,
day3/members/onanong/14_0121.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day3/members/werner/12_0583.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day2/members/onanong/10_0518.webp,5,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,,,,
day3/members/onanong/16_0114.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day2/members/stevan/09_0309.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day3/members/tien/11_0628.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
day3/members/allie/08_0398.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day1/members/cathal/15_0162.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,
day2/members/klaus/13_0331.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day1/members/werner/11_0515.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,
day3/members/stevan/10_0619.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day2/members/tien/13_0604.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day4/members/cathal/09_0426.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day3/members/bjorn/12_0362.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,
day1/members/klaus/11_0523.webp,2,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day1/members/tien/10_0032.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,,,,
day1/members/onanong/11_0119.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day4/members/cathal/13_0470.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day1/members/allie/09_0160.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day3/members/onanong/11_0644.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,,,,
day3/members/luca/20_0192.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,,,
day3/members/luca/17_0582.webp,5,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,,,
day2/members/bjorn/17_0110.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day2/members/allie/15_0703.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,
day2/members/florian/14_0042.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day3/members/werner/19_0360.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,
day2/members/florian/11_0279.webp,4,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day4/members/florian/15_0498.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day1/members/allie/12_0272.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,,,,
day3/members/tien/11_0505.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
day1/members/stevan/17_0340.webp,1,single_face,small,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,
day1/members/luca/11_0691.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,,,
day1/members/cathal/10_0676.webp,5,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,
day3/members/florian/18_0329.webp,9,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day2/members/cathal/11_0063.webp,6,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,,,,
day4/members/luca/18_0257.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,,,,
day3/members/cathal/11_0064.webp,1,single_face,small,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,,,,
day4/members/onanong/11_0635.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,
day2/members/klaus/10_0464.webp,3,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,,,,
day3/members/cathal/09_0625.webp,4,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,,,,
day4/members/bao/09_0694.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day2/members/allie/17_0093.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,
day3/members/werner/08_0498.webp,1,single_face,small,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,
day2/members/allie/16_0153.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,
day4/members/florian/11_0372.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,,,
day3/members/bjorn/12_0147.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,,,,
day1/members/werner/15_0312.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day3/members/stevan/09_0144.webp,3,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day1/members/onanong/14_0681.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,,,,
day2/members/allie/17_0175.webp,1,single_face,large,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,,,,
day2/members/tien/13_0043.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day4/members/cathal/18_0466.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,,,,
day1/members/onanong/19_0261.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,
day4/members/allie/13_0245.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,,,,
day1/members/tien/08_0483.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day2/members/florian/14_0293.webp,9,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,,,,
day2/members/klaus/12_0153.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day2/members/tien/19_0472.webp,8,multi_face,mixed_scale,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,,,,
day3/members/florian/14_0452.webp,2,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,
day3/members/cathal/18_0053.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day3/members/onanong/15_0609.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day3/members/tien/18_0251.webp,8,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day3/members/werner/10_0493.webp,4,multi_face,very_small_or_distant,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
day3/members/bjorn/15_0707.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
day1/members/werner/18_0011.webp,5,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,,,
day3/members/cathal/09_0099.webp,4,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,
day2/members/onanong/11_0590.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,,,,
day4/members/bao/10_0060.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,
day2/members/luca/18_0188.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day1/members/werner/17_0457.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
day4/members/bao/13_0536.webp,7,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day3/members/bjorn/10_0195.webp,3,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,
day4/members/florian/11_0305.webp,5,multi_face,large,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,,,,
day3/members/tien/17_0282.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
day3/members/cathal/15_0606.webp,0,no_face,none,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,
day3/members/onanong/11_0537.webp,2,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,,,,
day3/members/cathal/20_0290.webp,3,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,,
day3/members/werner/17_0005.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,,,,
day3/members/luca/10_0668.webp,4,multi_face,medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,,,,
day1/members/tien/15_0585.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,,,,
day2/members/florian/14_0717.webp,1,single_face,medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
day3/members/florian/20_0281.webp,5,multi_face,small,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,
day4/members/bjorn/15_0170.webp,1,single_face,very_small_or_distant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,
