protocol_id,image_id,evaluation_split,ground_truth_risk_state,predicted_risk_state,variant,privacy_score,text_ocr_suppression_rate,text_ocr_privacy_score,text_region_obscuration,screen_region_obscuration,utility_score,SSIM,LPIPS,non_sensitive_change_fraction,runtime_seconds,runtime_score,success_score,multimodal_anonymisation_score,screen_area_threshold,ground_truth_text_count,ground_truth_screen_count,predicted_text_count,predicted_screen_count,policy,ground_truth_text_present,predicted_text_present,ground_truth_screen_present,predicted_screen_present,missed_text_detection,missed_screen_detection,residual_text_readability,insufficient_screen_obscuration,utility_below_050,any_residual_risk_flag
MM2_0245,day4/members/florian/14_0024.webp,development,screen_present,screen_present,text_blur_screen_fill,0.9995844148316634,,,,0.9995844148316634,0.3978711570048892,0.7957423140097785,0.1926001757383346,0.1116027677961571,0.0088977889972738,0.991102211002726,1.0,0.8182637756175711,,0.0,1.0,0.0,1.0,adaptive_multimodal_policy,False,False,True,True,False,False,False,False,True,True
MM2_0248,day4/members/klaus/18_0374.webp,development,screen_present,screen_present,text_blur_screen_fill,0.9927952694551342,,,,0.9927952694551342,0.6606792971525215,0.951420220739369,0.0315030813217163,0.023565917808652,0.0076526619959622,0.9923473380040376,1.0,0.8938361576737274,,0.0,1.0,0.0,1.0,adaptive_multimodal_policy,False,False,True,True,False,False,False,False,False,False
MM2_0250,day4/members/bao/09_0349.webp,test,screen_present,screen_present,text_blur_screen_fill,0.996529495023712,,,,0.996529495023712,0.7633362933888614,0.9880658089905144,0.0230696611106395,0.0011808235806772,0.0083728680037893,0.9916271319962108,1.0,0.9264283487281354,,0.0,1.0,0.0,1.0,adaptive_multimodal_policy,False,False,True,True,False,False,False,False,False,False
MM2_0007,day1/members/florian/11_0315.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.0013329486651457,0.0,0.0,0.0044431622171523,,0.4641153265710796,0.9282306531421592,0.0801362693309784,0.071625828847559,0.0102132710017031,0.9897867289982968,1.0,0.3388797452037264,,1.0,0.0,8.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,True,False,True,True
MM2_0009,day1/members/allie/12_0701.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.9018323219037514,1.0,1.0,0.371787738476292,0.9921283222646152,0.4368663233764087,0.8737326467528174,0.1128651425242424,0.0283427537870223,0.0189849110029172,0.9810150889970828,1.0,0.7800775668645066,,1.0,1.0,162.0,1.0,adaptive_multimodal_policy,True,True,True,True,False,False,False,False,True,True
MM2_0011,day1/members/onanong/12_0645.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.999688044444876,,,,0.999688044444876,0.5123692776271489,0.9534020176547342,0.0464331731200218,0.030895849369412,0.0141593699954682,0.9858406300045316,1.0,0.8521388685110358,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0012,day1/members/onanong/12_0150.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9914902351769644,,,,0.9914902351769644,0.5510144097449345,0.9597465123418892,0.042885884642601,0.0323068728793498,0.0116633359866682,0.9883366640133318,1.0,0.8598831069132956,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0013,day1/members/onanong/13_0656.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.989570093907837,,,,0.989570093907837,0.4119416117045512,0.8238832234091024,0.142869085073471,0.0880095090830677,0.013029212001129,0.986970787998871,1.0,0.8170646092651709,,0.0,3.0,2.0,4.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0015,day1/members/werner/13_0227.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9859043640485342,,,,0.9859043640485342,0.4736725162490953,0.942052452966521,0.0497353710234165,0.0354381443298969,0.0092564249935094,0.9907435750064906,1.0,0.8341282943996448,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0017,day1/members/allie/14_0032.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9596367434145048,,,,0.9596367434145048,0.7440894439701049,0.9833131074674544,0.0247567109763622,0.020157996686037,0.014831990993116,0.985168009006884,1.0,0.9015620057989722,,0.0,1.0,15.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0018,day1/members/cathal/14_0438.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.9025681694374156,1.0,0.8848510095937792,0.9439082090725676,,0.4244972327365097,0.8489944654730195,0.131942793726921,0.1154241141893538,0.0099469199922168,0.9900530800077832,1.0,0.7776385625404391,,11.0,0.0,4.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0020,day1/members/tien/14_0109.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9568487757129333,,,,0.9568487757129333,0.9462989536871564,0.9903679463664792,0.0048885019496083,0.0021367521367521,0.0121855860052164,0.9878144139947836,1.0,0.9610955153620918,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0024,day1/members/florian/15_0596.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.927946239231353,,,,0.927946239231353,0.4116089868927367,0.8232179737854733,0.1691955924034118,0.1001067366431536,0.0150939469895092,0.9849060530104908,1.0,0.7859464209845465,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0025,day1/members/werner/16_0501.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990402745117088,,,,0.9990402745117088,0.683386641409162,0.981799116067416,0.0307512916624546,0.0149017823814856,0.017582885993761,0.982417114006239,1.0,0.9027778410792268,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0027,day1/members/florian/16_0046.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7978844249266132,1.0,0.8354430379746836,0.7102476611477821,,0.3923469932925527,0.7846939865851055,0.202610582113266,0.1079922653396501,0.0125710389984305,0.9874289610015694,1.0,0.7153892065512293,,2.0,0.0,1.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0034,day1/members/cathal/18_0506.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995852088472136,,,,0.9995852088472136,0.581538801064275,0.9553353879256692,0.0396128892898559,0.0061745557100139,0.011982520998572,0.988017479001428,1.0,0.8730559926430321,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0041,day1/members/florian/20_0272.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.4429412287633832,0.5,0.4016393442622951,0.5393122925992555,,0.3947816314174084,0.7895632628348169,0.198872298002243,0.0947739957203679,0.0139782640035264,0.9860217359964736,1.0,0.5385072774065615,,2.0,0.0,2.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,True,False,True,True
MM2_0042,day1/members/florian/20_0329.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8222926276447263,1.0,1.0,0.407642092149088,,0.4524183347731648,0.9048366695463296,0.1016970351338386,0.0608625690040459,0.0253691069956403,0.9746308930043596,1.0,0.7443349035547485,,2.0,0.0,230.0,2.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0044,day1/members/onanong/20_0021.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9393312168958255,,,,0.9393312168958255,0.4379464133261374,0.8758928266522749,0.1115762293338775,0.0870860164441729,0.0143545690079918,0.9856454309920082,1.0,0.7996140755449549,,0.0,2.0,5.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0049,day1/members/onanong/09_0581.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.987611513537874,,,,0.987611513537874,0.3552265400689864,0.7104530801379728,0.2238421440124511,0.1210818180942194,0.021868234995054,0.978131765004946,1.0,0.7981868952901275,,0.0,1.0,1.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0052,day1/members/onanong/09_0283.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9453754433401612,,,,0.9453754433401612,0.4877375591699079,0.9460352070935162,0.048528004437685,0.0338282177227128,0.008796116002486,0.991203883997514,1.0,0.8181293778208044,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0054,day2/members/florian/10_0037.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.4664970267475878,0.6,0.5666666666666667,0.2327678669364039,,0.4345643411715382,0.8691286823430765,0.1229978203773498,0.0296070816111935,0.010304191004252,0.989695808995748,1.0,0.5625873966248301,,5.0,0.0,3.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0057,day2/members/stevan/11_0550.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.0254857031244891,0.0,0.0,0.0849523437482971,,0.8260141256281359,0.9851633420246092,0.0166567545384168,0.0039070840886272,0.0098328829917591,0.9901671170082408,1.0,0.4595638009515094,,1.0,0.0,4.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,True,False,False,True
MM2_0060,day2/members/stevan/11_0245.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.882857928626263,0.9879629139155622,0.0111123528331518,0.0115972222222222,0.0120745720050763,0.9879254279949236,1.0,0.9636499213873712,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0061,day2/members/klaus/12_0131.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8998963764048988,1.0,0.8571428571428572,0.9996545880163292,,0.4536005911164387,0.9072011822328774,0.1082291901111602,0.0439908545812985,0.0145470980060053,0.9854529019939946,1.0,0.7845736557367805,,1.0,0.0,4.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0062,day2/members/luca/12_0322.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9056583759675012,,,,0.9056583759675012,0.3940696063390152,0.7881392126780304,0.1868195235729217,0.1143064689782205,0.0097704110085032,0.9902295889914968,1.0,0.7700730287846049,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0063,day2/members/klaus/12_0217.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8435806045353235,1.0,1.0,0.4786020151177451,,0.4332882686168635,0.866576537233727,0.1330055147409439,0.1185745167017359,0.0270108510012505,0.9729891489987494,1.0,0.7490756977525957,,1.0,0.0,209.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0065,day2/members/tien/13_0301.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9958342667804244,,,,0.9958342667804244,0.3493092234053791,0.6986184468107582,0.2388665378093719,0.0977793388192791,0.0134335990005638,0.9865664009994362,1.0,0.8013665405117697,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0066,day2/members/tien/13_0227.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9928687944047018,,,,0.9928687944047018,0.3521855400482757,0.7043710800965514,0.2426551580429077,0.090249136572444,0.0104098839947255,0.9895901160052744,1.0,0.801049070817361,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0067,day2/members/tien/13_0078.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.991959230313082,,,,0.991959230313082,0.3365700181201876,0.6731400362403753,0.259659856557846,0.101637607048241,0.016932907004957,0.9830670929950428,1.0,0.7952573298921014,,0.0,1.0,3.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0068,day2/members/tien/13_0190.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9920247178056716,,,,0.9920247178056716,0.3504489505044869,0.7008979010089739,0.2473670244216919,0.0946757721587949,0.0106851029995596,0.9893148970004404,1.0,0.8000785337542259,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0070,day2/members/werner/14_0023.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.92785150452287,,,,0.92785150452287,0.3669174152385444,0.7338348304770888,0.2175538837909698,0.0555882352941176,0.0146194660046603,0.9853805339953396,1.0,0.7725390302325322,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0072,day2/members/bjorn/14_0374.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.947357729519842,0.99781115441608,0.0051547847688198,0.004068287037037,0.0109938520035939,0.989006147996406,1.0,0.9831079336555932,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0073,day2/members/klaus/15_0332.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9988227332838256,,,,0.9988227332838256,0.3839313204610098,0.7678626409220196,0.2105410099029541,0.0325556759359576,0.0160679490072652,0.9839320509927348,1.0,0.8129839678794892,,0.0,1.0,11.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0074,day2/members/klaus/15_0290.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9972101066084552,,,,0.9972101066084552,0.381167936819936,0.7623358736398721,0.2054419070482254,0.0277155899284758,0.0111894669971661,0.9888105330028338,1.0,0.8118364876504918,,0.0,1.0,9.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0075,day2/members/klaus/15_0417.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991793194811264,,,,0.9991793194811264,0.3875979156559445,0.7751958313118891,0.2050834894180297,0.0322339009984396,0.012105731992051,0.987894268007949,1.0,0.8146584612381415,,0.0,1.0,9.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0076,day2/members/florian/15_0625.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991648485837258,,,,0.9991648485837258,0.3558165151127717,0.7116330302255435,0.2554570436477661,0.0893939067250264,0.0121600290003698,0.9878399709996302,1.0,0.8051113759256574,,0.0,1.0,11.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0077,day2/members/florian/16_0007.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9992747699087952,,,,0.9992747699087952,0.2681740062949073,0.5363480125898147,0.4312164187431335,0.2932842491531803,0.018586933001643,0.981413066998357,1.0,0.7782308935427055,,0.0,1.0,3.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0078,day2/members/florian/16_0111.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.5275925416724994,,,,0.5275925416724994,0.3952564269139673,0.7905128538279346,0.2001497745513916,0.035289414811923,0.0101127170055406,0.9898872829944594,1.0,0.5813619272098858,,0.0,2.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0079,day2/members/allie/16_0461.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9992494700160762,,,,0.9992494700160762,0.3503743595503163,0.7007487191006327,0.2930469810962677,0.0557900486642169,0.0124742530024377,0.9875257469975622,1.0,0.8034896175728893,,0.0,1.0,8.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0080,day2/members/allie/16_0504.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9993915718766412,,,,0.9993915718766412,0.3511609122928705,0.702321824585741,0.2966757416725158,0.0570901711271452,0.0181277759984368,0.9818722240015632,1.0,0.8032312820263381,,0.0,1.0,10.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0081,day2/members/florian/17_0708.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8798655543827014,1.0,0.8284398778140398,0.9998587997095788,,0.4009219626729157,0.8018439253458315,0.1932503134012222,0.176028799100323,0.0139436989993555,0.9860563010006445,1.0,0.7588149960932898,,19.0,0.0,4.0,2.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0083,day2/members/cathal/17_0031.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999217888760308,,,,0.9999217888760308,0.3963109230558626,0.7926218461117251,0.1973996609449386,0.0934791148356684,0.0154358909931033,0.9845641090068966,1.0,0.8173105822554638,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0086,day2/members/cathal/18_0623.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.0116148407048288,0.0,0.0,0.0387161356827627,,0.701386263758415,0.9825677316198228,0.0289897602051496,0.0136311451012312,0.0115854460018454,0.9884145539981546,1.0,0.4150647548797543,,1.0,0.0,17.0,4.0,adaptive_multimodal_policy,True,True,False,True,False,False,True,False,False,True
MM2_0089,day2/members/cathal/19_0065.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.8622374279259636,1.0,0.8032786885245902,0.9998078198625016,,0.4698737837486459,0.9397475674972918,0.0598583668470382,0.0462922227110524,0.0138441660092212,0.9861558339907788,1.0,0.7706964324866533,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0091,day2/members/cathal/19_0188.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9972144105988529,,,,0.9972144105988529,0.3572861820766786,0.7145723641533572,0.2656347751617431,0.1597764737502239,0.0168014240043703,0.9831985759956297,1.0,0.804112917521993,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0095,day2/members/werner/20_0669.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8763428970055747,0.969966740683112,0.0108640473335981,0.0251832561728395,0.0130425279930932,0.9869574720069068,1.0,0.961598616302363,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0099,day2/members/luca/08_0637.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8846185760693465,1.0,0.9389450056116724,0.7578569071372532,,0.6708261618912144,0.9586796810030784,0.0308513678610324,0.0202759209664121,0.0080846549972193,0.9919153450027808,1.0,0.8427486711023155,,3.0,0.0,3.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,False,False
MM2_0101,day2/members/werner/09_0713.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990434451697168,,,,0.9990434451697168,0.5199654647835019,0.9540599483505732,0.0457064509391784,0.0391549575087344,0.0088549360079923,0.9911450639920076,1.0,0.8546258684191096,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0102,day2/members/florian/09_0551.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7540326475482441,1.0,0.6486486486486487,0.9999286449806336,,0.4329984955755785,0.865996991151157,0.1208871603012085,0.042342170513065,0.0087779610039433,0.9912220389960568,1.0,0.7060380763464013,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0103,day2/members/florian/09_0655.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.9192157377540656,1.0,1.0,0.4730905317156907,0.996504315993424,0.4732169673933781,0.9464339347867564,0.0710105523467063,0.0094008016422201,0.0355691340082557,0.9644308659917442,1.0,0.7980160456942206,,1.0,1.0,309.0,1.0,adaptive_multimodal_policy,True,True,True,True,False,False,False,False,True,True
MM2_0104,day2/members/florian/09_0290.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9203490373753036,,,,0.9203490373753036,0.4444529536344586,0.8889059072689172,0.0947274044156074,0.0590193926088547,0.0089788650075206,0.9910211349924792,1.0,0.7926125182772373,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0105,day3/members/allie/10_0309.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.8657176780808035,1.0,1.0,0.204498645440542,0.9700857625294445,0.4216693342964943,0.8433386685929886,0.1476146876811981,0.102215375288148,0.0513161390117602,0.9486838609882398,1.0,0.754228025428174,,12.0,1.0,184.0,2.0,adaptive_multimodal_policy,True,True,True,True,False,False,False,False,True,True
MM2_0106,day3/members/klaus/10_0640.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.995300180028304,,,,0.995300180028304,0.3058927953976713,0.6117855907953426,0.3599993288516998,0.2414513996237871,0.0187084400095045,0.9812915599904954,1.0,0.787547084632503,,0.0,1.0,10.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0107,day3/members/bjorn/10_0208.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7785662614509812,1.0,0.9923076923076924,0.279836256118655,,0.4626598499830061,0.9253196999660124,0.0729188248515129,0.0488725438937435,0.0087785920040914,0.9912214079959084,1.0,0.7272032265199831,,5.0,0.0,7.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0108,day3/members/tien/10_0459.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.4652245542670846,1.0,1.0,0.0521248974816123,0.2148116392896856,0.4473872780132754,0.8947745560265509,0.0904280543327331,0.0988379874672993,0.0128433650097576,0.9871566349902424,1.0,0.5655441240365492,,1.0,1.0,12.0,4.0,adaptive_multimodal_policy,True,True,True,True,False,False,False,True,True,True
MM2_0109,day3/members/klaus/11_0126.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.994055516396527,,,,0.994055516396527,0.3008445721242738,0.6016891442485476,0.3756022751331329,0.2568988405013921,0.0233936169970547,0.9766063830029452,1.0,0.78494176813584,,0.0,1.0,10.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0110,day3/members/cathal/11_0222.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9851360711211702,,,,0.9851360711211702,0.3683244704939812,0.7366489409879625,0.2475740909576416,0.0814282308059132,0.010642059991369,0.989357940008631,1.0,0.8020011707096425,,0.0,1.0,1.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0111,day3/members/klaus/11_0085.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9538455168643304,,,,0.9538455168643304,0.317399491886783,0.634798983773566,0.3344780802726745,0.2148596213586542,0.0165779620001558,0.9834220379998442,1.0,0.7704848097981843,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0112,day3/members/tien/11_0629.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.4604282089069533,0.9208564178139066,0.0759623050689697,0.072397762345679,0.0117741939902771,0.9882258060097228,1.0,0.8369510432730582,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,True,True
MM2_0113,day3/members/klaus/12_0549.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990839966524698,,,,0.9990839966524698,0.4783847416595788,0.9567694833191576,0.0543385446071624,0.0225508804608812,0.0112164099991787,0.9887835900008212,1.0,0.8419357798241907,,0.0,2.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0115,day3/members/cathal/12_0103.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.8999319420104324,,,,0.8999319420104324,0.3878585662362536,0.7757171324725073,0.1312810033559799,0.0486540676592295,0.0146499819966265,0.9853500180033734,1.0,0.7648585426764296,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0116,day3/members/onanong/12_0079.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.990995404026531,,,,0.990995404026531,0.4662005103154014,0.9324010206308028,0.0583932995796203,0.0115682286060417,0.0105167599976994,0.9894832400023006,1.0,0.834306179108116,,0.0,2.0,1.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0118,day3/members/florian/13_0715.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.9235846903316056,1.0,0.8909090909090909,0.9998277556508072,,0.3803226583918842,0.7606453167837685,0.255228579044342,0.1876419352056803,0.0163697770040016,0.9836302229959984,1.0,0.7742521649829679,,1.0,0.0,6.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0119,day3/members/klaus/13_0050.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.524504724322056,,,,0.524504724322056,0.651801487711203,0.9652444837632416,0.0330820754170417,0.0165382183226622,0.0075357969908509,0.9924642030091492,1.0,0.6570392287753037,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0126,day3/members/allie/15_0629.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9984761799680056,,,,0.9984761799680056,0.3910244706512,0.7820489413024,0.1928836405277252,0.1795662077445624,0.0099263159936526,0.9900736840063472,1.0,0.8155527995799975,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0129,day3/members/allie/16_0001.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9968618280415062,,,,0.9968618280415062,0.4168299024981807,0.8336598049963615,0.165000319480896,0.1272843161937188,0.012865889002569,0.987134110997431,1.0,0.8221932958699504,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0132,day3/members/allie/16_0190.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.994386297048503,,,,0.994386297048503,0.4528140437974717,0.9056280875949436,0.0888756737112999,0.0677004449072321,0.0086539830081164,0.9913460169918836,1.0,0.8321719633626813,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0134,day3/members/tien/17_0068.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9821642166565848,,,,0.9821642166565848,0.7180929657255939,0.9760569386552436,0.0269935503602027,0.0116610293659205,0.0102431039995281,0.989756896000472,1.0,0.9054856876460178,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0136,day3/members/allie/17_0539.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.5456307574396084,0.9515991298923394,0.0430168807506561,0.0446643518518518,0.0085846760048298,0.9914153239951702,1.0,0.8628307596313995,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0137,day3/members/cathal/18_0312.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9994487496688866,,,,0.9994487496688866,0.3627383005867988,0.7254766011735976,0.2665216624736786,0.1507908251817963,0.0107276800117688,0.9892723199882312,1.0,0.807473097009306,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0139,day3/members/onanong/18_0453.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991272057894754,,,,0.9991272057894754,0.446111581443864,0.8922231628877281,0.1000701636075973,0.0868950879800167,0.0103355510073015,0.9896644489926985,1.0,0.8323635222271668,,0.0,1.0,6.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
