protocol,relative_path,image_id,image_path,source_group,day_id,camera_stream_id,timestamp_id,manual_review_status,category_review_status,manual_face_count,face_count_category,face_scale_category,condition_label,label_no_face,label_single_face,label_multi_face,label_small_face,label_medium_face,label_large_face,label_mixed_scale_face,label_very_small_or_distant_face,label_edge_or_partial_face,label_profile_or_occluded_face,label_downward_egocentric_view,label_motion_blur_or_low_sharpness,label_low_light_or_dim,label_high_clutter,label_outdoor_or_vehicle_scene,label_text_or_screen_risk_in_face_protocol,geom_face_count,geom_max_area_ratio,geom_mean_area_ratio,geom_min_area_ratio,geom_face_coverage_ratio,geom_max_height_ratio,geom_mean_height_ratio,geom_edge_face_count,geom_lower_frame_face_count,geom_upper_frame_face_count,geom_center_face_count,image_read_status,img_brightness_mean,img_brightness_std,img_sharpness_laplacian_var,img_edge_density,img_saturation_mean
baseline_500,day2/members/allie/13_0625.webp,day2/members/allie/13_0625.webp,data/castle2024/raw/day2/members/allie/13_0625.webp,day2/allie/13,day2,allie,13_0625,yes,reviewed,0,no_face,none,no_face|clutter_high,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,99.37554931640625,58.41212023871153,1113.1508432978098,0.12702772352430555,98.66773817274306
baseline_500,day3/members/stevan/11_0711.webp,day3/members/stevan/11_0711.webp,data/castle2024/raw/day3/members/stevan/11_0711.webp,day3/stevan/11,day3,stevan,11_0711,yes,reviewed,2,multi_face,medium,multi_face|medium|edge_or_partial|low_light_or_dim|clutter_low,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2.0,0.013975694444444445,0.012547019675925926,0.011118344907407407,0.025094039351851852,0.16666666666666666,0.15046296296296297,1.0,0.0,2.0,0.0,ok,71.73305257161458,46.693374921777384,928.6736497999983,0.08075629340277778,109.1531982421875
baseline_500,day3/members/werner/17_0162.webp,day3/members/werner/17_0162.webp,data/castle2024/raw/day3/members/werner/17_0162.webp,day3/werner/17,day3,werner,17_0162,yes,reviewed,2,multi_face,small,multi_face|small|edge_or_partial|clutter_high,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.007060908564814815,0.006368091724537037,0.00567527488425926,0.012736183449074075,0.11944444444444445,0.11087962962962963,1.0,0.0,1.0,0.0,ok,98.22197129991319,61.145936460541236,1535.9645038070043,0.14521620008680555,85.38051350911458
baseline_500,day2/members/klaus/19_0722.webp,day2/members/klaus/19_0722.webp,data/castle2024/raw/day2/members/klaus/19_0722.webp,day2/klaus/19,day2,klaus,19_0722,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_medium,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5.0,0.008230372299382716,0.003992742091049382,0.00013744212962962964,0.019963710455246912,0.1476851851851852,0.0876851851851852,1.0,3.0,0.0,1.0,ok,98.62505425347223,62.93553811643202,866.5089650716586,0.11006673177083333,90.14773898654514
baseline_500,day4/members/allie/10_0101.webp,day4/members/allie/10_0101.webp,data/castle2024/raw/day4/members/allie/10_0101.webp,day4/allie/10,day4,allie,10_0101,yes,reviewed,3,multi_face,medium,multi_face|medium|downward_egocentric|clutter_medium,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,0.014404899691358025,0.008315329218106996,0.005176986882716049,0.02494598765432099,0.19074074074074074,0.13348765432098766,0.0,1.0,1.0,0.0,ok,105.68010796440973,55.530775467408894,1082.4649111943113,0.10338677300347222,99.55107286241319
baseline_500,day3/members/allie/14_0220.webp,day3/members/allie/14_0220.webp,data/castle2024/raw/day3/members/allie/14_0220.webp,day3/allie/14,day3,allie,14_0220,yes,reviewed,0,no_face,none,no_face|low_light_or_dim|clutter_low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,68.28706190321181,61.17798633557775,677.3226676181787,0.08806694878472222,73.80044894748264
baseline_500,day4/members/klaus/12_0609.webp,day4/members/klaus/12_0609.webp,data/castle2024/raw/day4/members/klaus/12_0609.webp,day4/klaus/12,day4,klaus,12_0609,yes,reviewed,7,multi_face,mixed_scale,multi_face|mixed_scale|downward_egocentric|low_light_or_dim|clutter_high,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7.0,0.014889564043209876,0.004774012759038801,0.001177662037037037,0.03341808931327161,0.2199074074074074,0.10112433862433863,0.0,1.0,6.0,1.0,ok,85.31721327039931,58.64773123069646,1072.1303623471363,0.1565619574652778,113.35991753472223
baseline_500,day2/members/allie/12_0584.webp,day2/members/allie/12_0584.webp,data/castle2024/raw/day2/members/allie/12_0584.webp,day2/allie/12,day2,allie,12_0584,yes,reviewed,1,single_face,small,single_face|small|clutter_high,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0044762731481481485,0.0044762731481481485,0.0044762731481481485,0.0044762731481481485,0.09444444444444444,0.09444444444444444,1.0,0.0,1.0,0.0,ok,97.39350721571181,60.902936007757624,1709.73055754395,0.1539645724826389,105.36437310112848
baseline_500,day3/members/stevan/10_0599.webp,day3/members/stevan/10_0599.webp,data/castle2024/raw/day3/members/stevan/10_0599.webp,day3/stevan/10,day3,stevan,10_0599,yes,reviewed,6,multi_face,mixed_scale,multi_face|mixed_scale|downward_egocentric|clutter_low,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.0,0.003648244598765432,0.0013379107188786008,0.00028115354938271605,0.008027464313271605,0.0824074074074074,0.04845679012345678,0.0,5.0,0.0,1.0,ok,100.83747694227431,51.796909050215675,770.604735955596,0.0882907443576389,85.12567138671875
baseline_500,day1/members/klaus/08_0414.webp,day1/members/klaus/08_0414.webp,data/castle2024/raw/day1/members/klaus/08_0414.webp,day1/klaus/08,day1,klaus,08_0414,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,88.50189887152777,52.71996443203087,66.69669681341377,0.024542914496527776,96.19457329644098
baseline_500,day2/members/luca/10_0574.webp,day2/members/luca/10_0574.webp,data/castle2024/raw/day2/members/luca/10_0574.webp,day2/luca/10,day2,luca,10_0574,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|clutter_high,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,5.0,0.009059606481481481,0.005307556905864198,0.0017028356481481482,0.026537784529320988,0.18703703703703703,0.11296296296296297,1.0,0.0,2.0,1.0,ok,100.57141791449652,62.92626038681851,1249.624262077895,0.16486952039930555,96.31737603081598
baseline_500,day2/members/cathal/18_0303.webp,day2/members/cathal/18_0303.webp,data/castle2024/raw/day2/members/cathal/18_0303.webp,day2/cathal/18,day2,cathal,18_0303,yes,reviewed,0,no_face,none,no_face|clutter_medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,87.50875515407986,62.76575188558015,889.1978963922111,0.10878499348958333,94.82159423828125
baseline_500,day4/members/werner/12_0579.webp,day4/members/werner/12_0579.webp,data/castle2024/raw/day4/members/werner/12_0579.webp,day4/werner/12,day4,werner,12_0579,yes,reviewed,1,single_face,very_small_or_distant,single_face|very_small_or_distant|clutter_low,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0017959104938271605,0.0017959104938271605,0.0017959104938271605,0.0017959104938271605,0.06157407407407407,0.06157407407407407,0.0,0.0,0.0,1.0,ok,102.41300455729167,51.749096817429425,912.3445169511768,0.0939602322048611,56.277445475260414
baseline_500,day3/members/tien/14_0579.webp,day3/members/tien/14_0579.webp,data/castle2024/raw/day3/members/tien/14_0579.webp,day3/tien/14,day3,tien,14_0579,yes,reviewed,6,multi_face,small,multi_face|small|edge_or_partial|downward_egocentric|clutter_low,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6.0,0.006960358796296296,0.0033856979809670784,0.001626760223765432,0.02031418788580247,0.1310185185185185,0.08194444444444444,1.0,5.0,0.0,0.0,ok,101.69565836588542,61.088359329239104,675.9004346588513,0.08725992838541667,57.98383246527778
baseline_500,day3/members/werner/13_0338.webp,day3/members/werner/13_0338.webp,data/castle2024/raw/day3/members/werner/13_0338.webp,day3/werner/13,day3,werner,13_0338,yes,reviewed,0,no_face,none,no_face|clutter_low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,97.22048611111111,64.04943758445677,665.2584468346594,0.08647325303819445,101.74685329861111
baseline_500,day3/members/allie/13_0349.webp,day3/members/allie/13_0349.webp,data/castle2024/raw/day3/members/allie/13_0349.webp,day3/allie/13,day3,allie,13_0349,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|clutter_high,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.014140625,0.014140625,0.014140625,0.014140625,0.1,0.1,1.0,0.0,1.0,0.0,ok,94.43859185112848,62.09229411949514,2042.3904340267181,0.1598442925347222,78.81155056423611
baseline_500,day1/members/stevan/08_0479.webp,day1/members/stevan/08_0479.webp,data/castle2024/raw/day1/members/stevan/08_0479.webp,day1/stevan/08,day1,stevan,08_0479,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|downward_egocentric|low_light_or_dim|clutter_medium,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1.0,0.0035210503472222223,0.0035210503472222223,0.0035210503472222223,0.0035210503472222223,0.24583333333333332,0.24583333333333332,1.0,1.0,0.0,0.0,ok,64.29490831163194,53.137365647325396,628.1142196257449,0.10552300347222222,113.94584825303819
baseline_500,day2/members/tien/20_0293.webp,day2/members/tien/20_0293.webp,data/castle2024/raw/day2/members/tien/20_0293.webp,day2/tien/20,day2,tien,20_0293,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|downward_egocentric|clutter_medium,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5.0,0.015452473958333334,0.0064599006558641965,0.0016682339891975308,0.03229950327932098,0.19583333333333333,0.11407407407407406,0.0,5.0,0.0,0.0,ok,102.13372124565973,57.14162094588238,640.3620896129236,0.0948147243923611,80.32046169704861
baseline_500,day2/members/allie/16_0185.webp,day2/members/allie/16_0185.webp,data/castle2024/raw/day2/members/allie/16_0185.webp,day2/allie/16,day2,allie,16_0185,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|low_light_or_dim|clutter_medium,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.0,0.00887743537808642,0.00887743537808642,0.00887743537808642,0.00887743537808642,0.07268518518518519,0.07268518518518519,1.0,0.0,1.0,0.0,ok,77.73861355251736,54.98561554705176,774.2130293179717,0.10321723090277778,120.93415662977431
baseline_500,day1/members/onanong/13_0124.webp,day1/members/onanong/13_0124.webp,data/castle2024/raw/day1/members/onanong/13_0124.webp,day1/onanong/13,day1,onanong,13_0124,yes,reviewed,2,multi_face,medium,multi_face|medium|edge_or_partial|downward_egocentric|clutter_high,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2.0,0.015583767361111112,0.012804904513888889,0.010026041666666667,0.025609809027777777,0.2916666666666667,0.23541666666666666,2.0,1.0,0.0,0.0,ok,112.03819444444444,67.87204961051972,1259.146035194213,0.15818956163194445,66.88514539930556
baseline_500,day2/members/allie/10_0629.webp,day2/members/allie/10_0629.webp,data/castle2024/raw/day2/members/allie/10_0629.webp,day2/allie/10,day2,allie,10_0629,yes,reviewed,7,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|outdoor_or_vehicle|clutter_low,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,7.0,0.012164713541666667,0.005076626570767196,0.0008463541666666667,0.03553638599537037,0.15416666666666667,0.09543650793650794,1.0,7.0,0.0,0.0,ok,113.09005398220486,57.8925717764986,207.93887574138282,0.052103678385416664,65.59279378255208
baseline_500,day3/members/stevan/19_0188.webp,day3/members/stevan/19_0188.webp,data/castle2024/raw/day3/members/stevan/19_0188.webp,day3/stevan/19,day3,stevan,19_0188,yes,reviewed,0,no_face,none,no_face|clutter_high,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,96.95475260416667,61.8363378631104,1639.6224629591552,0.13786485460069445,80.177001953125
baseline_500,day4/members/luca/17_0556.webp,day4/members/luca/17_0556.webp,data/castle2024/raw/day4/members/luca/17_0556.webp,day4/luca/17,day4,luca,17_0556,yes,reviewed,0,no_face,none,no_face|clutter_medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,99.44567192925348,60.56931197053499,970.6596451747567,0.11448838975694445,61.623379177517364
baseline_500,day1/members/onanong/11_0715.webp,day1/members/onanong/11_0715.webp,data/castle2024/raw/day1/members/onanong/11_0715.webp,day1/onanong/11,day1,onanong,11_0715,yes,reviewed,1,single_face,very_small_or_distant,single_face|very_small_or_distant|clutter_low,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,1.0,ok,103.22766791449652,46.95300034939968,531.1874140631638,0.0641818576388889,62.49559190538194
baseline_500,day2/members/tien/10_0702.webp,day2/members/tien/10_0702.webp,data/castle2024/raw/day2/members/tien/10_0702.webp,day2/tien/10,day2,tien,10_0702,yes,reviewed,8,multi_face,mixed_scale,multi_face|mixed_scale|downward_egocentric|clutter_medium,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8.0,0.01258644386574074,0.003374852309992284,0.0008286313657407408,0.02699881847993827,0.18101851851851852,0.08136574074074074,0.0,8.0,0.0,0.0,ok,98.44315592447917,63.55964181443444,792.2025134710617,0.09771050347222222,77.73075358072917
baseline_500,day2/members/cathal/19_0565.webp,day2/members/cathal/19_0565.webp,data/castle2024/raw/day2/members/cathal/19_0565.webp,day2/cathal/19,day2,cathal,19_0565,yes,reviewed,4,multi_face,small,multi_face|small|clutter_high,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.00816333912037037,0.006714831693672839,0.0048712384259259256,0.026859326774691356,0.1412037037037037,0.12141203703703704,0.0,0.0,1.0,1.0,ok,89.96314154730902,56.539792472453975,1218.356984517043,0.15299479166666666,92.26021999782986
baseline_500,day2/members/bjorn/10_0545.webp,day2/members/bjorn/10_0545.webp,data/castle2024/raw/day2/members/bjorn/10_0545.webp,day2/bjorn/10,day2,bjorn,10_0545,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,5.0,0.013011067708333334,0.00572313850308642,0.002109013310185185,0.028615692515432098,0.26435185185185184,0.12398148148148147,1.0,1.0,3.0,1.0,ok,96.20184326171875,62.65921893612532,1192.49543851614,0.15181477864583334,88.62193467881944
baseline_500,day2/members/klaus/17_0349.webp,day2/members/klaus/17_0349.webp,data/castle2024/raw/day2/members/klaus/17_0349.webp,day2/klaus/17,day2,klaus,17_0349,yes,reviewed,3,multi_face,medium,multi_face|medium|edge_or_partial|low_light_or_dim|clutter_high,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3.0,0.022161940586419755,0.010828952867798355,0.0046484375,0.032486858603395063,0.18703703703703703,0.11774691358024691,2.0,0.0,3.0,0.0,ok,75.09565565321181,47.72362295489402,1035.1357917314692,0.12416585286458333,132.29043240017361
baseline_500,day2/members/onanong/13_0166.webp,day2/members/onanong/13_0166.webp,data/castle2024/raw/day2/members/onanong/13_0166.webp,day2/onanong/13,day2,onanong,13_0166,yes,reviewed,2,multi_face,medium,multi_face|medium|edge_or_partial|motion_blur_or_low_sharpness|clutter_low,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2.0,0.012603081597222222,0.008719557773919752,0.004836033950617284,0.017439115547839504,0.1597222222222222,0.1224537037037037,1.0,0.0,2.0,0.0,ok,96.943603515625,61.79281942367717,174.8961914677955,0.06806098090277778,93.28626844618056
baseline_500,day1/members/luca/11_0369.webp,day1/members/luca/11_0369.webp,data/castle2024/raw/day1/members/luca/11_0369.webp,day1/luca/11,day1,luca,11_0369,yes,reviewed,1,single_face,large,single_face|large|edge_or_partial|downward_egocentric|clutter_low,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.0,0.09244791666666667,0.09244791666666667,0.09244791666666667,0.09244791666666667,0.2777777777777778,0.2777777777777778,1.0,1.0,0.0,0.0,ok,103.86838107638889,47.18073684085593,691.217090252741,0.0870022243923611,86.39582655164931
baseline_500,day4/members/onanong/11_0171.webp,day4/members/onanong/11_0171.webp,data/castle2024/raw/day4/members/onanong/11_0171.webp,day4/onanong/11,day4,onanong,11_0171,yes,reviewed,7,multi_face,small,multi_face|small|clutter_high,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.008325135030864197,0.002876898010361552,0.0012201003086419753,0.020138286072530865,0.1310185185185185,0.07248677248677249,0.0,0.0,7.0,0.0,ok,90.99778238932292,67.82420625260062,851.9675524218216,0.12498643663194445,111.57398139105902
baseline_500,day3/members/onanong/10_0598.webp,day3/members/onanong/10_0598.webp,data/castle2024/raw/day3/members/onanong/10_0598.webp,day3/onanong/10,day3,onanong,10_0598,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|motion_blur_or_low_sharpness|clutter_low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0,0.007937282986111112,0.002878303433641976,0.0005222800925925926,0.01439151716820988,0.13194444444444445,0.0715740740740741,0.0,0.0,2.0,2.0,ok,104.60120307074652,58.691089849198875,347.9511913156343,0.08894856770833333,86.73489718967014
baseline_500,day2/members/werner/10_0363.webp,day2/members/werner/10_0363.webp,data/castle2024/raw/day2/members/werner/10_0363.webp,day2/werner/10,day2,werner,10_0363,yes,reviewed,2,multi_face,small,multi_face|small|downward_egocentric|clutter_low,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.006486545138888889,0.0051728877314814814,0.003859230324074074,0.010345775462962963,0.08981481481481482,0.07893518518518519,0.0,1.0,1.0,0.0,ok,112.61004638671875,62.78586136375453,514.5589857178246,0.09425862630208333,74.83273654513889
baseline_500,day1/members/tien/17_0065.webp,day1/members/tien/17_0065.webp,data/castle2024/raw/day1/members/tien/17_0065.webp,day1/tien/17,day1,tien,17_0065,yes,reviewed,3,multi_face,small,multi_face|small|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0.005393518518518519,0.0030662856867283953,0.0006608072916666666,0.009198857060185186,0.10787037037037037,0.06882716049382716,0.0,3.0,0.0,0.0,ok,105.39214409722223,52.11444127382597,319.93873810432393,0.054850260416666664,79.45879448784723
baseline_500,day3/members/florian/11_0626.webp,day3/members/florian/11_0626.webp,data/castle2024/raw/day3/members/florian/11_0626.webp,day3/florian/11,day3,florian,11_0626,yes,reviewed,1,single_face,very_small_or_distant,single_face|very_small_or_distant|edge_or_partial|clutter_medium,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.0018818721064814815,0.0018818721064814815,0.0018818721064814815,0.0018818721064814815,0.059722222222222225,0.059722222222222225,1.0,0.0,1.0,0.0,ok,101.56148274739583,61.71993991674517,1224.0573955321297,0.11783854166666667,70.71390109592014
baseline_500,day3/members/cathal/18_0028.webp,day3/members/cathal/18_0028.webp,data/castle2024/raw/day3/members/cathal/18_0028.webp,day3/cathal/18,day3,cathal,18_0028,yes,reviewed,6,multi_face,small,multi_face|small|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6.0,0.005426311728395062,0.0037596450617283944,0.002387152777777778,0.022557870370370367,0.10740740740740741,0.08726851851851852,0.0,4.0,0.0,2.0,ok,94.08408610026042,51.968300077004905,299.97140552926766,0.09149169921875,85.89531114366319
baseline_500,day2/members/werner/12_0551.webp,day2/members/werner/12_0551.webp,data/castle2024/raw/day2/members/werner/12_0551.webp,day2/werner/12,day2,werner,12_0551,yes,reviewed,3,multi_face,medium,multi_face|medium|edge_or_partial|clutter_high,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.0,0.013557942708333333,0.010335125707304526,0.0072048611111111115,0.03100537712191358,0.19212962962962962,0.16805555555555554,1.0,0.0,2.0,0.0,ok,98.54869927300348,60.93467097969961,1539.5426913748183,0.15311686197916666,78.66374376085069
baseline_500,day3/members/onanong/19_0552.webp,day3/members/onanong/19_0552.webp,data/castle2024/raw/day3/members/onanong/19_0552.webp,day3/onanong/19,day3,onanong,19_0552,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|clutter_high,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.004717640817901235,0.004717640817901235,0.004717640817901235,0.004717640817901235,0.09953703703703703,0.09953703703703703,1.0,0.0,1.0,0.0,ok,95.85042995876736,58.39714331253272,1023.9192134708533,0.12272813585069445,96.57417805989583
baseline_500,day3/members/werner/17_0119.webp,day3/members/werner/17_0119.webp,data/castle2024/raw/day3/members/werner/17_0119.webp,day3/werner/17,day3,werner,17_0119,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,118.58875868055556,46.13022305850046,116.05181092681522,0.046346028645833336,88.66434733072917
baseline_500,day2/members/onanong/11_0059.webp,day2/members/onanong/11_0059.webp,data/castle2024/raw/day2/members/onanong/11_0059.webp,day2/onanong/11,day2,onanong,11_0059,yes,reviewed,6,multi_face,mixed_scale,multi_face|mixed_scale|downward_egocentric|clutter_high,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6.0,0.014169560185185184,0.004242300025720164,0.0013744212962962963,0.025453800154320985,0.21851851851851853,0.09452160493827161,0.0,2.0,1.0,2.0,ok,93.13239881727431,61.916660433243074,1188.293332209144,0.1352267795138889,88.07370334201389
baseline_500,day3/members/onanong/14_0487.webp,day3/members/onanong/14_0487.webp,data/castle2024/raw/day3/members/onanong/14_0487.webp,day3/onanong/14,day3,onanong,14_0487,yes,reviewed,3,multi_face,medium,multi_face|medium|edge_or_partial|clutter_high,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.0,0.008700810185185185,0.007708654835390946,0.007110339506172839,0.02312596450617284,0.14074074074074075,0.13132716049382717,1.0,0.0,2.0,0.0,ok,91.44626871744792,65.04796951058613,1570.6429897204132,0.1508517795138889,63.847066243489586
baseline_500,day2/members/stevan/20_0276.webp,day2/members/stevan/20_0276.webp,data/castle2024/raw/day2/members/stevan/20_0276.webp,day2/stevan/20,day2,stevan,20_0276,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.0,0.006247106481481481,0.006247106481481481,0.006247106481481481,0.006247106481481481,0.09444444444444444,0.09444444444444444,1.0,1.0,0.0,0.0,ok,104.40263536241319,50.42710512902944,259.9715477978282,0.051920572916666664,77.91615125868056
baseline_500,day3/members/tien/08_0498.webp,day3/members/tien/08_0498.webp,data/castle2024/raw/day3/members/tien/08_0498.webp,day3/tien/08,day3,tien,08_0498,yes,reviewed,3,multi_face,very_small_or_distant,multi_face|very_small_or_distant|downward_egocentric|clutter_low,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,0.0018753616898148147,0.0014647633744855968,0.001181640625,0.00439429012345679,0.08472222222222223,0.0617283950617284,1.0,3.0,0.0,0.0,ok,100.74708387586806,45.02487736364462,597.731131138441,0.06754557291666667,65.31024169921875
baseline_500,day3/members/allie/10_0350.webp,day3/members/allie/10_0350.webp,data/castle2024/raw/day3/members/allie/10_0350.webp,day3/allie/10,day3,allie,10_0350,yes,reviewed,0,no_face,none,no_face|low_light_or_dim|clutter_medium,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,87.49808078342014,51.63967219562872,668.0076761096716,0.10938178168402778,111.05411105685764
baseline_500,day1/members/cathal/08_0395.webp,day1/members/cathal/08_0395.webp,data/castle2024/raw/day1/members/cathal/08_0395.webp,day1/cathal/08,day1,cathal,08_0395,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,93.22271728515625,55.4228719420487,237.6616190859105,0.05843777126736111,43.93773735894097
baseline_500,day2/members/klaus/13_0598.webp,day2/members/klaus/13_0598.webp,data/castle2024/raw/day2/members/klaus/13_0598.webp,day2/klaus/13,day2,klaus,13_0598,yes,reviewed,3,multi_face,medium,multi_face|medium|motion_blur_or_low_sharpness|clutter_medium,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0.013806544174382715,0.008345670974794238,0.005476707175925926,0.025037012924382714,0.17731481481481481,0.13194444444444445,1.0,0.0,3.0,0.0,ok,106.69666883680556,60.265414602711274,344.16409830086764,0.09808349609375,94.42382134331598
baseline_500,day1/members/werner/13_0345.webp,day1/members/werner/13_0345.webp,data/castle2024/raw/day1/members/werner/13_0345.webp,day1/werner/13,day1,werner,13_0345,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,76.97433810763889,60.082506595894884,441.6582905450997,0.08245171440972222,108.76585557725694
baseline_500,day3/members/stevan/17_0409.webp,day3/members/stevan/17_0409.webp,data/castle2024/raw/day3/members/stevan/17_0409.webp,day3/stevan/17,day3,stevan,17_0409,yes,reviewed,2,multi_face,medium,multi_face|medium|edge_or_partial|downward_egocentric|clutter_medium,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2.0,0.0341358024691358,0.022423562885802467,0.010711323302469137,0.044847125771604934,0.23703703703703705,0.19583333333333333,1.0,2.0,0.0,0.0,ok,100.75870090060764,57.51593600740204,670.3244844041765,0.0947604709201389,86.77409532335069
baseline_500,day2/members/tien/13_0178.webp,day2/members/tien/13_0178.webp,data/castle2024/raw/day2/members/tien/13_0178.webp,day2/tien/13,day2,tien,13_0178,yes,reviewed,0,no_face,none,no_face|clutter_medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,105.97988552517361,57.036502941379865,1210.460338980879,0.12849934895833334,33.227457682291664
