protocol_id,image_id,evaluation_split,ground_truth_risk_state,predicted_risk_state,variant,privacy_score,text_ocr_suppression_rate,text_ocr_privacy_score,text_region_obscuration,screen_region_obscuration,utility_score,SSIM,LPIPS,non_sensitive_change_fraction,runtime_seconds,runtime_score,success_score,multimodal_anonymisation_score,screen_area_threshold,ground_truth_text_count,ground_truth_screen_count,predicted_text_count,predicted_screen_count,policy
MM2_0020,day1/members/tien/14_0109.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9568487757129333,,,,0.9568487757129333,0.9462989536871564,0.9903679463664793,0.004888501949608326,0.002136752136752137,0.007154353996156715,0.9928456460038433,1.0,0.9615986385629979,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0024,day1/members/florian/15_0596.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.927946239231353,,,,0.927946239231353,0.4116089868927367,0.8232179737854733,0.16919559240341187,0.10010673664315367,0.011385072997654788,0.9886149270023452,1.0,0.7863173083837319,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0025,day1/members/werner/16_0501.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990402745117088,,,,0.9990402745117088,0.683386641409162,0.9817991160674161,0.030751291662454605,0.014901782381485628,0.01234302700322587,0.9876569729967741,1.0,0.9033018269782804,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy
MM2_0027,day1/members/florian/16_0046.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7978844249266132,1.0,0.8354430379746836,0.7102476611477821,,0.39234699329255274,0.7846939865851055,0.202610582113266,0.10799226533965012,0.009254046002752148,0.9907459539972479,1.0,0.7157209058507971,,2.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0034,day1/members/cathal/18_0506.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995852088472137,,,,0.9995852088472137,0.581538801064275,0.9553353879256692,0.03961288928985596,0.006174555710013901,0.007282047998160124,0.9927179520018399,1.0,0.8735260399430733,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0041,day1/members/florian/20_0272.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.4429412287633832,0.5,0.4016393442622951,0.5393122925992555,,0.39478163141740846,0.7895632628348169,0.19887229800224304,0.09477399572036796,0.009010727007989772,0.9909892729920102,1.0,0.5390040311061152,,2.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0042,day1/members/florian/20_0329.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8222926276447263,1.0,1.0,0.407642092149088,,0.4524183347731648,0.9048366695463296,0.10169703513383865,0.06086256900404599,0.023791198997059837,0.9762088010029402,1.0,0.7444926943546065,,2.0,0.0,230.0,2.0,adaptive_multimodal_policy
MM2_0044,day1/members/onanong/20_0021.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9393312168958257,,,,0.9393312168958257,0.43794641332613743,0.8758928266522749,0.11157622933387756,0.08708601644417294,0.00848821499675978,0.9915117850032402,1.0,0.8002007109460781,,0.0,2.0,5.0,3.0,adaptive_multimodal_policy
MM2_0049,day1/members/onanong/09_0581.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9876115135378741,,,,0.9876115135378741,0.3552265400689864,0.7104530801379728,0.22384214401245117,0.12108181809421945,0.016135489000589587,0.9838645109994104,1.0,0.798760169889574,,0.0,1.0,1.0,3.0,adaptive_multimodal_policy
MM2_0052,day1/members/onanong/09_0283.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9453754433401613,,,,0.9453754433401613,0.48773755916990796,0.9460352070935162,0.04852800443768501,0.033828217722712835,0.008446698004263453,0.9915533019957365,1.0,0.8181643196206267,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0054,day2/members/florian/10_0037.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.4664970267475878,0.6,0.5666666666666667,0.23276786693640394,,0.43456434117153825,0.8691286823430765,0.12299782037734985,0.029607081611193575,0.009897721000015736,0.9901022789999843,1.0,0.5626280436252538,,5.0,0.0,3.0,1.0,adaptive_multimodal_policy
MM2_0057,day2/members/stevan/11_0550.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.025485703124489157,0.0,0.0,0.08495234374829719,,0.8260141256281359,0.9851633420246092,0.016656754538416862,0.003907084088627205,0.007373804008238949,0.992626195991761,1.0,0.4598097088498614,,1.0,0.0,4.0,1.0,adaptive_multimodal_policy
MM2_0060,day2/members/stevan/11_0245.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.882857928626263,0.9879629139155622,0.011112352833151817,0.011597222222222222,0.006913157994858921,0.9930868420051411,1.0,0.964166062788393,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0061,day2/members/klaus/12_0131.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8998963764048988,1.0,0.8571428571428572,0.9996545880163293,,0.4536005911164387,0.9072011822328774,0.10822919011116028,0.04399085458129852,0.012142972991568968,0.987857027008431,1.0,0.7848140682382241,,1.0,0.0,4.0,1.0,adaptive_multimodal_policy
MM2_0062,day2/members/luca/12_0322.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9056583759675013,,,,0.9056583759675013,0.3940696063390152,0.7881392126780304,0.18681952357292175,0.11430646897822054,0.009088694001547992,0.990911305998452,1.0,0.7701412004853004,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0063,day2/members/klaus/12_0217.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8435806045353235,1.0,1.0,0.47860201511774514,,0.4332882686168635,0.866576537233727,0.1330055147409439,0.11857451670173592,0.020999694999773055,0.979000305000227,1.0,0.7496768133527435,,1.0,0.0,209.0,1.0,adaptive_multimodal_policy
MM2_0065,day2/members/tien/13_0301.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9958342667804245,,,,0.9958342667804245,0.3493092234053791,0.6986184468107582,0.23886653780937195,0.09777933881927918,0.010548320002271794,0.9894516799977282,1.0,0.8016550684115988,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy
MM2_0066,day2/members/tien/13_0227.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9928687944047018,,,,0.9928687944047018,0.3521855400482757,0.7043710800965514,0.24265515804290771,0.09024913657244409,0.010324360991944559,0.9896756390080554,1.0,0.8010576231176391,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy
MM2_0067,day2/members/tien/13_0078.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9919592303130819,,,,0.9919592303130819,0.33657001812018766,0.6731400362403753,0.25965985655784607,0.10163760704824103,0.010694896001950838,0.9893051039980492,1.0,0.7958811309924021,,0.0,1.0,3.0,2.0,adaptive_multimodal_policy
MM2_0068,day2/members/tien/13_0190.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9920247178056715,,,,0.9920247178056715,0.35044895050448693,0.7008979010089739,0.2473670244216919,0.09467577215879494,0.010368370989453979,0.989631629010546,1.0,0.8001102069552365,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy
MM2_0070,day2/members/werner/14_0023.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9278515045228699,,,,0.9278515045228699,0.3669174152385444,0.7338348304770888,0.21755388379096985,0.05558823529411765,0.009744429989950731,0.9902555700100493,1.0,0.7730265338340031,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0072,day2/members/bjorn/14_0374.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.9473577295198419,0.99781115441608,0.005154784768819809,0.004068287037037037,0.007994736995897256,0.9920052630041027,1.0,0.9834078451563629,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0073,day2/members/klaus/15_0332.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9988227332838255,,,,0.9988227332838255,0.3839313204610098,0.7678626409220196,0.2105410099029541,0.03255567593595762,0.01082554399908986,0.9891744560009101,1.0,0.8135082083803068,,0.0,1.0,11.0,1.0,adaptive_multimodal_policy
MM2_0074,day2/members/klaus/15_0290.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9972101066084551,,,,0.9972101066084551,0.38116793681993605,0.7623358736398721,0.2054419070482254,0.027715589928475896,0.0103304710064549,0.9896695289935451,1.0,0.8119223872495629,,0.0,1.0,9.0,1.0,adaptive_multimodal_policy
MM2_0075,day2/members/klaus/15_0417.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991793194811264,,,,0.9991793194811264,0.38759791565594454,0.7751958313118891,0.20508348941802979,0.03223390099843964,0.010533716005738825,0.9894662839942612,1.0,0.8148156628367726,,0.0,1.0,9.0,1.0,adaptive_multimodal_policy
MM2_0076,day2/members/florian/15_0625.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991648485837258,,,,0.9991648485837258,0.35581651511277174,0.7116330302255435,0.2554570436477661,0.08939390672502641,0.011546137000550516,0.9884538629994495,1.0,0.8051727651256394,,0.0,1.0,11.0,2.0,adaptive_multimodal_policy
MM2_0077,day2/members/florian/16_0007.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9992747699087953,,,,0.9992747699087953,0.26817400629490734,0.5363480125898147,0.43121641874313354,0.2932842491531803,0.013898341989261098,0.9861016580107389,1.0,0.7786997526439438,,0.0,1.0,3.0,3.0,adaptive_multimodal_policy
MM2_0078,day2/members/florian/16_0111.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.5275925416724994,,,,0.5275925416724994,0.3952564269139673,0.7905128538279346,0.2001497745513916,0.035289414811923034,0.009759114007465541,0.9902408859925345,1.0,0.5813972875096933,,0.0,2.0,5.0,1.0,adaptive_multimodal_policy
MM2_0079,day2/members/allie/16_0461.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9992494700160762,,,,0.9992494700160762,0.35037435955031637,0.7007487191006327,0.2930469810962677,0.055790048664216906,0.011186018004082143,0.9888139819959179,1.0,0.8036184410727248,,0.0,1.0,8.0,2.0,adaptive_multimodal_policy
MM2_0080,day2/members/allie/16_0504.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9993915718766413,,,,0.9993915718766413,0.3511609122928705,0.702321824585741,0.29667574167251587,0.05709017112714527,0.010824088007211685,0.9891759119927883,1.0,0.8039616508254607,,0.0,1.0,10.0,2.0,adaptive_multimodal_policy
MM2_0081,day2/members/florian/17_0708.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8798655543827014,1.0,0.8284398778140398,0.9998587997095788,,0.40092196267291574,0.8018439253458315,0.19325031340122223,0.176028799100323,0.009672858999692835,0.9903271410003072,1.0,0.7592420800932561,,19.0,0.0,4.0,2.0,adaptive_multimodal_policy
MM2_0083,day2/members/cathal/17_0031.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999217888760309,,,,0.9999217888760309,0.3963109230558626,0.7926218461117251,0.19739966094493866,0.09347911483566845,0.009866255000815727,0.9901337449991843,1.0,0.8178675458546926,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy
MM2_0086,day2/members/cathal/18_0623.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.011614840704828832,0.0,0.0,0.038716135682762776,,0.701386263758415,0.9825677316198229,0.02898976020514965,0.013631145101231298,0.007895756993093528,0.9921042430069065,1.0,0.4154337237806296,,1.0,0.0,17.0,4.0,adaptive_multimodal_policy
MM2_0089,day2/members/cathal/19_0065.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.8622374279259636,1.0,0.8032786885245902,0.9998078198625016,,0.4698737837486459,0.9397475674972918,0.05985836684703827,0.046292222711052454,0.008784484991338104,0.9912155150086619,1.0,0.7712024005884417,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0091,day2/members/cathal/19_0188.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9972144105988529,,,,0.9972144105988529,0.3572861820766786,0.7145723641533572,0.26563477516174316,0.15977647375022397,0.009691729006590322,0.9903082709934097,1.0,0.804823887021771,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0095,day2/members/werner/20_0669.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8763428970055747,0.969966740683112,0.010864047333598137,0.025183256172839508,0.007409981990349479,0.9925900180096505,1.0,0.9621618709026374,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0099,day2/members/luca/08_0637.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8846185760693465,1.0,0.9389450056116723,0.7578569071372532,,0.6708261618912144,0.9586796810030785,0.030851367861032486,0.020275920966412102,0.0076406409934861585,0.9923593590065138,1.0,0.8427930725026889,,3.0,0.0,3.0,1.0,adaptive_multimodal_policy
MM2_0101,day2/members/werner/09_0713.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990434451697167,,,,0.9990434451697167,0.5199654647835019,0.9540599483505733,0.04570645093917847,0.039154957508734475,0.008500127994921058,0.9914998720050789,1.0,0.8546613492204168,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0102,day2/members/florian/09_0551.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7540326475482441,1.0,0.6486486486486487,0.9999286449806335,,0.4329984955755785,0.865996991151157,0.1208871603012085,0.04234217051306504,0.008070330994087271,0.9919296690059127,1.0,0.7061088393473869,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0103,day2/members/florian/09_0655.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.9192157377540655,1.0,1.0,0.4730905317156907,0.9965043159934239,0.47321696739337815,0.9464339347867563,0.07101055234670639,0.009400801642220112,0.030580288992496207,0.9694197110075038,1.0,0.7985149301957966,,1.0,1.0,309.0,1.0,adaptive_multimodal_policy
MM2_0104,day2/members/florian/09_0290.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9203490373753037,,,,0.9203490373753037,0.4444529536344586,0.8889059072689172,0.09472740441560745,0.05901939260885474,0.008615022001322359,0.9913849779986776,1.0,0.7926489025778573,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0105,day3/members/allie/10_0309.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.8657176780808035,1.0,1.0,0.20449864544054208,0.9700857625294443,0.4216693342964943,0.8433386685929886,0.14761468768119812,0.10221537528814809,0.04549463700095657,0.9545053629990434,1.0,0.7548101756292543,,12.0,1.0,184.0,2.0,adaptive_multimodal_policy
MM2_0106,day3/members/klaus/10_0640.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9953001800283041,,,,0.9953001800283041,0.3058927953976713,0.6117855907953426,0.35999932885169983,0.2414513996237871,0.011551942996447906,0.9884480570035521,1.0,0.7882627343338087,,0.0,1.0,10.0,3.0,adaptive_multimodal_policy
MM2_0107,day3/members/bjorn/10_0208.webp,test,text_present,text_and_screen_present,text_blur_screen_fill,0.7785662614509812,1.0,0.9923076923076923,0.27983625611865504,,0.46265984998300613,0.9253196999660123,0.07291882485151291,0.0488725438937435,0.008564489995478652,0.9914355100045213,1.0,0.7272246367208445,,5.0,0.0,7.0,1.0,adaptive_multimodal_policy
MM2_0108,day3/members/tien/10_0459.webp,development,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.46522455426708464,1.0,1.0,0.05212489748161231,0.2148116392896856,0.44738727801327544,0.8947745560265509,0.09042805433273315,0.09883798746729938,0.008620185995823704,0.9913798140041763,1.0,0.5659664419379425,,1.0,1.0,12.0,4.0,adaptive_multimodal_policy
MM2_0109,day3/members/klaus/11_0126.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.994055516396527,,,,0.994055516396527,0.3008445721242738,0.6016891442485476,0.37560227513313293,0.2568988405013921,0.014316971006337553,0.9856830289936624,1.0,0.7858494327349118,,0.0,1.0,10.0,1.0,adaptive_multimodal_policy
MM2_0110,day3/members/cathal/11_0222.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9851360711211702,,,,0.9851360711211702,0.36832447049398126,0.7366489409879625,0.2475740909576416,0.08142823080591322,0.010798011004226282,0.9892019889957737,1.0,0.8019855756083568,,0.0,1.0,1.0,3.0,adaptive_multimodal_policy
MM2_0111,day3/members/klaus/11_0085.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9538455168643303,,,,0.9538455168643303,0.317399491886783,0.634798983773566,0.33447808027267456,0.21485962135865425,0.011752985999919474,0.9882470140000805,1.0,0.7709673073982081,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0112,day3/members/tien/11_0629.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.4604282089069533,0.9208564178139066,0.07596230506896973,0.07239776234567902,0.007624142992426641,0.9923758570075734,1.0,0.8373660483728433,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0113,day3/members/klaus/12_0549.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990839966524698,,,,0.9990839966524698,0.4783847416595788,0.9567694833191576,0.054338544607162476,0.022550880460881287,0.007694111991440877,0.9923058880085591,1.0,0.8422880096249644,,0.0,2.0,1.0,1.0,adaptive_multimodal_policy
MM2_0115,day3/members/cathal/12_0103.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.8999319420104324,,,,0.8999319420104324,0.38785856623625364,0.7757171324725073,0.13128100335597992,0.048654067659229555,0.009353290995932184,0.9906467090040678,1.0,0.7653882117764991,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0116,day3/members/onanong/12_0079.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.990995404026531,,,,0.990995404026531,0.4662005103154014,0.9324010206308028,0.05839329957962036,0.011568228606041755,0.0077892379922559485,0.992210762007744,1.0,0.8345789313086603,,0.0,2.0,1.0,3.0,adaptive_multimodal_policy
MM2_0118,day3/members/florian/13_0715.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.9235846903316056,1.0,0.8909090909090909,0.9998277556508071,,0.3803226583918842,0.7606453167837685,0.25522857904434204,0.1876419352056803,0.010980630991980433,0.9890193690080196,1.0,0.77479107958417,,1.0,0.0,6.0,1.0,adaptive_multimodal_policy
MM2_0119,day3/members/klaus/13_0050.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.524504724322056,,,,0.524504724322056,0.651801487711203,0.9652444837632416,0.03308207541704178,0.01653821832266224,0.00751842200406827,0.9924815779959317,1.0,0.657040966273982,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0126,day3/members/allie/15_0629.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9984761799680056,,,,0.9984761799680056,0.3910244706512,0.7820489413024,0.19288364052772522,0.17956620774456247,0.009471534998738207,0.9905284650012618,1.0,0.8155982776794889,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy
MM2_0129,day3/members/allie/16_0001.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9968618280415062,,,,0.9968618280415062,0.41682990249818075,0.8336598049963615,0.165000319480896,0.1272843161937188,0.008635763995698653,0.9913642360043013,1.0,0.8226163083706375,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0132,day3/members/allie/16_0190.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.994386297048503,,,,0.994386297048503,0.45281404379747175,0.9056280875949435,0.0888756737112999,0.06770044490723211,0.0077401070011546835,0.9922598929988453,1.0,0.8322633509633776,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0134,day3/members/tien/17_0068.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9821642166565849,,,,0.9821642166565849,0.7180929657255939,0.9760569386552437,0.02699355036020279,0.011661029365920568,0.007238878999487497,0.9927611210005125,1.0,0.9057861101460218,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0136,day3/members/allie/17_0539.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.5456307574396084,0.9515991298923394,0.04301688075065613,0.04466435185185185,0.008090800998616032,0.991909199001384,1.0,0.8628801471320209,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0137,day3/members/cathal/18_0312.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9994487496688866,,,,0.9994487496688866,0.3627383005867988,0.7254766011735976,0.2665216624736786,0.15079082518179635,0.01003854199370835,0.9899614580062917,1.0,0.8075420108111121,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy
MM2_0139,day3/members/onanong/18_0453.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9991272057894754,,,,0.9991272057894754,0.44611158144386404,0.8922231628877281,0.10007016360759735,0.08689508798001676,0.010034606995759532,0.9899653930042405,1.0,0.832393616628321,,0.0,1.0,6.0,2.0,adaptive_multimodal_policy
MM2_0142,day3/members/tien/19_0011.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9982692476476601,,,,0.9982692476476601,0.4597183172472319,0.9194366344944638,0.06883477419614792,0.044066695539194456,0.008710722002433613,0.9912892779975664,1.0,0.8361790467977562,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0143,day3/members/cathal/19_0118.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.7327793103799205,,,,0.7327793103799205,0.45795524371775137,0.9159104874355027,0.0926983505487442,0.036259111274575366,0.010205549988313578,0.9897944500116864,1.0,0.7027556733064543,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy
MM2_0144,day3/members/onanong/19_0470.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9248639588925038,,,,0.9248639588925038,0.4254622544537585,0.850924508907517,0.13811887800693512,0.08560871054461663,0.010746678002760746,0.9892533219972393,1.0,0.7889959879821035,,0.0,2.0,3.0,3.0,adaptive_multimodal_policy
MM2_0147,day3/members/florian/20_0618.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8564929262675991,0.9935372600213986,0.014027570374310017,0.014540895061728395,0.010110663002706133,0.9898893369972939,1.0,0.9559368115800091,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0150,day3/members/tien/08_0537.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.0,,,,0.0,0.9689397301501059,0.994498401316707,0.0028309470508247614,0.006269308001235712,0.007293991991900839,0.9927060080080992,1.0,0.48995251984584165,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0152,day3/members/allie/08_0136.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9507263613664096,,,,0.9507263613664096,0.3920965385893826,0.7841930771787652,0.19020234048366547,0.11683777524283591,0.009697196001070552,0.9903028039989294,1.0,0.7920224226599125,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy
MM2_0153,day3/members/allie/09_0560.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.7184455206754224,1.0,1.0,0.061485068918074925,,0.7378339820945494,0.9874483453917966,0.025589019060134888,0.010025048147247598,0.00716175400884822,0.9928382459911518,1.0,0.7798567795651913,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0155,day3/members/cathal/09_0670.webp,test,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.5095317353832994,0.0,0.0,0.13730786277558293,0.9778711119339241,0.42930904375483186,0.8586180875096637,0.1145457774400711,0.09458617403416172,0.008259567999630235,0.9917404320003698,1.0,0.5827326240181362,,1.0,1.0,3.0,5.0,adaptive_multimodal_policy
MM2_0158,day4/members/cathal/10_0072.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.4089487975215361,,,,0.4089487975215361,0.5145610348708114,0.9614530804408951,0.04661655053496361,0.02097723509107959,0.008885874995030463,0.9911141250049695,1.0,0.5579541217225084,,0.0,2.0,8.0,2.0,adaptive_multimodal_policy
MM2_0159,day4/members/klaus/10_0242.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.9283652218553942,1.0,0.8996543832609406,0.9953571785757859,,0.3018454046411881,0.6036908092823762,0.381905734539032,0.2865519231362253,0.011220660002436489,0.9887793399975635,1.0,0.7536141663198098,,5.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0161,day4/members/onanong/11_0304.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9986519368396896,,,,0.9986519368396896,0.42905657831060734,0.8581131566212147,0.13554231822490692,0.0916901157901546,0.00829682000039611,0.9917031799996039,1.0,0.8272132599129874,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0162,day4/members/onanong/11_0222.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9843740772372047,,,,0.9843740772372047,0.42044033038811596,0.8408806607762319,0.15484827756881714,0.11442132253060372,0.008759983000345528,0.9912400169996545,1.0,0.8174431394350026,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy
MM2_0165,day4/members/werner/12_0174.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8928756622199927,0.9880101311156579,0.010112940333783627,0.011120756172839506,0.007622381002875045,0.992377618997125,1.0,0.9671004605657102,,0.0,0.0,4.0,1.0,adaptive_multimodal_policy
MM2_0169,day4/members/florian/13_0556.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999109482705544,,,,0.9999109482705544,0.35660773102697013,0.7132154620539403,0.2813737094402313,0.16357245254379463,0.010852767998585477,0.9891472320014145,1.0,0.8058525166435097,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0170,day4/members/florian/13_0095.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9998619219842766,,,,0.9998619219842766,0.39232689590724695,0.7846537918144939,0.1885872483253479,0.11898420338199212,0.010195574010140263,0.9898044259898597,1.0,0.8166094723632983,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0172,day4/members/florian/13_0312.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9997890936008745,,,,0.9997890936008745,0.4020298990305142,0.8040597980610285,0.1719340980052948,0.1015570310345559,0.009356070993817411,0.9906439290061826,1.0,0.8195679094102098,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0173,day4/members/luca/14_0676.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.984053128665512,,,,0.984053128665512,0.3457383582423394,0.6914767164846788,0.23834380507469177,0.0679436166824242,0.010744554005214013,0.989255445994786,1.0,0.7946736164049363,,0.0,1.0,7.0,2.0,adaptive_multimodal_policy
MM2_0174,day4/members/luca/14_0716.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9818226860282132,,,,0.9818226860282132,0.3487532329323851,0.6975064658647702,0.23930685222148895,0.07580213903743316,0.010685510002076626,0.9893144899979234,1.0,0.7944687618936145,,0.0,1.0,4.0,2.0,adaptive_multimodal_policy
MM2_0176,day4/members/florian/14_0275.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9998114073194199,,,,0.9998114073194199,0.39221862014116504,0.7844372402823301,0.1827547401189804,0.114559483346125,0.00978747800400015,0.9902125219959999,1.0,0.8165925419016594,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy
MM2_0177,day4/members/luca/15_0035.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9705989832729431,,,,0.9705989832729431,0.36362939550278134,0.7272587910055627,0.22492220997810364,0.025843621399176956,0.010543889002292417,0.9894561109977076,1.0,0.7933339213870767,,0.0,1.0,7.0,1.0,adaptive_multimodal_policy
