method,protocol,image_id,relative_path,gt_index,x1,y1,x2,y2,best_candidate_iou,best_candidate_source,best_candidate_score,recoverable_at_iou_0_5,recoverable_at_iou_0_4,recoverable_at_iou_0_3,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/werner/08_0142.webp,day1/members/werner/08_0142.webp,0,0,303,464,1150,0.0,,0.0,0,0,0,single_face,large,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/bjorn/10_0681.webp,day2/members/bjorn/10_0681.webp,3,2228,50,2266,93,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/bjorn/10_0681.webp,day2/members/bjorn/10_0681.webp,4,405,999,585,1161,0.530512,yolo11s_widerface_1280,0.462989,1,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/cathal/10_0677.webp,day1/members/cathal/10_0677.webp,5,2803,70,2849,125,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/tien/12_0194.webp,day3/members/tien/12_0194.webp,2,1570,449,1702,614,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/luca/20_0590.webp,day3/members/luca/20_0590.webp,7,2023,237,2140,388,0.879555,rfdetr_medium_face_030,0.761854,1,1,1,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/19_0354.webp,day3/members/cathal/19_0354.webp,0,584,971,680,1086,0.669383,rfdetr_medium_face_030,0.425746,1,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/19_0354.webp,day3/members/cathal/19_0354.webp,1,3411,777,3558,1068,0.55103,yolo11n_pose_widerface_640,0.355434,1,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/onanong/12_0051.webp,day3/members/onanong/12_0051.webp,1,3507,606,3834,1455,0.580865,yolo8s_widerface_repo_640,0.717579,1,1,1,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/klaus/16_0315.webp,day2/members/klaus/16_0315.webp,1,1182,990,1623,1428,0.0,,0.0,0,0,0,multi_face,medium,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/werner/10_0369.webp,day3/members/werner/10_0369.webp,0,422,1842,635,2149,0.0,,0.0,0,0,0,single_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/cathal/13_0464.webp,day4/members/cathal/13_0464.webp,5,54,1080,315,1404,0.411425,yolo11s_widerface_1280,0.483486,0,1,1,multi_face,mixed_scale,yes,yes,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/cathal/13_0464.webp,day4/members/cathal/13_0464.webp,6,3,1164,351,1818,0.295094,rfdetr_medium_face_030,0.515082,0,0,0,multi_face,mixed_scale,yes,yes,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/14_0218.webp,day4/members/bao/14_0218.webp,4,1059,1059,1509,1809,0.482987,yolo8s_widerface_repo_640,0.737319,0,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/luca/18_0714.webp,day1/members/luca/18_0714.webp,1,1226,1484,1293,1556,0.0,,0.0,0,0,0,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/onanong/19_0588.webp,day1/members/onanong/19_0588.webp,0,3338,1591,3415,1660,0.613653,rfdetr_medium_face_030,0.389548,1,1,1,single_face,very_small_or_distant,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/werner/19_0423.webp,day2/members/werner/19_0423.webp,0,15,534,273,819,0.350899,yolo11n_pose_widerface_640,0.551443,0,0,1,single_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/13_0690.webp,day1/members/bjorn/13_0690.webp,0,1164,86,1197,127,0.842572,yolo11s_widerface_1280,0.300915,1,1,1,single_face,very_small_or_distant,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,1,529,632,604,727,0.6087,sliced_yolo11s_widerface_1280,0.415481,1,1,1,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,2,1339,1690,1363,1723,0.640394,sliced_yolo11s_widerface_1280,0.570759,1,1,1,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,3,1221,1638,1249,1676,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,4,1161,1616,1186,1648,0.755647,sliced_yolo11s_widerface_1280,0.493271,1,1,1,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,5,1191,1632,1216,1665,0.773163,sliced_yolo11s_widerface_1280,0.22622,1,1,1,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,6,1488,1722,1536,1797,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,7,1446,1695,1494,1782,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,8,1257,1635,1290,1707,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/onanong/15_0149.webp,day4/members/onanong/15_0149.webp,9,1302,1647,1341,1725,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/tien/14_0263.webp,day2/members/tien/14_0263.webp,7,3780,738,3840,1314,0.518576,yolo8s_widerface_repo_640,0.497446,1,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/florian/14_0308.webp,day4/members/florian/14_0308.webp,2,401,0,705,172,0.723072,yolo8s_widerface_repo_640,0.315583,1,1,1,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/florian/16_0200.webp,day2/members/florian/16_0200.webp,0,2408,703,2560,860,0.0,,0.0,0,0,0,single_face,very_small_or_distant,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/stevan/10_0657.webp,day2/members/stevan/10_0657.webp,4,2872,548,2902,587,0.95,yolo11s_widerface_1280,0.335713,1,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/stevan/10_0657.webp,day2/members/stevan/10_0657.webp,5,2684,1037,2779,1180,0.735529,sliced_yolo11s_widerface_1280,0.262068,1,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/stevan/10_0657.webp,day2/members/stevan/10_0657.webp,6,0,1801,66,1890,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/15_0160.webp,day1/members/bjorn/15_0160.webp,4,2093,1378,2198,1487,0.403156,sliced_yolo11s_widerface_1280,0.491357,0,1,1,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/allie/10_0123.webp,day3/members/allie/10_0123.webp,0,1527,672,1587,735,0.188624,sliced_yolo11s_widerface_1280,0.795792,0,0,0,single_face,very_small_or_distant,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/20_0005.webp,day3/members/cathal/20_0005.webp,0,3405,771,3585,1044,0.0,,0.0,0,0,0,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/20_0005.webp,day3/members/cathal/20_0005.webp,1,282,1200,438,1392,0.266426,yolo8s_widerface_repo_640,0.302314,0,0,0,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/20_0005.webp,day3/members/cathal/20_0005.webp,2,501,930,657,1065,0.263248,rfdetr_medium_face_030,0.33053,0,0,0,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/09_0497.webp,day4/members/bao/09_0497.webp,2,3088,657,3136,716,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/stevan/18_0348.webp,day1/members/stevan/18_0348.webp,4,2257,251,2314,339,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/luca/10_0418.webp,day4/members/luca/10_0418.webp,0,3692,307,3840,561,0.773419,yolo8s_widerface_repo_640,0.319031,1,1,1,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/luca/10_0418.webp,day4/members/luca/10_0418.webp,1,2451,1113,3093,1584,0.421135,rfdetr_medium_face_030,0.799341,0,1,1,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/werner/11_0251.webp,day4/members/werner/11_0251.webp,6,1540,1060,1566,1091,0.358047,sliced_yolo11s_widerface_1280,0.523153,0,0,1,multi_face,mixed_scale,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/15_0361.webp,day1/members/bjorn/15_0361.webp,4,3339,675,3552,924,0.605781,sliced_yolo11s_widerface_1280,0.258231,1,1,1,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/allie/18_0337.webp,day3/members/allie/18_0337.webp,4,0,714,53,874,0.845018,yolo11s_widerface_640,0.608798,1,1,1,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/onanong/19_0565.webp,day3/members/onanong/19_0565.webp,0,3189,1453,3489,1956,0.0,,0.0,0,0,0,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/10_0179.webp,day1/members/stevan/10_0179.webp,3,381,1847,760,2160,0.378945,rfdetr_medium_face_030,0.308656,0,0,1,multi_face,medium,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/17_0206.webp,day1/members/klaus/17_0206.webp,0,3286,412,3541,816,0.0,,0.0,0,0,0,multi_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/allie/12_0604.webp,day4/members/allie/12_0604.webp,2,2396,1203,2498,1340,0.0,,0.0,0,0,0,multi_face,small,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/09_0286.webp,day3/members/stevan/09_0286.webp,1,1369,1024,1599,1198,0.3997,yolo11n_pose_widerface_640,0.631171,0,0,1,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/12_0342.webp,day1/members/cathal/12_0342.webp,2,2626,1071,2953,1409,0.423538,rfdetr_medium_face_030,0.337297,0,1,1,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/19_0198.webp,day3/members/florian/19_0198.webp,0,3247,253,3412,485,0.0,,0.0,0,0,0,single_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/12_0528.webp,day4/members/werner/12_0528.webp,2,441,1454,513,1529,0.622222,rfdetr_medium_face_030,0.423324,1,1,1,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/18_0672.webp,day4/members/werner/18_0672.webp,2,2894,363,3079,601,0.381331,sliced_yolo11s_widerface_1280,0.786532,0,0,1,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0126.webp,day3/members/luca/11_0126.webp,2,1472,0,1744,439,0.18624,sliced_yolo11s_widerface_1280,0.721389,0,0,0,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/13_0074.webp,day4/members/cathal/13_0074.webp,6,2448,738,2645,1045,0.065625,rfdetr_medium_face_030,0.773117,0,0,0,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/09_0001.webp,day1/members/cathal/09_0001.webp,4,3394,4,3622,215,0.469111,yolo11s_widerface_640,0.730063,0,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/14_0135.webp,day1/members/allie/14_0135.webp,1,3595,1140,3664,1224,0.650814,yolo11n_pose_widerface_640,0.477537,1,1,1,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/14_0135.webp,day1/members/allie/14_0135.webp,3,2923,898,3144,1080,0.282234,rfdetr_medium_face_030,0.319909,0,0,0,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/allie/13_0355.webp,day2/members/allie/13_0355.webp,0,2967,0,3822,294,0.691387,rfdetr_medium_face_030,0.76516,1,1,1,single_face,large,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/15_0004.webp,day1/members/bjorn/15_0004.webp,4,3738,600,3837,966,0.418072,rfdetr_medium_face_030,0.569313,0,1,1,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/14_0324.webp,day2/members/florian/14_0324.webp,7,2509,1125,2903,1799,0.636157,sliced_yolo11s_widerface_1280,0.352664,1,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/11_0549.webp,day4/members/bao/11_0549.webp,7,2878,1421,3182,1847,0.355819,yolo8s_widerface_repo_640,0.72934,0,0,1,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/werner/10_0252.webp,day2/members/werner/10_0252.webp,0,2340,245,2672,800,0.275133,rfdetr_medium_face_030,0.87198,0,0,0,multi_face,large,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/11_0116.webp,day1/members/bjorn/11_0116.webp,1,3507,801,3594,961,0.692249,yolo11s_widerface_1280,0.475249,1,1,1,multi_face,medium,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/klaus/20_0128.webp,day3/members/klaus/20_0128.webp,3,1397,868,1576,1052,0.634556,yolo11s_widerface_1280,0.78292,1,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/17_0009.webp,day2/members/onanong/17_0009.webp,0,3671,1119,3839,1392,0.952353,yolo11s_widerface_1280,0.531001,1,1,1,single_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/18_0134.webp,day1/members/bjorn/18_0134.webp,0,52,441,270,763,0.10663,sliced_yolo11s_widerface_1280,0.598659,0,0,0,multi_face,large,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/18_0134.webp,day1/members/bjorn/18_0134.webp,1,3297,1328,3758,2128,0.0,,0.0,0,0,0,multi_face,large,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/10_0597.webp,day2/members/cathal/10_0597.webp,3,0,1576,39,1769,0.54458,yolo8s_widerface_repo_640,0.476247,1,1,1,multi_face,medium,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/19_0392.webp,day1/members/tien/19_0392.webp,7,3494,744,3831,1201,0.41756,rfdetr_medium_face_030,0.353105,0,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/17_0521.webp,day1/members/klaus/17_0521.webp,2,3560,1682,3769,1996,0.0,,0.0,0,0,0,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/10_0501.webp,day1/members/bjorn/10_0501.webp,6,1831,1530,2096,2121,0.705015,rfdetr_medium_face_030,0.4379,1,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/klaus/14_0224.webp,day4/members/klaus/14_0224.webp,8,797,974,905,1197,1.0,scrfd_10g_current_640,0.505848,1,1,1,multi_face,large,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/13_0040.webp,day1/members/cathal/13_0040.webp,0,2600,695,3840,1464,0.0,,0.0,0,0,0,single_face,large,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/14_0211.webp,day1/members/tien/14_0211.webp,4,2377,21,2484,192,0.767248,rfdetr_medium_face_030,0.33188,1,1,1,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/17_0661.webp,day3/members/stevan/17_0661.webp,7,3716,1452,3840,1928,0.0,,0.0,0,0,0,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/10_0250.webp,day1/members/stevan/10_0250.webp,3,452,1786,862,2160,0.574134,yolo11n_pose_widerface_640,0.574613,1,1,1,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0160.webp,day1/members/allie/09_0160.webp,3,171,1314,282,1480,0.627077,yolo8s_widerface_repo_640,0.553942,1,1,1,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/11_0064.webp,day3/members/cathal/11_0064.webp,0,1773,0,2102,156,0.816869,yolo11n_pose_widerface_640,0.472903,1,1,1,single_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/11_0635.webp,day4/members/onanong/11_0635.webp,4,2492,438,2631,728,0.1687,yolo11n_pose_widerface_640,0.30653,0,0,0,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/08_0498.webp,day3/members/werner/08_0498.webp,0,1719,1100,1817,1276,0.0,,0.0,0,0,0,single_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/19_0472.webp,day2/members/tien/19_0472.webp,3,2300,187,2539,410,0.610203,yolo11n_pose_widerface_640,0.611856,1,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/14_0452.webp,day3/members/florian/14_0452.webp,1,3,441,165,927,0.40729,rfdetr_medium_face_030,0.333512,0,1,1,single_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/09_0099.webp,day3/members/cathal/09_0099.webp,1,873,888,1133,1136,0.611538,rfdetr_medium_face_030,0.762295,1,1,1,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/11_0305.webp,day4/members/florian/11_0305.webp,4,3269,506,3470,841,0.0,,0.0,0,0,0,multi_face,large,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/stevan/10_0629.webp,day4/members/stevan/10_0629.webp,1,3400,956,3647,1273,0.819512,yolo8s_widerface_repo_640,0.250892,1,1,1,multi_face,medium,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/stevan/10_0629.webp,day4/members/stevan/10_0629.webp,2,29,1137,110,1244,0.810364,rfdetr_medium_face_030,0.436089,1,1,1,multi_face,medium,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/werner/10_0429.webp,day1/members/werner/10_0429.webp,6,2894,1138,2972,1246,1.0,scrfd_10g_current_640,0.50077,1,1,1,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,1,567,1155,780,1401,0.280316,yolo8s_widerface_repo_640,0.481285,0,0,0,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,2,1059,1002,1206,1143,0.604,rfdetr_medium_face_030,0.405357,1,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,3,1551,810,1665,906,0.43951,yolo11n_pose_widerface_640,0.351835,0,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,4,2016,876,2115,978,0.702911,rfdetr_medium_face_030,0.331294,1,1,1,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/18_0060.webp,day3/members/stevan/18_0060.webp,9,3646,1456,3840,2042,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/18_0060.webp,day3/members/stevan/18_0060.webp,10,2220,1219,2323,1344,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/werner/08_0280.webp,day1/members/werner/08_0280.webp,0,3329,1740,3697,2160,0.0,,0.0,0,0,0,single_face,medium,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/10_0273.webp,day2/members/cathal/10_0273.webp,0,3087,1333,3392,2084,0.0,,0.0,0,0,0,single_face,large,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/allie/10_0201.webp,day2/members/allie/10_0201.webp,1,678,1447,856,1668,0.722634,sliced_yolo11s_widerface_1280,0.513143,1,1,1,multi_face,medium,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/12_0404.webp,day2/members/onanong/12_0404.webp,4,3727,0,3838,206,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/onanong/14_0406.webp,day1/members/onanong/14_0406.webp,5,3561,1430,3840,2152,0.479368,sliced_yolo11s_widerface_1280,0.319946,0,1,1,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/18_0355.webp,day3/members/tien/18_0355.webp,4,351,1702,433,1842,0.686759,yolo8s_widerface_repo_640,0.668017,1,1,1,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/13_0250.webp,day2/members/luca/13_0250.webp,0,551,1130,881,1519,0.722668,rfdetr_medium_face_030,0.354235,1,1,1,single_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/bjorn/11_0031.webp,day2/members/bjorn/11_0031.webp,3,1441,1512,1574,1682,0.0,,0.0,0,0,0,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/bjorn/19_0187.webp,day2/members/bjorn/19_0187.webp,0,2287,1516,2466,1901,0.0,,0.0,0,0,0,multi_face,medium,no,no,medium
