method,protocol,image_id,relative_path,x1,y1,x2,y2,score,source_detector,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/19_0360.webp,day3/members/werner/19_0360.webp,1773,773,1981,1046,0.914216,error_hardened_all_raw_rf_iou0_45,no_face,none,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/19_0360.webp,day3/members/werner/19_0360.webp,100,1415,313,1725,0.830927,error_hardened_all_raw_rf_iou0_45,no_face,none,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/11_0635.webp,day4/members/onanong/11_0635.webp,2448,439,2545,542,0.890389,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/klaus/10_0464.webp,day2/members/klaus/10_0464.webp,3469,0,3640,100,0.385212,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/11_0372.webp,day4/members/florian/11_0372.webp,0,1324,320,1930,0.930833,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/19_0472.webp,day2/members/tien/19_0472.webp,2336,264,2514,403,0.890105,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/18_0053.webp,day3/members/cathal/18_0053.webp,3774,453,3839,621,0.787611,error_hardened_all_raw_rf_iou0_45,multi_face,medium,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/18_0251.webp,day3/members/tien/18_0251.webp,3740,995,3840,1395,0.743384,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/18_0188.webp,day2/members/luca/18_0188.webp,1262,1,1615,117,0.757522,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3322,1175,3619,1683,0.889624,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3078,655,3120,704,0.55057,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3317,1175,3441,1536,0.532884,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/20_0290.webp,day3/members/cathal/20_0290.webp,3182,1228,3591,2086,0.984283,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/20_0290.webp,day3/members/cathal/20_0290.webp,1346,926,1471,1101,0.331325,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/15_0585.webp,day1/members/tien/15_0585.webp,1430,1953,1504,2054,0.898007,error_hardened_all_raw_rf_iou0_45,single_face,very_small_or_distant,yes,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/15_0585.webp,day1/members/tien/15_0585.webp,385,2061,477,2160,0.698876,error_hardened_all_raw_rf_iou0_45,single_face,very_small_or_distant,yes,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/stevan/10_0720.webp,day4/members/stevan/10_0720.webp,1667,1251,1722,1324,0.413956,error_hardened_all_raw_rf_iou0_45,multi_face,small,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/stevan/10_0281.webp,day2/members/stevan/10_0281.webp,59,1801,281,2102,0.837859,error_hardened_all_raw_rf_iou0_45,single_face,small,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/bjorn/12_0518.webp,day2/members/bjorn/12_0518.webp,2620,1,2920,116,0.726741,error_hardened_all_raw_rf_iou0_45,single_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,1098,998,1189,1113,0.721832,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/klaus/19_0688.webp,day3/members/klaus/19_0688.webp,2621,0,2719,81,0.433508,error_hardened_all_raw_rf_iou0_45,no_face,none,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/12_0597.webp,day2/members/tien/12_0597.webp,0,1177,98,1657,0.892545,error_hardened_all_raw_rf_iou0_45,multi_face,medium,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/14_0484.webp,day1/members/cathal/14_0484.webp,860,587,1092,859,0.748632,error_hardened_all_raw_rf_iou0_45,single_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/14_0484.webp,day1/members/cathal/14_0484.webp,3,766,312,1385,0.59274,error_hardened_all_raw_rf_iou0_45,single_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/14_0484.webp,day1/members/cathal/14_0484.webp,3755,2,3839,231,0.371189,error_hardened_all_raw_rf_iou0_45,single_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/onanong/14_0406.webp,day1/members/onanong/14_0406.webp,3636,1749,3840,2137,0.393775,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/13_0005.webp,day4/members/florian/13_0005.webp,2767,238,2794,278,0.49215,error_hardened_all_raw_rf_iou0_45,multi_face,small,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/10_0427.webp,day4/members/florian/10_0427.webp,274,689,544,1078,0.467656,error_hardened_all_raw_rf_iou0_45,multi_face,small,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/werner/15_0198.webp,day1/members/werner/15_0198.webp,1189,5,1300,132,0.438917,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/werner/15_0198.webp,day1/members/werner/15_0198.webp,1842,82,1883,150,0.435284,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/17_0002.webp,day1/members/klaus/17_0002.webp,427,492,565,653,0.95831,error_hardened_all_raw_rf_iou0_45,single_face,large,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/10_0179.webp,day3/members/bjorn/10_0179.webp,3261,1019,3619,1339,0.947131,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/12_0648.webp,day4/members/cathal/12_0648.webp,1,1384,185,1651,0.909631,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bjorn/10_0670.webp,day4/members/bjorn/10_0670.webp,2283,0,2409,53,0.613775,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/19_0633.webp,day2/members/luca/19_0633.webp,1956,447,2065,574,0.437002,error_hardened_all_raw_rf_iou0_45,multi_face,mixed_scale,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/10_0301.webp,day3/members/onanong/10_0301.webp,1922,227,2053,340,0.893116,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/16_0525.webp,day1/members/florian/16_0525.webp,325,248,454,374,0.995879,error_hardened_all_raw_rf_iou0_45,single_face,small,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,998,1613,1197,1904,0.604837,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,3017,416,3168,676,0.456435,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,3382,1540,3611,2105,0.332021,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bjorn/14_0715.webp,day4/members/bjorn/14_0715.webp,0,826,116,1449,0.635845,error_hardened_all_raw_rf_iou0_45,single_face,medium,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0673.webp,day3/members/luca/11_0673.webp,1577,2,2410,287,0.540189,error_hardened_all_raw_rf_iou0_45,multi_face,large,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/17_0649.webp,day1/members/florian/17_0649.webp,0,588,105,900,0.503337,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/15_0318.webp,day3/members/florian/15_0318.webp,819,873,908,1119,0.621197,error_hardened_all_raw_rf_iou0_45,multi_face,medium,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/11_0119.webp,day3/members/stevan/11_0119.webp,0,50,263,696,0.863524,error_hardened_all_raw_rf_iou0_45,single_face,medium,yes,no,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/18_0275.webp,day1/members/florian/18_0275.webp,1553,79,1709,245,0.999689,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/12_0418.webp,day2/members/florian/12_0418.webp,715,745,1260,1157,0.56446,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/15_0395.webp,day2/members/florian/15_0395.webp,3789,307,3839,450,0.790666,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/14_0185.webp,day2/members/cathal/14_0185.webp,3623,6,3839,737,0.870665,error_hardened_all_raw_rf_iou0_45,single_face,medium,yes,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/10_0589.webp,day1/members/klaus/10_0589.webp,1097,1332,1236,1679,0.438561,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/14_0453.webp,day3/members/luca/14_0453.webp,3273,329,3462,577,0.919434,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/14_0453.webp,day3/members/luca/14_0453.webp,316,1882,820,2158,0.451148,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/10_0693.webp,day3/members/florian/10_0693.webp,1596,1978,1713,2103,0.477007,error_hardened_all_raw_rf_iou0_45,single_face,medium,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/10_0693.webp,day3/members/florian/10_0693.webp,1652,1840,1725,1936,0.43398,error_hardened_all_raw_rf_iou0_45,single_face,medium,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/15_0006.webp,day2/members/florian/15_0006.webp,1677,0,2030,134,0.865474,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/11_0181.webp,day3/members/cathal/11_0181.webp,0,985,82,1122,0.375818,error_hardened_all_raw_rf_iou0_45,single_face,medium,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/19_0684.webp,day3/members/florian/19_0684.webp,900,2,1511,367,0.509549,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/20_0527.webp,day3/members/stevan/20_0527.webp,2269,852,2470,1049,0.979115,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/20_0527.webp,day3/members/stevan/20_0527.webp,2782,886,2951,1011,0.892679,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,medium
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/13_0537.webp,day4/members/werner/13_0537.webp,3767,1311,3840,1603,0.754284,error_hardened_all_raw_rf_iou0_45,multi_face,small,no,no,high
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/18_0660.webp,day1/members/stevan/18_0660.webp,1625,318,1752,452,0.315341,error_hardened_all_raw_rf_iou0_45,no_face,none,no,no,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/allie/13_0693.webp,day3/members/allie/13_0693.webp,1899,312,2245,609,0.59722,error_hardened_all_raw_rf_iou0_45,no_face,none,no,yes,low
error_hardened_all_raw_rf_iou0_45,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/11_0248.webp,day3/members/onanong/11_0248.webp,1648,232,2357,888,0.95716,error_hardened_all_raw_rf_iou0_45,multi_face,medium,yes,no,medium
