method,protocol,image_id,relative_path,x1,y1,x2,y2,score,source_detector,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/18_0672.webp,day4/members/werner/18_0672.webp,2912,415,3024,549,0.995748,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/13_0378.webp,day4/members/onanong/13_0378.webp,1734,1767,1830,1886,0.537536,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0126.webp,day3/members/luca/11_0126.webp,1317,0,1659,127,0.756314,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/19_0687.webp,day2/members/cathal/19_0687.webp,1861,826,1990,994,0.990288,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0273.webp,day1/members/allie/09_0273.webp,504,1135,600,1278,0.582494,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0273.webp,day1/members/allie/09_0273.webp,0,904,98,1081,0.515261,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/20_0155.webp,day3/members/tien/20_0155.webp,3207,1074,3334,1240,0.910243,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/12_0020.webp,day2/members/florian/12_0020.webp,811,1282,1135,1588,0.640011,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/luca/08_0225.webp,day1/members/luca/08_0225.webp,3559,893,3827,2031,0.430958,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/14_0135.webp,day1/members/allie/14_0135.webp,1974,970,2026,1033,0.670015,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/15_0004.webp,day1/members/bjorn/15_0004.webp,3785,694,3840,970,0.782596,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/08_0346.webp,day1/members/cathal/08_0346.webp,2166,747,2315,913,0.981156,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/10_0112.webp,day4/members/florian/10_0112.webp,234,837,553,1251,0.606263,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/19_0311.webp,day2/members/tien/19_0311.webp,3593,986,3748,1221,0.623403,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/08_0688.webp,day3/members/werner/08_0688.webp,3265,1014,3345,1096,0.518707,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/18_0629.webp,day3/members/bjorn/18_0629.webp,1510,551,1576,652,0.988933,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/18_0629.webp,day3/members/bjorn/18_0629.webp,1219,516,1331,626,0.604491,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/09_0114.webp,day1/members/klaus/09_0114.webp,3267,112,3348,244,0.978438,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/klaus/11_0401.webp,day4/members/klaus/11_0401.webp,590,1315,716,1480,0.658112,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/klaus/11_0401.webp,day4/members/klaus/11_0401.webp,1,1639,72,1812,0.546179,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/14_0324.webp,day2/members/florian/14_0324.webp,2990,1193,3157,1630,0.579391,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/11_0549.webp,day4/members/bao/11_0549.webp,2898,1582,2994,1708,0.457871,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/allie/12_0570.webp,day3/members/allie/12_0570.webp,2440,822,2592,1159,0.54049,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/luca/10_0077.webp,day4/members/luca/10_0077.webp,933,1151,1312,1678,0.699541,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/13_0418.webp,day4/members/cathal/13_0418.webp,543,1377,808,1642,0.992879,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/10_0088.webp,day1/members/bjorn/10_0088.webp,785,766,1092,1431,0.6961,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/17_0009.webp,day2/members/onanong/17_0009.webp,2,1435,416,2149,0.5043,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/18_0483.webp,day3/members/bjorn/18_0483.webp,3789,304,3839,402,0.695324,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/10_0597.webp,day2/members/cathal/10_0597.webp,0,1627,53,1840,0.634916,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/11_0220.webp,day4/members/bao/11_0220.webp,2216,1347,2296,1410,0.472184,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/klaus/18_0613.webp,day3/members/klaus/18_0613.webp,3060,787,3169,917,0.993285,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/allie/12_0148.webp,day3/members/allie/12_0148.webp,3426,673,3547,860,0.557045,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/werner/14_0229.webp,day2/members/werner/14_0229.webp,1278,0,1404,58,0.648651,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/bjorn/10_0130.webp,day1/members/bjorn/10_0130.webp,1099,1534,1176,1611,0.582773,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/16_0470.webp,day2/members/onanong/16_0470.webp,2248,226,2317,305,0.960873,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/16_0470.webp,day2/members/onanong/16_0470.webp,1937,178,2010,270,0.527278,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/16_0470.webp,day2/members/onanong/16_0470.webp,1960,160,2018,238,0.427018,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/werner/20_0620.webp,day2/members/werner/20_0620.webp,2105,294,3245,1482,0.495197,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/10_0296.webp,day1/members/allie/10_0296.webp,3537,1268,3611,1380,0.562939,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/10_0546.webp,day1/members/allie/10_0546.webp,1,1245,82,1454,0.636806,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/20_0211.webp,day2/members/luca/20_0211.webp,1011,43,1053,91,0.840456,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bjorn/12_0570.webp,day4/members/bjorn/12_0570.webp,226,417,313,554,0.979096,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,large,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/15_0458.webp,day1/members/allie/15_0458.webp,2634,797,2807,968,0.451107,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/klaus/14_0224.webp,day4/members/klaus/14_0224.webp,1181,738,1271,846,0.673308,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,large,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/stevan/10_0044.webp,day4/members/stevan/10_0044.webp,2963,803,3014,890,0.589488,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/14_0361.webp,day2/members/cathal/14_0361.webp,1832,1015,1916,1156,0.856895,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/14_0361.webp,day2/members/cathal/14_0361.webp,3731,805,3782,864,0.599829,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/14_0361.webp,day2/members/cathal/14_0361.webp,962,895,1043,984,0.453645,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/10_0250.webp,day1/members/stevan/10_0250.webp,646,1743,860,2156,0.977366,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/onanong/16_0577.webp,day1/members/onanong/16_0577.webp,3228,0,3327,87,0.914399,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/onanong/14_0331.webp,day2/members/onanong/14_0331.webp,3485,3,3667,153,0.706015,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,yes,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/10_0182.webp,day4/members/onanong/10_0182.webp,2391,723,2441,795,0.989353,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/20_0698.webp,day3/members/florian/20_0698.webp,3061,442,3230,686,0.981551,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/14_0121.webp,day3/members/onanong/14_0121.webp,3685,243,3839,1218,0.633059,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/10_0619.webp,day3/members/stevan/10_0619.webp,1725,1206,1819,1317,0.583818,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/13_0470.webp,day4/members/cathal/13_0470.webp,970,643,1115,808,0.979116,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0160.webp,day1/members/allie/09_0160.webp,2707,1244,2762,1300,0.861738,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0160.webp,day1/members/allie/09_0160.webp,1229,1356,1325,1490,0.737055,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/09_0160.webp,day1/members/allie/09_0160.webp,3380,738,3427,792,0.530948,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/20_0192.webp,day3/members/luca/20_0192.webp,996,1453,1084,1633,0.502191,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/20_0192.webp,day3/members/luca/20_0192.webp,1633,1035,1696,1120,0.431958,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/19_0360.webp,day3/members/werner/19_0360.webp,1770,760,1979,1044,0.985903,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/19_0360.webp,day3/members/werner/19_0360.webp,3094,711,3159,794,0.962427,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/19_0360.webp,day3/members/werner/19_0360.webp,104,1410,312,1717,0.942248,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/11_0635.webp,day4/members/onanong/11_0635.webp,2451,441,2552,545,0.823455,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/onanong/11_0635.webp,day4/members/onanong/11_0635.webp,2451,436,2522,521,0.515352,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/klaus/10_0464.webp,day2/members/klaus/10_0464.webp,3463,0,3647,98,0.768432,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/11_0372.webp,day4/members/florian/11_0372.webp,1,1330,311,1934,0.984286,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/12_0147.webp,day3/members/bjorn/12_0147.webp,1999,1067,2059,1141,0.665533,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/09_0144.webp,day3/members/stevan/09_0144.webp,1933,1393,2032,1521,0.711616,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/08_0483.webp,day1/members/tien/08_0483.webp,1923,154,1961,201,0.443938,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/19_0472.webp,day2/members/tien/19_0472.webp,2335,264,2515,404,0.972417,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/18_0053.webp,day3/members/cathal/18_0053.webp,3775,454,3839,615,0.866217,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/18_0251.webp,day3/members/tien/18_0251.webp,3741,993,3839,1391,0.850856,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/18_0251.webp,day3/members/tien/18_0251.webp,428,1625,516,1773,0.457974,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/18_0188.webp,day2/members/luca/18_0188.webp,1268,1,1604,115,0.581759,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3322,1174,3619,1686,0.951121,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3076,653,3120,704,0.718172,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0536.webp,day4/members/bao/13_0536.webp,3317,1175,3441,1536,0.51177,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/20_0290.webp,day3/members/cathal/20_0290.webp,3180,1223,3589,2088,0.992285,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/20_0290.webp,day3/members/cathal/20_0290.webp,1346,926,1471,1101,0.557458,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/15_0585.webp,day1/members/tien/15_0585.webp,385,2062,478,2160,0.693656,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/tien/15_0585.webp,day1/members/tien/15_0585.webp,765,2097,864,2160,0.630985,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/13_0504.webp,day4/members/bao/13_0504.webp,3491,1015,3610,1354,0.843769,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/stevan/10_0281.webp,day2/members/stevan/10_0281.webp,58,1804,281,2103,0.839179,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/bjorn/12_0518.webp,day2/members/bjorn/12_0518.webp,2620,1,2918,117,0.822544,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/klaus/19_0493.webp,day2/members/klaus/19_0493.webp,2060,388,2273,699,0.43717,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/werner/20_0007.webp,day2/members/werner/20_0007.webp,3796,277,3837,334,0.577475,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/werner/20_0141.webp,day3/members/werner/20_0141.webp,1098,997,1189,1114,0.695475,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/19_0152.webp,day3/members/bjorn/19_0152.webp,304,1556,443,1670,0.570965,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/tien/12_0597.webp,day2/members/tien/12_0597.webp,0,1184,99,1655,0.934976,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/allie/10_0339.webp,day1/members/allie/10_0339.webp,1896,839,1969,919,0.521298,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/14_0484.webp,day1/members/cathal/14_0484.webp,860,587,1092,860,0.846672,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/14_0484.webp,day1/members/cathal/14_0484.webp,3,766,312,1385,0.563219,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/onanong/14_0406.webp,day1/members/onanong/14_0406.webp,3625,1758,3840,2155,0.752039,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/18_0355.webp,day3/members/tien/18_0355.webp,866,1402,958,1469,0.452545,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/werner/19_0608.webp,day2/members/werner/19_0608.webp,2737,1776,3110,2158,0.764977,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/florian/10_0427.webp,day4/members/florian/10_0427.webp,274,689,544,1078,0.875636,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/17_0002.webp,day1/members/klaus/17_0002.webp,428,492,563,653,0.973133,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,large,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/allie/11_0161.webp,day4/members/allie/11_0161.webp,926,1510,1190,1714,0.611019,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/10_0179.webp,day3/members/bjorn/10_0179.webp,3262,1015,3619,1335,0.984337,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,low
