protocol_id,image_id,edge_strict_count,edge_strict_json,edge_loose_count,edge_loose_json
MM2_0123,day3/members/stevan/14_0592.webp,0,[],0,[]
MM2_0124,day3/members/stevan/14_0340.webp,0,[],0,[]
MM2_0125,day3/members/onanong/15_0248.webp,0,[],1,"[{""x1"":3101,""y1"":1188,""x2"":3840,""y2"":1883}]"
MM2_0126,day3/members/allie/15_0629.webp,0,[],3,"[{""x1"":3227,""y1"":1188,""x2"":3840,""y2"":2054},{""x1"":327,""y1"":1612,""x2"":1543,""y2"":2160},{""x1"":0,""y1"":1188,""x2"":264,""y2"":1620}]"
MM2_0127,day3/members/tien/15_0056.webp,0,[],3,"[{""x1"":1904,""y1"":1839,""x2"":2550,""y2"":2160},{""x1"":2373,""y1"":1428,""x2"":2973,""y2"":2160},{""x1"":3191,""y1"":1477,""x2"":3840,""y2"":2046}]"
MM2_0128,day3/members/cathal/15_0532.webp,0,[],3,"[{""x1"":1926,""y1"":1798,""x2"":2809,""y2"":2160},{""x1"":1916,""y1"":1310,""x2"":2380,""y2"":1655},{""x1"":3092,""y1"":1188,""x2"":3588,""y2"":1573}]"
MM2_0129,day3/members/allie/16_0001.webp,0,[],3,"[{""x1"":2116,""y1"":1317,""x2"":2540,""y2"":2001},{""x1"":2274,""y1"":1188,""x2"":2935,""y2"":2160},{""x1"":1542,""y1"":1188,""x2"":2152,""y2"":2160}]"
MM2_0130,day3/members/allie/16_0285.webp,0,[],3,"[{""x1"":2111,""y1"":1414,""x2"":2671,""y2"":2160},{""x1"":0,""y1"":1669,""x2"":901,""y2"":2160},{""x1"":3236,""y1"":1188,""x2"":3840,""y2"":2041}]"
MM2_0131,day3/members/allie/16_0332.webp,0,[],3,"[{""x1"":2410,""y1"":1556,""x2"":2816,""y2"":2160},{""x1"":64,""y1"":1391,""x2"":374,""y2"":1723},{""x1"":2699,""y1"":1188,""x2"":3016,""y2"":1486}]"
MM2_0132,day3/members/allie/16_0190.webp,0,[],3,"[{""x1"":26,""y1"":1512,""x2"":397,""y2"":1850},{""x1"":244,""y1"":1680,""x2"":468,""y2"":2052},{""x1"":0,""y1"":1188,""x2"":318,""y2"":1522}]"
MM2_0133,day3/members/werner/17_0281.webp,0,[],3,"[{""x1"":0,""y1"":1601,""x2"":655,""y2"":2160},{""x1"":0,""y1"":1188,""x2"":510,""y2"":1673},{""x1"":2539,""y1"":1188,""x2"":2896,""y2"":1510}]"
MM2_0134,day3/members/tien/17_0068.webp,0,[],3,"[{""x1"":32,""y1"":1774,""x2"":514,""y2"":2160},{""x1"":278,""y1"":1188,""x2"":1426,""y2"":1840},{""x1"":703,""y1"":1690,""x2"":1472,""y2"":2160}]"
MM2_0135,day3/members/onanong/17_0461.webp,0,[],3,"[{""x1"":1099,""y1"":1536,""x2"":1542,""y2"":2160},{""x1"":1993,""y1"":1749,""x2"":2476,""y2"":1997},{""x1"":2,""y1"":1637,""x2"":246,""y2"":1981}]"
MM2_0136,day3/members/allie/17_0539.webp,0,[],3,"[{""x1"":0,""y1"":1291,""x2"":724,""y2"":1673},{""x1"":828,""y1"":1188,""x2"":1149,""y2"":1787},{""x1"":3419,""y1"":1841,""x2"":3840,""y2"":2160}]"
MM2_0137,day3/members/cathal/18_0312.webp,0,[],3,"[{""x1"":539,""y1"":1188,""x2"":1248,""y2"":1505},{""x1"":573,""y1"":1188,""x2"":1182,""y2"":1464},{""x1"":0,""y1"":1530,""x2"":247,""y2"":1977}]"
MM2_0138,day3/members/onanong/18_0537.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":813,""y2"":2160},{""x1"":1215,""y1"":1814,""x2"":1897,""y2"":2160},{""x1"":310,""y1"":1188,""x2"":1103,""y2"":1771}]"
MM2_0139,day3/members/onanong/18_0453.webp,0,[],3,"[{""x1"":2249,""y1"":1775,""x2"":2923,""y2"":2160},{""x1"":2308,""y1"":1808,""x2"":2709,""y2"":2160},{""x1"":643,""y1"":1188,""x2"":1236,""y2"":1807}]"
MM2_0140,day3/members/onanong/18_0711.webp,0,[],3,"[{""x1"":16,""y1"":1601,""x2"":713,""y2"":2160},{""x1"":1264,""y1"":1524,""x2"":2026,""y2"":1926},{""x1"":5,""y1"":1320,""x2"":373,""y2"":1696}]"
MM2_0141,day3/members/klaus/19_0688.webp,0,[],1,"[{""x1"":1700,""y1"":1570,""x2"":2540,""y2"":1958}]"
MM2_0142,day3/members/tien/19_0011.webp,0,[],3,"[{""x1"":0,""y1"":1551,""x2"":615,""y2"":2129},{""x1"":3471,""y1"":1188,""x2"":3840,""y2"":2160},{""x1"":394,""y1"":1472,""x2"":607,""y2"":1824}]"
MM2_0143,day3/members/cathal/19_0118.webp,0,[],2,"[{""x1"":1125,""y1"":1710,""x2"":1544,""y2"":2160},{""x1"":3513,""y1"":1228,""x2"":3840,""y2"":1580}]"
MM2_0144,day3/members/onanong/19_0470.webp,0,[],3,"[{""x1"":1648,""y1"":1289,""x2"":2007,""y2"":1609},{""x1"":0,""y1"":1788,""x2"":448,""y2"":2160},{""x1"":3437,""y1"":1843,""x2"":3840,""y2"":2160}]"
MM2_0145,day3/members/cathal/20_0075.webp,0,[],1,"[{""x1"":1716,""y1"":1219,""x2"":2862,""y2"":1975}]"
MM2_0146,day3/members/cathal/20_0121.webp,0,[],2,"[{""x1"":1933,""y1"":1188,""x2"":3066,""y2"":1852},{""x1"":901,""y1"":1820,""x2"":1309,""y2"":2130}]"
MM2_0147,day3/members/florian/20_0618.webp,0,[],3,"[{""x1"":2764,""y1"":1391,""x2"":3475,""y2"":1736},{""x1"":0,""y1"":1570,""x2"":372,""y2"":1959},{""x1"":3108,""y1"":1867,""x2"":3384,""y2"":2160}]"
MM2_0148,day3/members/florian/20_0568.webp,0,[],2,"[{""x1"":1035,""y1"":1697,""x2"":1638,""y2"":2032},{""x1"":632,""y1"":1188,""x2"":1072,""y2"":1348}]"
MM2_0149,day3/members/luca/08_0665.webp,0,[],3,"[{""x1"":1644,""y1"":1488,""x2"":2513,""y2"":2160},{""x1"":1454,""y1"":1610,""x2"":1869,""y2"":1838},{""x1"":2500,""y1"":1636,""x2"":3013,""y2"":2160}]"
MM2_0150,day3/members/tien/08_0537.webp,0,[],3,"[{""x1"":2999,""y1"":1217,""x2"":3283,""y2"":1680},{""x1"":3395,""y1"":1188,""x2"":3701,""y2"":1573},{""x1"":1509,""y1"":1785,""x2"":1798,""y2"":2017}]"
MM2_0151,day3/members/klaus/08_0715.webp,0,[],1,"[{""x1"":2895,""y1"":1804,""x2"":3272,""y2"":2042}]"
MM2_0152,day3/members/allie/08_0136.webp,0,[],3,"[{""x1"":1819,""y1"":1188,""x2"":2290,""y2"":1558},{""x1"":0,""y1"":1697,""x2"":367,""y2"":2160},{""x1"":0,""y1"":1388,""x2"":531,""y2"":2160}]"
MM2_0153,day3/members/allie/09_0560.webp,0,[],3,"[{""x1"":500,""y1"":1188,""x2"":1253,""y2"":1998},{""x1"":4,""y1"":1188,""x2"":500,""y2"":1757},{""x1"":3300,""y1"":1592,""x2"":3590,""y2"":1894}]"
MM2_0154,day3/members/luca/09_0095.webp,0,[],3,"[{""x1"":131,""y1"":1188,""x2"":667,""y2"":1782},{""x1"":1383,""y1"":1188,""x2"":1793,""y2"":1790},{""x1"":1405,""y1"":1930,""x2"":1952,""y2"":2160}]"
MM2_0155,day3/members/cathal/09_0670.webp,0,[],3,"[{""x1"":1147,""y1"":1188,""x2"":1715,""y2"":1663},{""x1"":0,""y1"":1562,""x2"":771,""y2"":1914},{""x1"":0,""y1"":1188,""x2"":762,""y2"":1816}]"
MM2_0156,day3/members/luca/09_0146.webp,0,[],3,"[{""x1"":1452,""y1"":1188,""x2"":2303,""y2"":1936},{""x1"":1132,""y1"":1188,""x2"":1490,""y2"":1707},{""x1"":414,""y1"":1474,""x2"":800,""y2"":1756}]"
MM2_0157,day4/members/onanong/10_0147.webp,0,[],2,"[{""x1"":1115,""y1"":1304,""x2"":1446,""y2"":2160},{""x1"":0,""y1"":1507,""x2"":246,""y2"":2097}]"
MM2_0158,day4/members/cathal/10_0072.webp,0,[],3,"[{""x1"":1256,""y1"":1565,""x2"":1678,""y2"":2160},{""x1"":928,""y1"":1188,""x2"":1911,""y2"":2160},{""x1"":524,""y1"":1188,""x2"":938,""y2"":2160}]"
MM2_0159,day4/members/klaus/10_0242.webp,0,[],3,"[{""x1"":2964,""y1"":1188,""x2"":3840,""y2"":2126},{""x1"":910,""y1"":1188,""x2"":1920,""y2"":1562},{""x1"":1149,""y1"":1376,""x2"":1626,""y2"":1653}]"
MM2_0160,day4/members/florian/10_0522.webp,0,[],1,"[{""x1"":2479,""y1"":1471,""x2"":3078,""y2"":1847}]"
MM2_0161,day4/members/onanong/11_0304.webp,0,[],3,"[{""x1"":1039,""y1"":1389,""x2"":1549,""y2"":1829},{""x1"":2888,""y1"":1188,""x2"":3364,""y2"":1596},{""x1"":3127,""y1"":1188,""x2"":3681,""y2"":1592}]"
MM2_0162,day4/members/onanong/11_0222.webp,0,[],3,"[{""x1"":2445,""y1"":1346,""x2"":2985,""y2"":1766},{""x1"":2499,""y1"":1188,""x2"":2905,""y2"":1412},{""x1"":0,""y1"":1512,""x2"":199,""y2"":1943}]"
MM2_0163,day4/members/florian/11_0697.webp,0,[],2,"[{""x1"":2925,""y1"":1761,""x2"":3337,""y2"":1926},{""x1"":140,""y1"":1196,""x2"":600,""y2"":1572}]"
MM2_0164,day4/members/onanong/11_0715.webp,0,[],3,"[{""x1"":1203,""y1"":1659,""x2"":1752,""y2"":2017},{""x1"":476,""y1"":1188,""x2"":775,""y2"":1793},{""x1"":2447,""y1"":1300,""x2"":3213,""y2"":1648}]"
MM2_0165,day4/members/werner/12_0174.webp,0,[],3,"[{""x1"":521,""y1"":1603,""x2"":2007,""y2"":2160},{""x1"":1903,""y1"":1188,""x2"":2571,""y2"":1723},{""x1"":1834,""y1"":1592,""x2"":2273,""y2"":1781}]"
MM2_0166,day4/members/florian/12_0410.webp,0,[],0,[]
MM2_0167,day4/members/stevan/12_0319.webp,0,[],0,[]
MM2_0168,day4/members/allie/12_0597.webp,0,[],0,[]
MM2_0169,day4/members/florian/13_0556.webp,0,[],3,"[{""x1"":1497,""y1"":1621,""x2"":2713,""y2"":2160},{""x1"":3191,""y1"":1693,""x2"":3824,""y2"":2160},{""x1"":3265,""y1"":1781,""x2"":3750,""y2"":2160}]"
MM2_0170,day4/members/florian/13_0095.webp,0,[],3,"[{""x1"":2092,""y1"":1411,""x2"":2942,""y2"":1994},{""x1"":2942,""y1"":1227,""x2"":3632,""y2"":1996},{""x1"":94,""y1"":1278,""x2"":817,""y2"":1972}]"
MM2_0171,day4/members/florian/13_0637.webp,0,[],2,"[{""x1"":1141,""y1"":1267,""x2"":1419,""y2"":1563},{""x1"":2457,""y1"":1784,""x2"":2931,""y2"":1954}]"
MM2_0172,day4/members/florian/13_0312.webp,0,[],3,"[{""x1"":1368,""y1"":1511,""x2"":2252,""y2"":1831},{""x1"":2406,""y1"":1359,""x2"":3158,""y2"":2105},{""x1"":3244,""y1"":1189,""x2"":3840,""y2"":1669}]"
MM2_0173,day4/members/luca/14_0676.webp,0,[],3,"[{""x1"":2581,""y1"":1188,""x2"":3840,""y2"":1796},{""x1"":1243,""y1"":1188,""x2"":2316,""y2"":1867},{""x1"":2781,""y1"":1754,""x2"":3710,""y2"":2160}]"
MM2_0174,day4/members/luca/14_0716.webp,0,[],3,"[{""x1"":2540,""y1"":1188,""x2"":3840,""y2"":1853},{""x1"":1352,""y1"":1188,""x2"":2160,""y2"":1489},{""x1"":1248,""y1"":1188,""x2"":2319,""y2"":1837}]"
MM2_0175,day4/members/luca/14_0595.webp,0,[],2,"[{""x1"":2429,""y1"":1188,""x2"":3563,""y2"":2035},{""x1"":1119,""y1"":1459,""x2"":2171,""y2"":2160}]"
MM2_0176,day4/members/florian/14_0275.webp,0,[],3,"[{""x1"":1091,""y1"":1686,""x2"":2139,""y2"":2087},{""x1"":2562,""y1"":1188,""x2"":3266,""y2"":2160},{""x1"":2625,""y1"":1786,""x2"":2885,""y2"":2147}]"
MM2_0177,day4/members/luca/15_0035.webp,0,[],3,"[{""x1"":2643,""y1"":1188,""x2"":3840,""y2"":1788},{""x1"":1383,""y1"":1188,""x2"":2438,""y2"":1835},{""x1"":2948,""y1"":1749,""x2"":3799,""y2"":2160}]"
MM2_0178,day4/members/luca/15_0156.webp,0,[],2,"[{""x1"":2612,""y1"":1188,""x2"":3840,""y2"":1993},{""x1"":1342,""y1"":1262,""x2"":2378,""y2"":2043}]"
MM2_0179,day4/members/allie/15_0359.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":690,""y2"":1627},{""x1"":0,""y1"":1753,""x2"":392,""y2"":2031},{""x1"":923,""y1"":1686,""x2"":1130,""y2"":2010}]"
MM2_0180,day4/members/luca/15_0400.webp,0,[],2,"[{""x1"":0,""y1"":1578,""x2"":455,""y2"":1916},{""x1"":1549,""y1"":1188,""x2"":2163,""y2"":1632}]"
MM2_0181,day4/members/cathal/17_0690.webp,0,[],3,"[{""x1"":211,""y1"":1188,""x2"":1374,""y2"":1790},{""x1"":3195,""y1"":1493,""x2"":3556,""y2"":1791},{""x1"":115,""y1"":1360,""x2"":418,""y2"":1649}]"
MM2_0182,day4/members/cathal/17_0491.webp,0,[],1,"[{""x1"":1853,""y1"":1390,""x2"":2401,""y2"":1770}]"
MM2_0183,day4/members/cathal/18_0491.webp,0,[],3,"[{""x1"":0,""y1"":1520,""x2"":843,""y2"":1991},{""x1"":745,""y1"":1188,""x2"":1429,""y2"":1507},{""x1"":1229,""y1"":1594,""x2"":2245,""y2"":2098}]"
MM2_0184,day4/members/klaus/18_0284.webp,0,[],3,"[{""x1"":2761,""y1"":1422,""x2"":3304,""y2"":2011},{""x1"":2377,""y1"":1793,""x2"":2698,""y2"":2092},{""x1"":2149,""y1"":1252,""x2"":2484,""y2"":1537}]"
MM2_0185,day4/members/klaus/18_0722.webp,0,[],3,"[{""x1"":3024,""y1"":1507,""x2"":3698,""y2"":1873},{""x1"":1262,""y1"":1269,""x2"":1791,""y2"":1709},{""x1"":0,""y1"":1229,""x2"":525,""y2"":1695}]"
MM2_0186,day4/members/florian/18_0190.webp,0,[],0,[]
MM2_0187,day4/members/klaus/08_0708.webp,0,[],3,"[{""x1"":3491,""y1"":1188,""x2"":3840,""y2"":1892},{""x1"":419,""y1"":1188,""x2"":1107,""y2"":1518},{""x1"":1950,""y1"":1188,""x2"":2307,""y2"":1479}]"
MM2_0188,day4/members/allie/08_0148.webp,0,[],3,"[{""x1"":2345,""y1"":1680,""x2"":2786,""y2"":2160},{""x1"":312,""y1"":1472,""x2"":1031,""y2"":1917},{""x1"":911,""y1"":1857,""x2"":1304,""y2"":2160}]"
MM2_0189,day4/members/bao/08_0661.webp,0,[],3,"[{""x1"":1703,""y1"":1708,""x2"":2015,""y2"":2160},{""x1"":0,""y1"":1454,""x2"":547,""y2"":2160},{""x1"":148,""y1"":1521,""x2"":466,""y2"":1959}]"
MM2_0190,day4/members/allie/08_0440.webp,0,[],3,"[{""x1"":3494,""y1"":1188,""x2"":3840,""y2"":1674},{""x1"":1236,""y1"":1188,""x2"":1558,""y2"":1804},{""x1"":3258,""y1"":1383,""x2"":3435,""y2"":1759}]"
MM2_0191,day4/members/klaus/09_0177.webp,0,[],3,"[{""x1"":1656,""y1"":1684,""x2"":2132,""y2"":2160},{""x1"":1255,""y1"":1188,""x2"":1709,""y2"":1374},{""x1"":2007,""y1"":1188,""x2"":2404,""y2"":2160}]"
MM2_0192,day4/members/werner/09_0063.webp,0,[],0,[]
MM2_0193,day4/members/bao/09_0706.webp,0,[],3,"[{""x1"":1377,""y1"":1188,""x2"":2165,""y2"":1704},{""x1"":3164,""y1"":1672,""x2"":3610,""y2"":2007},{""x1"":3050,""y1"":1570,""x2"":3371,""y2"":1970}]"
MM2_0194,day4/members/bjorn/09_0278.webp,0,[],3,"[{""x1"":1657,""y1"":1188,""x2"":2107,""y2"":2160},{""x1"":315,""y1"":1188,""x2"":717,""y2"":1791},{""x1"":591,""y1"":1188,""x2"":1346,""y2"":2160}]"
MM2_0195,day2/members/werner/13_0638.webp,0,[],2,"[{""x1"":3157,""y1"":1188,""x2"":3840,""y2"":1842},{""x1"":3263,""y1"":1935,""x2"":3686,""y2"":2160}]"
MM2_0196,day2/members/allie/16_0630.webp,0,[],3,"[{""x1"":1483,""y1"":1188,""x2"":2314,""y2"":1540},{""x1"":2897,""y1"":1621,""x2"":3826,""y2"":2160},{""x1"":1164,""y1"":1838,""x2"":2039,""y2"":2160}]"
MM2_0197,day2/members/bjorn/15_0164.webp,0,[],2,"[{""x1"":1932,""y1"":1369,""x2"":2560,""y2"":2075},{""x1"":3208,""y1"":1188,""x2"":3840,""y2"":1893}]"
MM2_0198,day2/members/bjorn/15_0006.webp,0,[],1,"[{""x1"":1913,""y1"":1552,""x2"":2540,""y2"":2160}]"
MM2_0199,day2/members/florian/15_0574.webp,0,[],1,"[{""x1"":376,""y1"":1188,""x2"":1210,""y2"":1495}]"
MM2_0200,day2/members/werner/13_0585.webp,0,[],2,"[{""x1"":3151,""y1"":1188,""x2"":3840,""y2"":1902},{""x1"":1592,""y1"":1192,""x2"":3018,""y2"":1757}]"
MM2_0201,day2/members/onanong/16_0261.webp,0,[],3,"[{""x1"":2610,""y1"":1758,""x2"":2941,""y2"":2160},{""x1"":0,""y1"":1188,""x2"":665,""y2"":2160},{""x1"":444,""y1"":1188,""x2"":827,""y2"":1524}]"
MM2_0202,day1/members/klaus/10_0156.webp,0,[],3,"[{""x1"":1372,""y1"":1293,""x2"":2368,""y2"":1788},{""x1"":1585,""y1"":1777,""x2"":2350,""y2"":2057},{""x1"":783,""y1"":1421,""x2"":1101,""y2"":1728}]"
MM2_0203,day1/members/allie/11_0283.webp,0,[],3,"[{""x1"":364,""y1"":1543,""x2"":930,""y2"":2160},{""x1"":166,""y1"":1764,""x2"":708,""y2"":2160},{""x1"":892,""y1"":1188,""x2"":1781,""y2"":2160}]"
MM2_0204,day1/members/tien/12_0054.webp,0,[],3,"[{""x1"":3570,""y1"":1862,""x2"":3816,""y2"":2160},{""x1"":2520,""y1"":1529,""x2"":2985,""y2"":2160},{""x1"":1909,""y1"":1537,""x2"":2246,""y2"":2032}]"
MM2_0205,day1/members/onanong/13_0368.webp,0,[],3,"[{""x1"":1175,""y1"":1188,""x2"":1570,""y2"":2160},{""x1"":2705,""y1"":1266,""x2"":3078,""y2"":2160},{""x1"":604,""y1"":1524,""x2"":878,""y2"":2160}]"
MM2_0206,day1/members/bjorn/14_0517.webp,0,[],2,"[{""x1"":2187,""y1"":1188,""x2"":2546,""y2"":1707},{""x1"":3112,""y1"":1188,""x2"":3578,""y2"":2105}]"
MM2_0207,day1/members/klaus/15_0702.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":672,""y2"":1897},{""x1"":1915,""y1"":1188,""x2"":2768,""y2"":1544},{""x1"":3312,""y1"":1350,""x2"":3840,""y2"":1757}]"
MM2_0208,day1/members/klaus/16_0701.webp,0,[],3,"[{""x1"":1136,""y1"":1188,""x2"":1687,""y2"":1534},{""x1"":1595,""y1"":1723,""x2"":1960,""y2"":2160},{""x1"":881,""y1"":1564,""x2"":1204,""y2"":1800}]"
MM2_0209,day1/members/cathal/17_0621.webp,0,[],3,"[{""x1"":3118,""y1"":1188,""x2"":3608,""y2"":1805},{""x1"":3087,""y1"":1188,""x2"":3253,""y2"":1636},{""x1"":3059,""y1"":1188,""x2"":3244,""y2"":1697}]"
MM2_0210,day1/members/cathal/18_0367.webp,0,[],3,"[{""x1"":1345,""y1"":1188,""x2"":2416,""y2"":1691},{""x1"":0,""y1"":1188,""x2"":1196,""y2"":1951},{""x1"":3045,""y1"":1188,""x2"":3462,""y2"":1839}]"
MM2_0211,day1/members/werner/19_0162.webp,0,[],0,[]
MM2_0212,day1/members/bjorn/20_0408.webp,0,[],0,[]
MM2_0213,day1/members/werner/08_0091.webp,0,[],1,"[{""x1"":1296,""y1"":1265,""x2"":1600,""y2"":1648}]"
MM2_0214,day1/members/cathal/09_0716.webp,0,[],3,"[{""x1"":556,""y1"":1188,""x2"":1258,""y2"":1797},{""x1"":1375,""y1"":1246,""x2"":2107,""y2"":2032},{""x1"":2100,""y1"":1408,""x2"":2726,""y2"":1843}]"
MM2_0215,day2/members/tien/10_0260.webp,0,[],3,"[{""x1"":1956,""y1"":1561,""x2"":2386,""y2"":1960},{""x1"":2683,""y1"":1188,""x2"":3384,""y2"":1638},{""x1"":255,""y1"":1188,""x2"":867,""y2"":1669}]"
MM2_0216,day2/members/klaus/11_0708.webp,1,"[{""x1"":1726,""y1"":1727,""x2"":2428,""y2"":2160}]",3,"[{""x1"":1726,""y1"":1727,""x2"":2428,""y2"":2160},{""x1"":958,""y1"":1715,""x2"":1536,""y2"":2160},{""x1"":909,""y1"":1428,""x2"":1232,""y2"":1668}]"
MM2_0217,day2/members/luca/12_0426.webp,0,[],3,"[{""x1"":201,""y1"":1517,""x2"":1037,""y2"":2117},{""x1"":0,""y1"":1246,""x2"":766,""y2"":1694},{""x1"":3352,""y1"":1253,""x2"":3840,""y2"":1925}]"
MM2_0218,day2/members/tien/13_0711.webp,0,[],2,"[{""x1"":2826,""y1"":1188,""x2"":3840,""y2"":1919},{""x1"":1407,""y1"":1188,""x2"":1664,""y2"":1598}]"
MM2_0219,day2/members/onanong/14_0700.webp,0,[],3,"[{""x1"":0,""y1"":1248,""x2"":258,""y2"":1717},{""x1"":345,""y1"":1966,""x2"":712,""y2"":2160},{""x1"":3479,""y1"":1188,""x2"":3840,""y2"":1403}]"
MM2_0220,day2/members/allie/15_0719.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":691,""y2"":2160},{""x1"":3216,""y1"":1737,""x2"":3548,""y2"":2160},{""x1"":3559,""y1"":1201,""x2"":3840,""y2"":1732}]"
MM2_0221,day2/members/cathal/16_0705.webp,0,[],3,"[{""x1"":265,""y1"":1188,""x2"":627,""y2"":1788},{""x1"":1600,""y1"":1188,""x2"":2429,""y2"":1495},{""x1"":1116,""y1"":1335,""x2"":1655,""y2"":2160}]"
MM2_0222,day2/members/onanong/17_0653.webp,0,[],3,"[{""x1"":753,""y1"":1645,""x2"":1531,""y2"":2160},{""x1"":2323,""y1"":1188,""x2"":3008,""y2"":1862},{""x1"":280,""y1"":1188,""x2"":714,""y2"":2160}]"
MM2_0223,day2/members/cathal/18_0581.webp,0,[],0,[]
MM2_0224,day2/members/tien/19_0715.webp,0,[],3,"[{""x1"":0,""y1"":1287,""x2"":953,""y2"":2160},{""x1"":1468,""y1"":1518,""x2"":1696,""y2"":1898},{""x1"":3301,""y1"":1188,""x2"":3694,""y2"":1453}]"
MM2_0225,day2/members/florian/20_0202.webp,0,[],3,"[{""x1"":1264,""y1"":1188,""x2"":2535,""y2"":1892},{""x1"":2390,""y1"":1329,""x2"":2775,""y2"":1777},{""x1"":199,""y1"":1499,""x2"":495,""y2"":1906}]"
MM2_0226,day2/members/werner/08_0334.webp,0,[],3,"[{""x1"":1028,""y1"":1188,""x2"":1499,""y2"":1692},{""x1"":1091,""y1"":1381,""x2"":1483,""y2"":1866},{""x1"":455,""y1"":1588,""x2"":727,""y2"":2160}]"
MM2_0227,day2/members/luca/09_0121.webp,0,[],3,"[{""x1"":2990,""y1"":1188,""x2"":3840,""y2"":2160},{""x1"":3186,""y1"":1665,""x2"":3404,""y2"":2083},{""x1"":2405,""y1"":1705,""x2"":2836,""y2"":2160}]"
MM2_0228,day3/members/cathal/10_0712.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":787,""y2"":2160},{""x1"":1345,""y1"":1188,""x2"":1926,""y2"":1521},{""x1"":1137,""y1"":1948,""x2"":1521,""y2"":2160}]"
MM2_0229,day3/members/cathal/11_0455.webp,0,[],2,"[{""x1"":99,""y1"":1623,""x2"":433,""y2"":1834},{""x1"":0,""y1"":1296,""x2"":287,""y2"":1567}]"
MM2_0230,day3/members/allie/12_0708.webp,0,[],3,"[{""x1"":195,""y1"":1712,""x2"":678,""y2"":2160},{""x1"":557,""y1"":1667,""x2"":1301,""y2"":2160},{""x1"":780,""y1"":1408,""x2"":1164,""y2"":1853}]"
MM2_0231,day3/members/cathal/13_0330.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":405,""y2"":1739},{""x1"":498,""y1"":1500,""x2"":1203,""y2"":2160},{""x1"":1528,""y1"":1904,""x2"":1815,""y2"":2160}]"
MM2_0232,day3/members/florian/14_0653.webp,0,[],3,"[{""x1"":1064,""y1"":1188,""x2"":1817,""y2"":1937},{""x1"":0,""y1"":1188,""x2"":728,""y2"":1660},{""x1"":137,""y1"":1472,""x2"":1159,""y2"":2160}]"
MM2_0233,day3/members/allie/15_0345.webp,0,[],3,"[{""x1"":0,""y1"":1711,""x2"":463,""y2"":2160},{""x1"":0,""y1"":1188,""x2"":904,""y2"":1590},{""x1"":3372,""y1"":1399,""x2"":3840,""y2"":2160}]"
MM2_0234,day3/members/florian/16_0712.webp,0,[],3,"[{""x1"":0,""y1"":1188,""x2"":618,""y2"":1579},{""x1"":1748,""y1"":1188,""x2"":2227,""y2"":1832},{""x1"":744,""y1"":1477,""x2"":1355,""y2"":2160}]"
MM2_0235,day3/members/onanong/17_0712.webp,0,[],1,"[{""x1"":2629,""y1"":1910,""x2"":2903,""y2"":2160}]"
MM2_0236,day3/members/cathal/18_0174.webp,0,[],3,"[{""x1"":3550,""y1"":1263,""x2"":3840,""y2"":1501},{""x1"":0,""y1"":1664,""x2"":376,""y2"":2099},{""x1"":387,""y1"":1188,""x2"":871,""y2"":1428}]"
MM2_0237,day3/members/florian/19_0720.webp,0,[],0,[]
MM2_0238,day3/members/stevan/20_0722.webp,0,[],3,"[{""x1"":2827,""y1"":1188,""x2"":3482,""y2"":2160},{""x1"":1855,""y1"":1879,""x2"":2531,""y2"":2160},{""x1"":2613,""y1"":1464,""x2"":2964,""y2"":1743}]"
MM2_0239,day3/members/luca/08_0205.webp,0,[],3,"[{""x1"":1938,""y1"":1551,""x2"":2361,""y2"":1998},{""x1"":437,""y1"":1188,""x2"":701,""y2"":1814},{""x1"":2634,""y1"":1188,""x2"":3047,""y2"":1443}]"
MM2_0240,day3/members/klaus/09_0370.webp,0,[],3,"[{""x1"":2691,""y1"":1188,""x2"":3312,""y2"":1631},{""x1"":2716,""y1"":1188,""x2"":3242,""y2"":1548},{""x1"":2840,""y1"":1671,""x2"":3322,""y2"":2044}]"
MM2_0241,day4/members/florian/10_0495.webp,0,[],0,[]
MM2_0242,day4/members/cathal/11_0445.webp,0,[],3,"[{""x1"":0,""y1"":1356,""x2"":423,""y2"":2160},{""x1"":1177,""y1"":1598,""x2"":2539,""y2"":2160},{""x1"":2629,""y1"":1319,""x2"":3041,""y2"":1528}]"
MM2_0243,day4/members/florian/12_0627.webp,0,[],0,[]
MM2_0244,day4/members/florian/13_0284.webp,0,[],3,"[{""x1"":1460,""y1"":1577,""x2"":2333,""y2"":1927},{""x1"":2450,""y1"":1388,""x2"":2864,""y2"":2160},{""x1"":1473,""y1"":1188,""x2"":2422,""y2"":1583}]"
MM2_0245,day4/members/florian/14_0024.webp,0,[],3,"[{""x1"":1370,""y1"":1684,""x2"":2308,""y2"":2120},{""x1"":3146,""y1"":1748,""x2"":3475,""y2"":2160},{""x1"":733,""y1"":1271,""x2"":1385,""y2"":1652}]"
MM2_0246,day4/members/stevan/15_0504.webp,0,[],3,"[{""x1"":2243,""y1"":1188,""x2"":3181,""y2"":2160},{""x1"":1553,""y1"":1188,""x2"":1989,""y2"":1454},{""x1"":3465,""y1"":1557,""x2"":3787,""y2"":2160}]"
