image_id,boxes_json
day4/members/florian/13_0637.webp,"[{""x1"":15,""y1"":962,""x2"":1461,""y2"":2145},{""x1"":1,""y1"":975,""x2"":1185,""y2"":1884},{""x1"":3216,""y1"":15,""x2"":3768,""y2"":528}]"
day4/members/florian/13_0312.webp,"[{""x1"":1203,""y1"":817,""x2"":2379,""y2"":2131},{""x1"":517,""y1"":14,""x2"":705,""y2"":139}]"
day4/members/luca/14_0676.webp,"[{""x1"":852,""y1"":855,""x2"":2685,""y2"":2019},{""x1"":3444,""y1"":1185,""x2"":3840,""y2"":2049},{""x1"":3231,""y1"":1939,""x2"":3705,""y2"":2155},{""x1"":3456,""y1"":1185,""x2"":3840,""y2"":1995}]"
day4/members/luca/14_0716.webp,"[{""x1"":830,""y1"":951,""x2"":2505,""y2"":2047},{""x1"":3432,""y1"":1224,""x2"":3840,""y2"":2082}]"
day4/members/luca/14_0595.webp,"[{""x1"":997,""y1"":1277,""x2"":2371,""y2"":2148},{""x1"":301,""y1"":1302,""x2"":2419,""y2"":2151},{""x1"":3132,""y1"":1542,""x2"":3840,""y2"":2145}]"
day4/members/florian/14_0275.webp,"[{""x1"":946,""y1"":867,""x2"":2278,""y2"":2151}]"
day4/members/luca/15_0035.webp,"[{""x1"":957,""y1"":867,""x2"":2664,""y2"":1966},{""x1"":3546,""y1"":1188,""x2"":3840,""y2"":1983},{""x1"":0,""y1"":969,""x2"":405,""y2"":2148}]"
day4/members/luca/15_0156.webp,"[{""x1"":954,""y1"":1081,""x2"":2757,""y2"":2137},{""x1"":1018,""y1"":1067,""x2"":2743,""y2"":2136},{""x1"":1623,""y1"":942,""x2"":3819,""y2"":2148},{""x1"":3504,""y1"":1326,""x2"":3840,""y2"":2100}]"
day4/members/allie/15_0359.webp,"[{""x1"":3690,""y1"":1050,""x2"":3840,""y2"":1488},{""x1"":859,""y1"":1261,""x2"":1138,""y2"":1513},{""x1"":2184,""y1"":1066,""x2"":3006,""y2"":1800},{""x1"":2209,""y1"":1893,""x2"":2758,""y2"":2157},{""x1"":864,""y1"":1278,""x2"":1028,""y2"":1507},{""x1"":3612,""y1"":2,""x2"":3840,""y2"":301},{""x1"":1920,""y1"":1072,""x2"":3012,""y2"":1884},{""x1"":1018,""y1"":1250,""x2"":1141,""y2"":1499}]"
day4/members/luca/15_0400.webp,"[{""x1"":1704,""y1"":950,""x2"":1872,""y2"":1268}]"
day4/members/cathal/17_0690.webp,[]
day4/members/cathal/17_0491.webp,[]
day4/members/cathal/18_0491.webp,"[{""x1"":1944,""y1"":450,""x2"":2526,""y2"":900},{""x1"":1311,""y1"":304,""x2"":1696,""y2"":691},{""x1"":2634,""y1"":196,""x2"":3012,""y2"":703}]"
day4/members/klaus/18_0284.webp,[]
day4/members/klaus/18_0722.webp,"[{""x1"":2409,""y1"":870,""x2"":2913,""y2"":1258},{""x1"":1627,""y1"":261,""x2"":2200,""y2"":699}]"
day4/members/florian/18_0190.webp,[]
day4/members/klaus/08_0708.webp,"[{""x1"":2008,""y1"":1542,""x2"":2389,""y2"":2148}]"
day4/members/allie/08_0148.webp,"[{""x1"":1518,""y1"":1230,""x2"":1623,""y2"":1337}]"
day4/members/bao/08_0661.webp,[]
day4/members/allie/08_0440.webp,"[{""x1"":290,""y1"":762,""x2"":1071,""y2"":1584},{""x1"":291,""y1"":754,""x2"":1071,""y2"":2100},{""x1"":400,""y1"":250,""x2"":1153,""y2"":717}]"
day4/members/klaus/09_0177.webp,"[{""x1"":165,""y1"":662,""x2"":648,""y2"":1157},{""x1"":793,""y1"":63,""x2"":1839,""y2"":1566},{""x1"":228,""y1"":58,""x2"":1851,""y2"":1962}]"
day4/members/werner/09_0063.webp,[]
day4/members/bao/09_0706.webp,"[{""x1"":984,""y1"":658,""x2"":1335,""y2"":877},{""x1"":3225,""y1"":1725,""x2"":3351,""y2"":1821}]"
day4/members/bjorn/09_0278.webp,"[{""x1"":1992,""y1"":847,""x2"":2286,""y2"":1144},{""x1"":918,""y1"":1254,""x2"":1065,""y2"":1391}]"
day2/members/werner/13_0638.webp,"[{""x1"":1290,""y1"":939,""x2"":3132,""y2"":2010},{""x1"":1290,""y1"":939,""x2"":3129,""y2"":2053}]"
day2/members/allie/16_0630.webp,"[{""x1"":1054,""y1"":597,""x2"":2704,""y2"":1650},{""x1"":3444,""y1"":1015,""x2"":3840,""y2"":1866}]"
day2/members/bjorn/15_0164.webp,"[{""x1"":1362,""y1"":1110,""x2"":3084,""y2"":2139},{""x1"":1380,""y1"":1122,""x2"":3102,""y2"":2145}]"
day2/members/bjorn/15_0006.webp,"[{""x1"":1332,""y1"":1188,""x2"":3081,""y2"":2145},{""x1"":1351,""y1"":1194,""x2"":3070,""y2"":2151}]"
day2/members/florian/15_0574.webp,"[{""x1"":1073,""y1"":351,""x2"":2886,""y2"":1332}]"
day2/members/werner/13_0585.webp,"[{""x1"":1311,""y1"":1025,""x2"":3153,""y2"":2088},{""x1"":1377,""y1"":1011,""x2"":3291,""y2"":2079}]"
day2/members/onanong/16_0261.webp,"[{""x1"":2616,""y1"":1764,""x2"":2934,""y2"":2154},{""x1"":976,""y1"":1830,""x2"":1111,""y2"":2025},{""x1"":1230,""y1"":1308,""x2"":1432,""y2"":1341}]"
day1/members/klaus/10_0156.webp,"[{""x1"":1332,""y1"":1173,""x2"":2628,""y2"":2154},{""x1"":1459,""y1"":2,""x2"":1783,""y2"":162},{""x1"":1083,""y1"":769,""x2"":2601,""y2"":2145},{""x1"":3330,""y1"":910,""x2"":3840,""y2"":1606},{""x1"":3324,""y1"":912,""x2"":3840,""y2"":1891}]"
day1/members/allie/11_0283.webp,"[{""x1"":598,""y1"":1764,""x2"":787,""y2"":2031},{""x1"":2583,""y1"":1221,""x2"":3009,""y2"":1755}]"
day1/members/tien/12_0054.webp,[]
day1/members/onanong/13_0368.webp,"[{""x1"":2001,""y1"":1800,""x2"":2643,""y2"":2154}]"
day1/members/bjorn/14_0517.webp,[]
day1/members/klaus/15_0702.webp,"[{""x1"":3678,""y1"":753,""x2"":3840,""y2"":1107},{""x1"":3474,""y1"":1356,""x2"":3774,""y2"":1653},{""x1"":3468,""y1"":1356,""x2"":3786,""y2"":1650},{""x1"":0,""y1"":1457,""x2"":32,""y2"":1602}]"
day1/members/klaus/16_0701.webp,[]
day1/members/cathal/17_0621.webp,"[{""x1"":3246,""y1"":1164,""x2"":3618,""y2"":1647}]"
day1/members/cathal/18_0367.webp,"[{""x1"":2689,""y1"":2007,""x2"":2917,""y2"":2157},{""x1"":1361,""y1"":1075,""x2"":1950,""y2"":1542},{""x1"":867,""y1"":659,""x2"":1221,""y2"":806}]"
day1/members/werner/19_0162.webp,[]
day1/members/bjorn/20_0408.webp,"[{""x1"":792,""y1"":806,""x2"":1408,""y2"":1263},{""x1"":855,""y1"":1150,""x2"":1512,""y2"":1636},{""x1"":826,""y1"":310,""x2"":1294,""y2"":873},{""x1"":967,""y1"":1641,""x2"":1156,""y2"":1788},{""x1"":852,""y1"":522,""x2"":1293,""y2"":866}]"
day1/members/werner/08_0091.webp,[]
day1/members/cathal/09_0716.webp,"[{""x1"":1939,""y1"":1050,""x2"":2398,""y2"":1413},{""x1"":1466,""y1"":1777,""x2"":2037,""y2"":2029},{""x1"":2175,""y1"":1487,""x2"":2775,""y2"":1902},{""x1"":1342,""y1"":1025,""x2"":1456,""y2"":1154}]"
day2/members/tien/10_0260.webp,"[{""x1"":1635,""y1"":1420,""x2"":2715,""y2"":2119}]"
day2/members/klaus/11_0708.webp,[]
day2/members/luca/12_0426.webp,"[{""x1"":1132,""y1"":1136,""x2"":2542,""y2"":2151}]"
day2/members/tien/13_0711.webp,"[{""x1"":764,""y1"":1518,""x2"":921,""y2"":1614},{""x1"":2605,""y1"":1860,""x2"":2656,""y2"":1890}]"
day2/members/onanong/14_0700.webp,"[{""x1"":1581,""y1"":122,""x2"":1845,""y2"":352},{""x1"":2353,""y1"":201,""x2"":2512,""y2"":322},{""x1"":3486,""y1"":1896,""x2"":3834,""y2"":2160}]"
day2/members/allie/15_0719.webp,[]
day2/members/cathal/16_0705.webp,"[{""x1"":2838,""y1"":703,""x2"":3093,""y2"":1003},{""x1"":2580,""y1"":502,""x2"":2814,""y2"":880},{""x1"":1602,""y1"":1109,""x2"":2148,""y2"":1467}]"
day2/members/onanong/17_0653.webp,"[{""x1"":185,""y1"":2052,""x2"":383,""y2"":2160},{""x1"":955,""y1"":1728,""x2"":1063,""y2"":1872}]"
day2/members/cathal/18_0581.webp,"[{""x1"":1986,""y1"":381,""x2"":2382,""y2"":690}]"
day2/members/tien/19_0715.webp,"[{""x1"":2712,""y1"":1683,""x2"":2928,""y2"":1941},{""x1"":3120,""y1"":1122,""x2"":3408,""y2"":1407}]"
day2/members/florian/20_0202.webp,[]
day2/members/werner/08_0334.webp,[]
day2/members/luca/09_0121.webp,[]
day3/members/cathal/10_0712.webp,[]
day3/members/cathal/11_0455.webp,"[{""x1"":1836,""y1"":813,""x2"":2652,""y2"":1726},{""x1"":450,""y1"":1464,""x2"":591,""y2"":1656}]"
day3/members/allie/12_0708.webp,"[{""x1"":1224,""y1"":663,""x2"":1659,""y2"":795}]"
day3/members/cathal/13_0330.webp,[]
day3/members/florian/14_0653.webp,[]
day3/members/allie/15_0345.webp,[]
day3/members/florian/16_0712.webp,[]
day3/members/onanong/17_0712.webp,"[{""x1"":2742,""y1"":1300,""x2"":2868,""y2"":1420},{""x1"":1986,""y1"":1758,""x2"":2154,""y2"":1926},{""x1"":3099,""y1"":1036,""x2"":3243,""y2"":1159},{""x1"":2749,""y1"":1349,""x2"":2854,""y2"":1419}]"
day3/members/cathal/18_0174.webp,"[{""x1"":1324,""y1"":1155,""x2"":2770,""y2"":2157}]"
day3/members/florian/19_0720.webp,[]
day3/members/stevan/20_0722.webp,[]
day3/members/luca/08_0205.webp,"[{""x1"":1629,""y1"":1407,""x2"":2691,""y2"":2133},{""x1"":1623,""y1"":1405,""x2"":2679,""y2"":2122}]"
day3/members/klaus/09_0370.webp,[]
day4/members/florian/10_0495.webp,[]
day4/members/cathal/11_0445.webp,"[{""x1"":808,""y1"":1603,""x2"":2533,""y2"":2140},{""x1"":1020,""y1"":936,""x2"":1365,""y2"":1473}]"
day4/members/florian/12_0627.webp,"[{""x1"":649,""y1"":1138,""x2"":1897,""y2"":2149}]"
day4/members/florian/13_0284.webp,"[{""x1"":1293,""y1"":888,""x2"":2466,""y2"":2142},{""x1"":597,""y1"":23,""x2"":792,""y2"":166},{""x1"":603,""y1"":29,""x2"":772,""y2"":138}]"
day4/members/florian/14_0024.webp,"[{""x1"":1200,""y1"":945,""x2"":2523,""y2"":2148},{""x1"":1326,""y1"":939,""x2"":2511,""y2"":1764}]"
day4/members/stevan/15_0504.webp,[]
day4/members/cathal/17_0557.webp,"[{""x1"":573,""y1"":1962,""x2"":1560,""y2"":2148},{""x1"":3444,""y1"":5,""x2"":3840,""y2"":672}]"
day4/members/klaus/18_0374.webp,"[{""x1"":1573,""y1"":1591,""x2"":2221,""y2"":2143},{""x1"":1821,""y1"":695,""x2"":1854,""y2"":774},{""x1"":1581,""y1"":1591,""x2"":2175,""y2"":1975},{""x1"":1800,""y1"":688,""x2"":1854,""y2"":779},{""x1"":3114,""y1"":772,""x2"":3294,""y2"":1102}]"
day4/members/klaus/08_0259.webp,"[{""x1"":1659,""y1"":1464,""x2"":2688,""y2"":2112}]"
day4/members/bao/09_0349.webp,"[{""x1"":775,""y1"":1405,""x2"":1045,""y2"":1690},{""x1"":1235,""y1"":1428,""x2"":1434,""y2"":1635}]"
